pop_no	population	stat_area	CU	year	escapement	er_E	er_2	er_3	total_runE	total_run2	total_run3	age_3	age_4	age_5	rec_E	rec_2	rec_3	RS_E	RS_2	RS_3
3	tsimtack_lk	5	hecate_strait_mainland	1999	NA	0.123	0.09	0.12	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2000	NA	0.147	0.185	0.212	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2001	NA	0.157	0.153	0.178	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2002	150	0.118	0.119	0.133	170	170	173	0.854411765	0.141176471	0.004411765	278	326	386	1.856494052	2.171957627	2.575908195
3	tsimtack_lk	5	hecate_strait_mainland	2003	100	0.159	0.161	0.18	119	119	122	0.854411765	0.141176471	0.004411765	131	139	146	1.308043699	1.393220737	1.463441168
3	tsimtack_lk	5	hecate_strait_mainland	2004	NA	0.22	0.384	0.412	NA	NA	NA	0.854411765	0.141176471	0.004411765	140	153	163	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2005	250	0.177	0.301	0.415	304	358	428	0.854411765	0.141176471	0.004411765	180	188	200	0.719732323	0.75392405	0.799313765
3	tsimtack_lk	5	hecate_strait_mainland	2006	110	0.153	0.2	0.237	130	137	144	0.854411765	0.141176471	0.004411765	316	335	349	2.871427478	3.041887023	3.171076278
3	tsimtack_lk	5	hecate_strait_mainland	2007	110	0.188	0.265	0.307	135	150	159	0.854411765	0.141176471	0.004411765	617	679	698	5.605624873	6.174346567	6.343124906
3	tsimtack_lk	5	hecate_strait_mainland	2008	130	0.2	0.237	0.283	163	170	181	0.854411765	0.141176471	0.004411765	991	1060	1091	7.620025517	8.150363399	8.392624832
3	tsimtack_lk	5	hecate_strait_mainland	2009	220	0.197	0.229	0.265	274	285	299	0.854411765	0.141176471	0.004411765	700	786	815	3.180704003	3.574771513	3.703788208
3	tsimtack_lk	5	hecate_strait_mainland	2010	455	0.168	0.253	0.272	547	609	625	0.854411765	0.141176471	0.004411765	465	523	544	1.022901043	1.149988388	1.196044141
3	tsimtack_lk	5	hecate_strait_mainland	2011	860	0.169	0.218	0.24	1035	1100	1132	0.854411765	0.141176471	0.004411765	399	435	452	0.464306054	0.506382097	0.525976725
3	tsimtack_lk	5	hecate_strait_mainland	2012	639	0.135	0.23	0.257	739	830	859	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2013	400	0.153	0.25	0.279	472	534	555	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2014	390	0.097	0.169	0.2	432	470	488	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2015	180	0.161	0.26	0.287	215	243	252	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2016	NA	0.166	0.251	0.279	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2017	NA	0.176	0.281	0.313	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2018	NA	0.169	0.327	0.345	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2019	NA	0.156	0.294	0.315	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
3	tsimtack_lk	5	hecate_strait_mainland	2020	NA	0.072	0.242	0.254	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1980	750	0.562	0.57	0.461	1712	1746	1392	0.713592233	0.286407767	0	1246	1269	990	1.66143709	1.691852986	1.320037157
4	brim	6	brim_wahoo	1981	600	0.508	0.532	0.434	1220	1283	1060	0.713592233	0.286407767	0	1457	1505	1210	2.427978336	2.508855987	2.016377785
4	brim	6	brim_wahoo	1982	600	0.44	0.485	0.4	1071	1165	1000	0.713592233	0.286407767	0	884	888	690	1.472895755	1.479352213	1.149494474
4	brim	6	brim_wahoo	1983	400	0.615	0.618	0.499	1039	1046	798	0.713592233	0.286407767	0	1187	1180	911	2.967998125	2.949233843	2.277347142
4	brim	6	brim_wahoo	1984	800	0.546	0.561	0.455	1762	1824	1469	0.713592233	0.286407767	0	1104	1159	975	1.379998223	1.448523885	1.218275239
4	brim	6	brim_wahoo	1985	300	0.569	0.579	0.469	696	712	565	0.713592233	0.286407767	0	1903	2002	1691	6.344596874	6.672565582	5.636781099
4	brim	6	brim_wahoo	1986	500	0.63	0.623	0.501	1351	1325	1001	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1987	400	0.486	0.511	0.417	778	817	686	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1988	1000	0.478	0.502	0.41	1916	2009	1694	0.713592233	0.286407767	0	423	449	328	0.423112001	0.448760689	0.327914834
4	brim	6	brim_wahoo	1989	1000	0.466	0.496	0.406	1873	1983	1683	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1990	NA	0.529	0.561	0.459	NA	NA	NA	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1991	75	0.503	0.528	0.394	151	159	124	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1992	500	0.546	0.573	0.403	1101	1171	837	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1993	NA	0.461	0.484	0.356	NA	NA	NA	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1994	250	0.549	0.58	0.421	554	596	432	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	1995	NA	0.325	0.353	0.27	NA	NA	NA	0.713592233	0.286407767	0	374	364	330	NA	NA	NA
4	brim	6	brim_wahoo	1996	NA	0.57	0.585	0.461	NA	NA	NA	0.713592233	0.286407767	0	1019	1049	906	NA	NA	NA
4	brim	6	brim_wahoo	1997	NA	0.537	0.508	0.348	NA	NA	NA	0.713592233	0.286407767	0	1996	2123	1783	NA	NA	NA
4	brim	6	brim_wahoo	1998	175	0.214	0.186	0.117	223	215	198	0.713592233	0.286407767	0	2569	2636	2297	14.67808135	15.06324385	13.12652776
4	brim	6	brim_wahoo	1999	580	0.227	0.21	0.12	750	734	659	0.713592233	0.286407767	0	2022	2066	1888	3.486880242	3.562560625	3.254451256
4	brim	6	brim_wahoo	2000	1200	0.289	0.346	0.212	1688	1835	1522	0.713592233	0.286407767	0	1776	2024	1755	1.479898637	1.686996125	1.462183752
4	brim	6	brim_wahoo	2001	2000	0.276	0.296	0.178	2762	2842	2433	0.713592233	0.286407767	0	1715	2327	2021	0.857519636	1.163651588	1.010381264
4	brim	6	brim_wahoo	2002	1700	0.185	0.199	0.133	2086	2122	1960	0.713592233	0.286407767	0	1778	2058	1971	1.045955376	1.21071772	1.159623765
4	brim	6	brim_wahoo	2003	1400	0.249	0.273	0.18	1864	1927	1708	0.713592233	0.286407767	0	997	1076	933	0.712193843	0.768369677	0.666777674
4	brim	6	brim_wahoo	2004	1100	0.293	0.515	0.412	1556	2268	1871	0.713592233	0.286407767	0	1077	1158	923	0.978930192	1.052428122	0.839067485
4	brim	6	brim_wahoo	2005	1400	0.337	0.434	0.415	2112	2475	2395	0.713592233	0.286407767	0	1612	1594	1268	1.151175659	1.138553995	0.905683742
4	brim	6	brim_wahoo	2006	700	0.261	0.314	0.237	947	1020	917	0.713592233	0.286407767	0	2469	2361	1916	3.527256433	3.373027237	2.736561371
4	brim	6	brim_wahoo	2007	675	0.398	0.444	0.307	1121	1215	974	0.713592233	0.286407767	0	815	824	716	1.206829216	1.220230661	1.060237375
4	brim	6	brim_wahoo	2008	570	0.41	0.439	0.283	966	1015	795	0.713592233	0.286407767	0	1215	1106	954	2.131080132	1.939566736	1.674019786
4	brim	6	brim_wahoo	2009	1800	0.441	0.407	0.265	3220	3035	2447	0.713592233	0.286407767	0	1279	1351	1118	0.710712991	0.750417236	0.621219214
4	brim	6	brim_wahoo	2010	430	0.281	0.369	0.272	598	681	591	0.713592233	0.286407767	0	2175	2277	1912	5.058379296	5.295432849	4.447520901
4	brim	6	brim_wahoo	2011	780	0.424	0.338	0.24	1354	1179	1027	0.713592233	0.286407767	0	1544	1599	1438	1.979582289	2.049790653	1.843721918
4	brim	6	brim_wahoo	2012	575	0.337	0.377	0.257	867	923	773	0.713592233	0.286407767	0	1180	1149	975	2.05164115	1.997846564	1.695445545
4	brim	6	brim_wahoo	2013	1425	0.382	0.41	0.279	2306	2417	1977	0.713592233	0.286407767	0	2058	1994	1674	1.444413032	1.399419178	1.174501451
4	brim	6	brim_wahoo	2014	1400	0.243	0.274	0.2	1849	1929	1751	0.713592233	0.286407767	0	1597	1587	1322	1.140892269	1.133583232	0.944637991
4	brim	6	brim_wahoo	2015	470	0.4	0.394	0.287	783	776	659	0.713592233	0.286407767	0	1014	993	896	2.157917096	2.113572125	1.90718771
4	brim	6	brim_wahoo	2016	1270	0.414	0.389	0.279	2167	2079	1761	0.713592233	0.286407767	0	900	955	880	0.709006707	0.752042442	0.692758815
4	brim	6	brim_wahoo	2017	1000	0.44	0.439	0.313	1787	1784	1455	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	2018	650	0.422	0.407	0.345	1125	1096	992	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	2019	450	0.391	0.389	0.315	739	737	657	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
4	brim	6	brim_wahoo	2020	1070	0.179	0.286	0.254	1304	1499	1435	0.713592233	0.286407767	0	NA	NA	NA	NA	NA	NA
