Stock.ID,Species,Stock,Region,UseFlag,BroodYear,Spawners,R2,R3,R4,R5,R6,R7,Recruits
112,Coho,Situk River,Southeast,1,1978,3850,NA,31599,33341,356,NA,NA,65296
112,Coho,Situk River,Southeast,1,1979,7000,NA,44938,13156,0,NA,NA,58094
112,Coho,Situk River,Southeast,1,1980,8100,NA,24534,30122,5183,NA,NA,59839
112,Coho,Situk River,Southeast,1,1981,8430,NA,50527,44573,927,NA,NA,96027
112,Coho,Situk River,Southeast,1,1982,9180,NA,42500,17298,3917,NA,NA,63715
112,Coho,Situk River,Southeast,1,1983,5300,NA,9885,25678,11757,NA,NA,47320
112,Coho,Situk River,Southeast,1,1984,14000,NA,15233,51925,6495,NA,NA,73653
112,Coho,Situk River,Southeast,1,1985,6490,NA,36250,27603,1791,NA,NA,65644
112,Coho,Situk River,Southeast,1,1986,3162,NA,34097,20296,7520,NA,NA,61913
112,Coho,Situk River,Southeast,1,1987,2000,NA,22086,60163,8810,NA,NA,91059
112,Coho,Situk River,Southeast,1,1988,11000,NA,51568,82809,11254,NA,NA,145631
112,Coho,Situk River,Southeast,0,1989,3900,NA,84571,105786,NA,NA,NA,190357
112,Coho,Situk River,Southeast,0,1990,1630,NA,108036,NA,NA,NA,NA,108036
112,Coho,Situk River,Southeast,0,1991,7300,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1992,13820,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1993,10700,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1967,NA,NA,NA,NA,2485,NA,NA,2485
112,Coho,Situk River,Southeast,0,1968,NA,NA,NA,23356,1164,NA,NA,24520
112,Coho,Situk River,Southeast,1,1969,NA,NA,23853,10940,3306,NA,NA,38099
112,Coho,Situk River,Southeast,1,1970,NA,NA,11172,31079,1920,NA,NA,44171
112,Coho,Situk River,Southeast,1,1971,NA,NA,31740,18047,1910,NA,NA,51697
112,Coho,Situk River,Southeast,1,1972,20400,NA,18431,17956,3097,NA,NA,39484
112,Coho,Situk River,Southeast,1,1973,6876,NA,18338,29115,3189,NA,NA,50642
112,Coho,Situk River,Southeast,1,1974,17040,NA,29734,29972,2952,NA,NA,62658
112,Coho,Situk River,Southeast,1,1975,18000,NA,30610,27752,3446,NA,NA,61808
112,Coho,Situk River,Southeast,1,1976,13120,NA,28342,32393,4556,NA,NA,65291
112,Coho,Situk River,Southeast,1,1977,15000,NA,33083,42827,3001,NA,NA,78911
112,Coho,Situk River,Southeast,1,1978,15400,NA,43739,46009,515,NA,NA,90263
112,Coho,Situk River,Southeast,1,1979,28000,NA,62012,19039,0,NA,NA,81051
112,Coho,Situk River,Southeast,1,1980,32400,NA,35505,43142,6156,NA,NA,84803
112,Coho,Situk River,Southeast,1,1981,33720,NA,72367,52945,1211,NA,NA,126523
112,Coho,Situk River,Southeast,1,1982,36720,NA,50482,22611,4457,NA,NA,77550
112,Coho,Situk River,Southeast,1,1983,21200,NA,12920,29218,15717,NA,NA,57855
112,Coho,Situk River,Southeast,1,1984,56000,NA,17333,69415,7899,NA,NA,94647
112,Coho,Situk River,Southeast,1,1985,25960,NA,48460,33570,1937,NA,NA,83967
112,Coho,Situk River,Southeast,1,1986,12648,NA,41468,21958,9053,NA,NA,72479
112,Coho,Situk River,Southeast,1,1987,8000,NA,23896,72427,10883,NA,NA,107206
112,Coho,Situk River,Southeast,1,1988,44000,NA,62080,102296,12859,NA,NA,177235
112,Coho,Situk River,Southeast,0,1989,15600,NA,104472,120873,NA,NA,NA,225345
112,Coho,Situk River,Southeast,0,1990,6520,NA,123444,NA,NA,NA,NA,123444
112,Coho,Situk River,Southeast,0,1991,29200,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1992,55280,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1993,42800,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1967,NA,NA,NA,NA,1975,NA,NA,1975
112,Coho,Situk River,Southeast,0,1968,NA,NA,NA,18562,992,NA,NA,19554
112,Coho,Situk River,Southeast,1,1969,NA,NA,18957,9324,2880,NA,NA,31161
112,Coho,Situk River,Southeast,1,1970,NA,NA,9522,27075,1470,NA,NA,38067
112,Coho,Situk River,Southeast,1,1971,NA,NA,27651,13817,1582,NA,NA,43050
112,Coho,Situk River,Southeast,1,1972,10200,NA,14111,14873,2722,NA,NA,31706
112,Coho,Situk River,Southeast,1,1973,3438,NA,15189,25590,2804,NA,NA,43583
112,Coho,Situk River,Southeast,1,1974,8520,NA,26134,26353,2252,NA,NA,54739
112,Coho,Situk River,Southeast,1,1975,9000,NA,26914,21172,2636,NA,NA,50722
112,Coho,Situk River,Southeast,1,1976,6560,NA,21622,24779,3713,NA,NA,50114
112,Coho,Situk River,Southeast,1,1977,7500,NA,25307,34903,2450,NA,NA,62660
112,Coho,Situk River,Southeast,1,1978,7700,NA,35646,37564,409,NA,NA,73619
112,Coho,Situk River,Southeast,1,1979,14000,NA,50629,15117,0,NA,NA,65746
112,Coho,Situk River,Southeast,1,1980,16200,NA,28191,34462,5507,NA,NA,68160
112,Coho,Situk River,Southeast,1,1981,16860,NA,57807,47364,1022,NA,NA,106193
112,Coho,Situk River,Southeast,1,1982,18360,NA,45161,19069,4097,NA,NA,68327
112,Coho,Situk River,Southeast,1,1983,10600,NA,10897,26858,13077,NA,NA,50832
112,Coho,Situk River,Southeast,1,1984,28000,NA,15933,57755,6963,NA,NA,80651
112,Coho,Situk River,Southeast,1,1985,12980,NA,40320,29592,1840,NA,NA,71752
112,Coho,Situk River,Southeast,1,1986,6324,NA,36554,20850,8031,NA,NA,65435
112,Coho,Situk River,Southeast,1,1987,4000,NA,22690,64251,9501,NA,NA,96442
112,Coho,Situk River,Southeast,1,1988,22000,NA,55072,89305,11789,NA,NA,156166
112,Coho,Situk River,Southeast,0,1989,7800,NA,91205,110815,NA,NA,NA,202020
112,Coho,Situk River,Southeast,0,1990,3260,NA,113172,NA,NA,NA,NA,113172
112,Coho,Situk River,Southeast,0,1991,14600,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1992,27640,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1993,21400,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1967,NA,NA,NA,NA,1805,NA,NA,1805
112,Coho,Situk River,Southeast,0,1968,NA,NA,NA,16964,935,NA,NA,17899
112,Coho,Situk River,Southeast,1,1969,NA,NA,17325,8785,2738,NA,NA,28848
112,Coho,Situk River,Southeast,1,1970,NA,NA,8972,25740,1320,NA,NA,36032
112,Coho,Situk River,Southeast,1,1971,NA,NA,26288,12407,1473,NA,NA,40168
112,Coho,Situk River,Southeast,1,1972,6800,NA,12671,13845,2597,NA,NA,29113
112,Coho,Situk River,Southeast,1,1973,2292,NA,14139,24415,2675,NA,NA,41229
112,Coho,Situk River,Southeast,1,1974,5680,NA,24934,25147,2019,NA,NA,52100
112,Coho,Situk River,Southeast,1,1975,6000,NA,25682,18978,2366,NA,NA,47026
112,Coho,Situk River,Southeast,1,1976,4373,NA,19382,22241,3432,NA,NA,45055
112,Coho,Situk River,Southeast,1,1977,5000,NA,22715,32262,2266,NA,NA,57243
112,Coho,Situk River,Southeast,1,1978,5133,NA,32948,34748,373,NA,NA,68069
112,Coho,Situk River,Southeast,1,1979,9333,NA,46835,13810,0,NA,NA,60645
112,Coho,Situk River,Southeast,1,1980,10800,NA,25753,31569,5291,NA,NA,62613
112,Coho,Situk River,Southeast,1,1981,11240,NA,52954,45503,958,NA,NA,99415
112,Coho,Situk River,Southeast,1,1982,12240,NA,43387,17889,3977,NA,NA,65253
112,Coho,Situk River,Southeast,1,1983,7067,NA,10222,26072,12197,NA,NA,48491
112,Coho,Situk River,Southeast,1,1984,18667,NA,15466,53869,6652,NA,NA,75987
112,Coho,Situk River,Southeast,1,1985,8653,NA,37606,28271,1807,NA,NA,67684
112,Coho,Situk River,Southeast,1,1986,4216,NA,34923,20480,7691,NA,NA,63094
112,Coho,Situk River,Southeast,1,1987,2667,NA,22287,61526,9040,NA,NA,92853
112,Coho,Situk River,Southeast,1,1988,14667,NA,52736,84975,11432,NA,NA,149143
112,Coho,Situk River,Southeast,0,1989,5200,NA,86783,107462,NA,NA,NA,194245
112,Coho,Situk River,Southeast,0,1990,2173,NA,109749,NA,NA,NA,NA,109749
112,Coho,Situk River,Southeast,0,1991,9733,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1992,18427,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1993,14267,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1968,NA,NA,NA,NA,2879,NA,NA,2879
113,Coho,Tsiu River,Southeast,0,1969,NA,NA,NA,24954,1711,NA,NA,26665
113,Coho,Tsiu River,Southeast,1,1970,NA,NA,20155,14830,550,NA,NA,35535
113,Coho,Tsiu River,Southeast,1,1971,NA,NA,11978,4763,2495,NA,NA,19236
113,Coho,Tsiu River,Southeast,1,1972,NA,NA,3847,21627,2286,NA,NA,27760
113,Coho,Tsiu River,Southeast,1,1973,30000,NA,17468,19809,5379,NA,NA,42656
113,Coho,Tsiu River,Southeast,1,1974,15000,NA,15999,46619,4125,NA,NA,66743
113,Coho,Tsiu River,Southeast,1,1975,8150,NA,37654,35749,3326,NA,NA,76729
113,Coho,Tsiu River,Southeast,1,1976,30000,NA,28874,28825,3562,NA,NA,61261
113,Coho,Tsiu River,Southeast,1,1977,25000,NA,23281,30871,4641,NA,NA,58793
113,Coho,Tsiu River,Southeast,1,1978,40000,NA,24935,61498,937,NA,NA,87370
113,Coho,Tsiu River,Southeast,1,1979,25000,NA,49895,22020,0,NA,NA,71915
113,Coho,Tsiu River,Southeast,1,1980,18000,NA,23895,26839,7478,NA,NA,58212
113,Coho,Tsiu River,Southeast,1,1981,20000,NA,72564,82263,3850,NA,NA,158677
113,Coho,Tsiu River,Southeast,1,1982,40000,NA,59828,20531,9188,NA,NA,89547
113,Coho,Tsiu River,Southeast,1,1983,16500,NA,18392,36139,10657,NA,NA,65188
113,Coho,Tsiu River,Southeast,1,1984,30000,NA,15926,54107,7868,NA,NA,77901
113,Coho,Tsiu River,Southeast,1,1985,52350,NA,17216,53949,2882,NA,NA,74047
113,Coho,Tsiu River,Southeast,1,1986,14100,NA,50577,35734,1167,NA,NA,87478
113,Coho,Tsiu River,Southeast,1,1987,8500,NA,19020,33830,5453,NA,NA,58303
113,Coho,Tsiu River,Southeast,1,1988,16000,NA,23331,66805,5426,NA,NA,95562
113,Coho,Tsiu River,Southeast,0,1989,38000,NA,64078,47023,NA,NA,NA,111101
113,Coho,Tsiu River,Southeast,0,1990,16800,NA,37980,NA,NA,NA,NA,37980
113,Coho,Tsiu River,Southeast,0,1991,16600,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1992,32700,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1993,17500,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1968,NA,NA,NA,NA,8279,NA,NA,8279
113,Coho,Tsiu River,Southeast,0,1969,NA,NA,NA,71754,4491,NA,NA,76245
113,Coho,Tsiu River,Southeast,1,1970,NA,NA,57955,38230,2017,NA,NA,98202
113,Coho,Tsiu River,Southeast,1,1971,NA,NA,30878,17477,7895,NA,NA,56250
113,Coho,Tsiu River,Southeast,1,1972,NA,NA,14116,68427,6786,NA,NA,89329
113,Coho,Tsiu River,Southeast,1,1973,120000,NA,55268,58809,12579,NA,NA,126656
113,Coho,Tsiu River,Southeast,1,1974,60000,NA,47499,109019,8625,NA,NA,165143
113,Coho,Tsiu River,Southeast,1,1975,32600,NA,88054,74749,6526,NA,NA,169329
113,Coho,Tsiu River,Southeast,1,1976,120000,NA,60374,56905,7162,NA,NA,124441
113,Coho,Tsiu River,Southeast,1,1977,100000,NA,45961,62071,9441,NA,NA,117473
113,Coho,Tsiu River,Southeast,1,1978,160000,NA,50135,125098,1927,NA,NA,177160
113,Coho,Tsiu River,Southeast,1,1979,100000,NA,101495,45285,0,NA,NA,146780
113,Coho,Tsiu River,Southeast,1,1980,72000,NA,49140,51139,15331,NA,NA,115610
113,Coho,Tsiu River,Southeast,1,1981,80000,NA,138264,168640,7657,NA,NA,314561
113,Coho,Tsiu River,Southeast,1,1982,160000,NA,122648,40835,13013,NA,NA,176496
113,Coho,Tsiu River,Southeast,1,1983,66000,NA,36581,51184,16897,NA,NA,104662
113,Coho,Tsiu River,Southeast,1,1984,120000,NA,22556,85787,15848,NA,NA,124191
113,Coho,Tsiu River,Southeast,1,1985,209400,NA,27296,108669,5402,NA,NA,141367
113,Coho,Tsiu River,Southeast,1,1986,56400,NA,101877,66982,2163,NA,NA,171022
113,Coho,Tsiu River,Southeast,1,1987,34000,NA,35652,62714,9377,NA,NA,107743
113,Coho,Tsiu River,Southeast,1,1988,64000,NA,43251,114874,8576,NA,NA,166701
113,Coho,Tsiu River,Southeast,0,1989,152000,NA,110185,74323,NA,NA,NA,184508
113,Coho,Tsiu River,Southeast,0,1990,67200,NA,60030,NA,NA,NA,NA,60030
113,Coho,Tsiu River,Southeast,0,1991,66400,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1992,130800,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1993,70000,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1968,NA,NA,NA,NA,4679,NA,NA,4679
113,Coho,Tsiu River,Southeast,0,1969,NA,NA,NA,40554,2611,NA,NA,43165
113,Coho,Tsiu River,Southeast,1,1970,NA,NA,32755,22630,1039,NA,NA,56424
113,Coho,Tsiu River,Southeast,1,1971,NA,NA,18278,9001,4295,NA,NA,31574
113,Coho,Tsiu River,Southeast,1,1972,NA,NA,7270,37227,3786,NA,NA,48283
113,Coho,Tsiu River,Southeast,1,1973,60000,NA,30068,32809,7779,NA,NA,70656
113,Coho,Tsiu River,Southeast,1,1974,30000,NA,26499,67419,5625,NA,NA,99543
113,Coho,Tsiu River,Southeast,1,1975,16300,NA,54454,48749,4406,NA,NA,107609
113,Coho,Tsiu River,Southeast,1,1976,60000,NA,39374,38185,4762,NA,NA,82321
113,Coho,Tsiu River,Southeast,1,1977,50000,NA,30841,41271,6241,NA,NA,78353
113,Coho,Tsiu River,Southeast,1,1978,80000,NA,33335,82698,1267,NA,NA,117300
113,Coho,Tsiu River,Southeast,1,1979,50000,NA,67095,29775,0,NA,NA,96870
113,Coho,Tsiu River,Southeast,1,1980,36000,NA,32310,34939,10096,NA,NA,77345
113,Coho,Tsiu River,Southeast,1,1981,40000,NA,94464,111055,5119,NA,NA,210638
113,Coho,Tsiu River,Southeast,1,1982,80000,NA,80768,27299,10463,NA,NA,118530
113,Coho,Tsiu River,Southeast,1,1983,33000,NA,24455,41154,12737,NA,NA,78346
113,Coho,Tsiu River,Southeast,1,1984,60000,NA,18136,64667,10528,NA,NA,93331
113,Coho,Tsiu River,Southeast,1,1985,104700,NA,20576,72189,3722,NA,NA,96487
113,Coho,Tsiu River,Southeast,1,1986,28200,NA,67677,46150,1499,NA,NA,115326
113,Coho,Tsiu River,Southeast,1,1987,17000,NA,24564,43458,6761,NA,NA,74783
113,Coho,Tsiu River,Southeast,1,1988,32000,NA,29971,82828,6476,NA,NA,119275
113,Coho,Tsiu River,Southeast,0,1989,76000,NA,79447,56123,NA,NA,NA,135570
113,Coho,Tsiu River,Southeast,0,1990,33600,NA,45330,NA,NA,NA,NA,45330
113,Coho,Tsiu River,Southeast,0,1991,33200,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1992,65400,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1993,35000,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1968,NA,NA,NA,NA,3479,NA,NA,3479
113,Coho,Tsiu River,Southeast,0,1969,NA,NA,NA,30154,2011,NA,NA,32165
113,Coho,Tsiu River,Southeast,1,1970,NA,NA,24355,17430,713,NA,NA,42498
113,Coho,Tsiu River,Southeast,1,1971,NA,NA,14078,6176,3095,NA,NA,23349
113,Coho,Tsiu River,Southeast,1,1972,NA,NA,4988,26827,2786,NA,NA,34601
113,Coho,Tsiu River,Southeast,1,1973,40000,NA,21668,24142,6179,NA,NA,51989
113,Coho,Tsiu River,Southeast,1,1974,20000,NA,19499,53552,4625,NA,NA,77676
113,Coho,Tsiu River,Southeast,1,1975,10867,NA,43254,40082,3686,NA,NA,87022
113,Coho,Tsiu River,Southeast,1,1976,40000,NA,32374,31945,3962,NA,NA,68281
113,Coho,Tsiu River,Southeast,1,1977,33333,NA,25801,34338,5175,NA,NA,65314
113,Coho,Tsiu River,Southeast,1,1978,53333,NA,27735,68565,1047,NA,NA,97347
113,Coho,Tsiu River,Southeast,1,1979,33333,NA,55628,24605,0,NA,NA,80233
113,Coho,Tsiu River,Southeast,1,1980,24000,NA,26700,29539,8351,NA,NA,64590
113,Coho,Tsiu River,Southeast,1,1981,26667,NA,79864,91860,4273,NA,NA,175997
113,Coho,Tsiu River,Southeast,1,1982,53333,NA,66808,22787,9613,NA,NA,99208
113,Coho,Tsiu River,Southeast,1,1983,22000,NA,20413,37810,11351,NA,NA,69574
113,Coho,Tsiu River,Southeast,1,1984,40000,NA,16662,57627,8754,NA,NA,83043
113,Coho,Tsiu River,Southeast,1,1985,69800,NA,18336,60029,3162,NA,NA,81527
113,Coho,Tsiu River,Southeast,1,1986,18800,NA,56277,39206,1277,NA,NA,96760
113,Coho,Tsiu River,Southeast,1,1987,11333,NA,20868,37039,5889,NA,NA,63796
113,Coho,Tsiu River,Southeast,1,1988,21333,NA,25544,72146,5776,NA,NA,103466
113,Coho,Tsiu River,Southeast,0,1989,50667,NA,69201,50056,NA,NA,NA,119257
113,Coho,Tsiu River,Southeast,0,1990,22400,NA,40430,NA,NA,NA,NA,40430
113,Coho,Tsiu River,Southeast,0,1991,22133,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1992,43600,NA,NA,NA,NA,NA,NA,NA
113,Coho,Tsiu River,Southeast,0,1993,23333,NA,NA,NA,NA,NA,NA,NA
