"Stock.ID","Species","Stock","Region","UseFlag","BroodYear","TotalEscapement","R0.2","R0.3","R0.4","R0.5","R0.6","R1.1","R1.2","R1.3","R1.4","R1.5","R1.6","R2.1","R2.2","R2.3","R2.4","R2.5","TotalRecruits"
106,"Chinook","Andrew Creek","Southeast",1,1992,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1993,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1994,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1995,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1996,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1997,586,NA,NA,NA,NA,NA,NA,59,248,363,4,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1998,974,NA,NA,NA,NA,NA,NA,330,272,714,22,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,1999,1210,NA,NA,NA,NA,NA,NA,578,504,545,80,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,2000,1380,NA,NA,NA,NA,NA,NA,193,891,457,12,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,2001,2108,NA,NA,NA,NA,NA,NA,56,917,1194,12,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,2002,1752,NA,NA,NA,NA,NA,NA,161,475,1203,35,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,2003,1190,NA,NA,NA,NA,NA,NA,203,648,450,43,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,2004,3068,NA,NA,NA,NA,NA,NA,689,1540,1330,53,NA,NA,NA,NA,NA,NA,NA
106,"Chinook","Andrew Creek","Southeast",1,2005,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1985,4436,NA,NA,NA,NA,NA,NA,1143,2906,1224,0,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1986,8097,NA,NA,NA,NA,NA,NA,1204,5736,2397,0,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1987,4524,NA,NA,NA,NA,NA,NA,1893,2778,1490,55,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1988,3647,NA,NA,NA,NA,NA,NA,539,2183,1547,44,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1989,4334,NA,NA,NA,NA,NA,NA,300,1663,2441,249,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1990,2617,NA,NA,NA,NA,NA,NA,688,593,1738,102,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1991,2260,NA,NA,NA,NA,NA,NA,784,2279,253,17,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1992,1605,NA,NA,NA,NA,NA,NA,555,905,551,8,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1993,1805,NA,NA,NA,NA,NA,NA,302,1242,665,19,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1994,1800,NA,NA,NA,NA,NA,NA,277,902,873,36,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1995,2309,NA,NA,NA,NA,NA,NA,274,416,1219,57,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1996,1587,NA,NA,NA,NA,NA,NA,214,992,527,46,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1997,1262,NA,NA,NA,NA,NA,NA,269,652,454,28,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1998,1814,NA,NA,NA,NA,NA,NA,534,1601,213,0,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,1999,2283,NA,NA,NA,NA,NA,NA,600,1094,779,14,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,2000,3717,NA,NA,NA,NA,NA,NA,972,2146,1034,0,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,2001,5177,NA,NA,NA,NA,NA,NA,1080,3778,1190,32,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,2002,5007,NA,NA,NA,NA,NA,NA,1648,2214,1722,25,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,2003,4579,NA,NA,NA,NA,NA,NA,555,3371,1145,21,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,2004,3275,NA,NA,NA,NA,NA,NA,2077,969,1396,16,NA,NA,NA,NA,NA,NA,NA
107,"Chinook","Chickamin","Southeast",1,2005,4287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1991,5897,NA,NA,NA,NA,NA,NA,1676,4613,6424,219,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1992,5284,NA,NA,NA,NA,NA,NA,552,2281,2628,81,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1993,4472,NA,NA,NA,NA,NA,NA,222,1193,1784,32,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1994,6795,NA,NA,NA,NA,NA,NA,314,627,704,0,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1995,3790,NA,NA,NA,NA,NA,NA,592,1584,2141,30,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1996,4920,NA,NA,NA,NA,NA,NA,872,2969,1795,41,NA,NA,NA,NA,NA,NA,NA
108,"Chinook","Chilkat","Southeast",1,1997,8100,NA,NA,NA,NA,NA,NA,1047,2763,4075,44,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1982,389,NA,NA,NA,NA,NA,NA,16,49,344,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1983,245,NA,NA,NA,NA,NA,NA,39,64,142,39,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1984,265,NA,NA,NA,NA,NA,NA,94,47,200,18,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1985,175,NA,NA,NA,NA,NA,NA,32,97,78,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1986,255,NA,NA,NA,NA,NA,NA,95,51,204,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1987,196,NA,NA,NA,NA,NA,NA,16,78,110,8,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1988,208,NA,NA,NA,NA,NA,NA,14,21,174,7,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1989,240,NA,NA,NA,NA,NA,NA,14,67,156,15,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1990,179,NA,NA,NA,NA,NA,NA,12,87,87,6,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1991,134,NA,NA,NA,NA,NA,NA,0,10,124,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1992,99,NA,NA,NA,NA,NA,NA,25,72,27,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1993,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1994,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1995,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1996,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1997,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1998,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,1999,300,NA,NA,NA,NA,NA,NA,47,125,172,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,2000,137,NA,NA,NA,NA,NA,NA,36,65,57,4,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,2001,147,NA,NA,NA,NA,NA,NA,51,56,65,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,2002,153,NA,NA,NA,NA,NA,NA,14,96,56,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,2003,117,NA,NA,NA,NA,NA,NA,62,34,74,0,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,2004,134,NA,NA,NA,NA,NA,NA,10,111,12,6,NA,NA,NA,NA,NA,NA,NA
109,"Chinook","King Salmon River","Southeast",1,2005,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1977,11445,NA,NA,NA,NA,NA,NA,869,8217,5814,154,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1978,6835,NA,NA,NA,NA,NA,NA,1364,3909,2196,151,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1979,12610,NA,NA,NA,NA,NA,NA,4296,14394,15908,313,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1980,30573,NA,NA,NA,NA,NA,NA,1728,4063,13078,1053,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1981,36057,NA,NA,NA,NA,NA,NA,1148,6408,22261,772,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1982,40488,NA,NA,NA,NA,NA,NA,1798,6594,38133,5900,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1983,6424,NA,NA,NA,NA,NA,NA,1830,3949,13538,1595,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1984,13995,NA,NA,NA,NA,NA,NA,1174,10838,25748,979,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1985,16037,NA,NA,NA,NA,NA,NA,845,2286,17213,79,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1986,14889,NA,NA,NA,NA,NA,NA,3175,11437,31968,1674,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1987,24632,NA,NA,NA,NA,NA,NA,2854,8712,58592,3181,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1988,37554,NA,NA,NA,NA,NA,NA,812,6323,31269,2350,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1989,24282,NA,NA,NA,NA,NA,NA,848,4386,13185,135,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1990,22619,NA,NA,NA,NA,NA,NA,1223,5045,9783,167,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1991,23206,NA,NA,NA,NA,NA,NA,5101,26685,28208,692,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1992,34129,NA,NA,NA,NA,NA,NA,1927,9116,22283,985,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1993,58962,NA,NA,NA,NA,NA,NA,1329,7197,15075,544,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1994,33094,NA,NA,NA,NA,NA,NA,2437,11116,13801,207,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1995,16784,NA,NA,NA,NA,NA,NA,6670,18980,16061,468,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1996,28949,NA,NA,NA,NA,NA,NA,14470,52738,42750,176,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1997,26996,NA,NA,NA,NA,NA,NA,772,14686,15663,133,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1998,25968,NA,NA,NA,NA,NA,NA,5528,36062,20559,NA,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,1999,19947,NA,NA,NA,NA,NA,NA,11325,36469,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Chinook","Stikine","Southeast",1,2000,27531,NA,NA,NA,NA,NA,NA,17499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1982,6528,NA,NA,NA,NA,NA,NA,225,1031,5497,0,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1983,5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1984,8876,NA,NA,NA,NA,NA,NA,1041,6026,2918,0,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1985,5721,NA,NA,NA,NA,NA,NA,3103,4819,660,0,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1986,10273,NA,NA,NA,NA,NA,NA,7132,5123,4800,92,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1987,9533,NA,NA,NA,NA,NA,NA,2011,4578,4261,50,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1988,8437,NA,NA,NA,NA,NA,NA,1293,3358,4433,64,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1989,5552,NA,NA,NA,NA,NA,NA,337,2544,2721,80,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1990,2856,NA,NA,NA,NA,NA,NA,1509,707,1526,145,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1991,3165,NA,NA,NA,NA,NA,NA,786,2414,551,38,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1992,4233,NA,NA,NA,NA,NA,NA,1319,1914,2232,30,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1993,5160,NA,NA,NA,NA,NA,NA,568,2241,2797,99,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",0,1994,3435,NA,NA,NA,NA,NA,NA,1044,1382,2124,122,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1995,3730,NA,NA,NA,NA,NA,NA,1616,995,2362,0,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1996,5639,NA,NA,NA,NA,NA,NA,736,3061,2319,187,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1997,2970,NA,NA,NA,NA,NA,NA,916,1240,1408,59,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1998,4132,NA,NA,NA,NA,NA,NA,1269,2595,1207,35,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,1999,3914,NA,NA,NA,NA,NA,NA,2427,1918,1581,16,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,2000,5872,NA,NA,NA,NA,NA,NA,3140,3499,1447,50,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,2001,10541,NA,NA,NA,NA,NA,NA,946,6923,3337,21,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,2002,6988,NA,NA,NA,NA,NA,NA,2485,2887,3188,66,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,2003,5546,NA,NA,NA,NA,NA,NA,592,3942,1474,46,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,2004,3963,NA,NA,NA,NA,NA,NA,2936,1289,1756,19,NA,NA,NA,NA,NA,NA,NA
111,"Chinook","Unuk","Southeast",1,2005,4487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"Chinook","Kuskokwim","Kuskokwim",0,1976,143420,5,NA,NA,NA,NA,685,45301,129032,113427,7813,80,7,26,78,270,0,386
116,"Chinook","Kuskokwim","Kuskokwim",0,1977,201852,5,NA,NA,NA,NA,685,29297,53519,67261,8145,101,0,24,350,503,0,882
116,"Chinook","Kuskokwim","Kuskokwim",0,1978,180853,0,NA,NA,NA,NA,913,11960,59692,65360,6014,5,0,313,491,43,0,847
116,"Chinook","Kuskokwim","Kuskokwim",0,1979,157668,0,NA,NA,NA,NA,139,45301,82411,75392,7029,13,7,152,58,50,12,279
116,"Chinook","Kuskokwim","Kuskokwim",0,1980,203605,5,NA,NA,NA,NA,685,30686,62372,48479,7813,7,32,170,68,270,0,545
116,"Chinook","Kuskokwim","Kuskokwim",0,1981,279392,0,NA,NA,NA,NA,367,31815,61253,72840,11546,7,0,21,350,70,0,441
116,"Chinook","Kuskokwim","Kuskokwim",0,1982,80353,0,NA,NA,NA,NA,318,11508,59307,69437,7410,10,0,313,95,1045,0,1453
116,"Chinook","Kuskokwim","Kuskokwim",0,1983,84188,0,NA,NA,NA,NA,747,45301,97996,119935,6245,37,7,30,723,108,281,1149
116,"Chinook","Kuskokwim","Kuskokwim",0,1984,99062,5,NA,NA,NA,NA,685,28540,73040,73672,5617,8,0,1568,146,841,0,2560
116,"Chinook","Kuskokwim","Kuskokwim",1,1985,94365,0,NA,NA,NA,NA,86,38015,126302,110193,5788,8,0,46,1253,449,90,1838
116,"Chinook","Kuskokwim","Kuskokwim",1,1986,58556,0,NA,NA,NA,NA,99,55236,72342,100040,10399,10,0,1939,253,745,0,2937
116,"Chinook","Kuskokwim","Kuskokwim",1,1987,89222,0,NA,NA,NA,NA,3016,26034,94115,99770,5912,9,0,942,768,1432,0,3142
116,"Chinook","Kuskokwim","Kuskokwim",1,1988,80055,65,NA,NA,NA,NA,90,76148,80801,119483,4517,10,0,186,1744,251,0,2246
116,"Chinook","Kuskokwim","Kuskokwim",1,1989,115704,0,NA,NA,NA,NA,7088,76113,194963,189281,33004,7,0,1603,293,103,0,1999
116,"Chinook","Kuskokwim","Kuskokwim",1,1990,100614,0,NA,NA,NA,NA,409,39167,103957,110564,3623,8,170,43,615,79,0,907
116,"Chinook","Kuskokwim","Kuskokwim",1,1991,105589,73,NA,NA,NA,NA,670,61980,128496,144684,6060,7,0,324,108,81,0,586
116,"Chinook","Kuskokwim","Kuskokwim",1,1992,153573,0,NA,NA,NA,NA,163,29341,70580,85749,3787,6,0,34,110,72,0,216
116,"Chinook","Kuskokwim","Kuskokwim",1,1993,169816,0,NA,NA,NA,NA,127,83961,105460,117186,5193,0,0,34,97,70,0,201
116,"Chinook","Kuskokwim","Kuskokwim",1,1994,242616,0,NA,NA,NA,NA,97,16062,53331,55960,11520,0,0,236,95,2,0,333
116,"Chinook","Kuskokwim","Kuskokwim",1,1995,225595,0,NA,NA,NA,NA,293,14894,55957,120178,8318,0,0,30,0,0,0,30
116,"Chinook","Kuskokwim","Kuskokwim",1,1996,197092,0,NA,NA,NA,NA,317,19163,67457,97481,9395,0,0,0,0,0,0,0
116,"Chinook","Kuskokwim","Kuskokwim",1,1997,211247,0,NA,NA,NA,NA,131,24550,88004,80879,4899,0,0,63,0,0,0,63
116,"Chinook","Kuskokwim","Kuskokwim",1,1998,113627,0,NA,NA,NA,NA,0,52214,107444,112376,4917,0,0,0,0,172,0,172
116,"Chinook","Kuskokwim","Kuskokwim",1,1999,112082,0,NA,NA,NA,NA,215,50637,118418,122425,14411,0,0,439,618,107,0,1164
116,"Chinook","Kuskokwim","Kuskokwim",1,2000,65180,0,NA,NA,NA,NA,434,150604,170004,121781,6204,0,0,10,161,814,0,985
116,"Chinook","Kuskokwim","Kuskokwim",1,2001,145232,0,NA,NA,NA,NA,1398,67655,92751,97738,5190,0,0,54,294,198,0,546
116,"Chinook","Kuskokwim","Kuskokwim",0,2002,164635,0,NA,NA,NA,NA,801,77048,90865,67652,2330,0,0,0,1354,329,0,1683
116,"Chinook","Kuskokwim","Kuskokwim",1,2003,180687,0,NA,NA,NA,NA,996,76950,115515,86835,3268,61,0,70,300,43,0,413
116,"Chinook","Kuskokwim","Kuskokwim",0,2004,287178,0,NA,NA,NA,NA,196,46546,76442,40712,1768,13,0,842,0,43,12,897
116,"Chinook","Kuskokwim","Kuskokwim",0,2005,275598,0,NA,NA,NA,NA,542,37652,49730,42194,7813,13,0,67,340,270,12,689
116,"Chinook","Kuskokwim","Kuskokwim",0,2006,214004,0,NA,NA,NA,NA,169,24509,51306,NA,NA,NA,0,116,NA,NA,NA,116
116,"Chinook","Kuskokwim","Kuskokwim",0,2007,174943,0,NA,NA,NA,NA,178,36998,NA,NA,NA,NA,0,NA,NA,NA,NA,0
116,"Chinook","Kuskokwim","Kuskokwim",0,2008,128978,0,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
116,"Chinook","Kuskokwim","Kuskokwim",0,2009,118478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"Chinook","Kuskokwim","Kuskokwim",0,2010,49073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"Chinook","Kuskokwim","Kuskokwim",0,2011,72097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"Chinook","Nushagak","Bristol Bay",0,1959,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2594,94,NA,NA,NA,574,0,574
117,"Chinook","Nushagak","Bristol Bay",0,1960,NA,NA,NA,NA,0,0,NA,NA,NA,69117,11523,125,NA,NA,0,562,0,562
117,"Chinook","Nushagak","Bristol Bay",0,1961,NA,NA,NA,NA,470,0,NA,NA,47757,100195,20332,0,NA,0,633,549,0,1652
117,"Chinook","Nushagak","Bristol Bay",1,1962,NA,NA,420,5011,913,125,NA,23682,62021,112786,9017,141,0,0,253,1321,0,8043
117,"Chinook","Nushagak","Bristol Bay",1,1963,NA,0,3041,4598,157,0,0,50666,71731,84227,4510,0,0,0,128,156,81,8161
117,"Chinook","Nushagak","Bristol Bay",1,1964,NA,0,2839,3190,337,0,0,13711,40789,45175,1166,83,0,0,429,339,0,7134
117,"Chinook","Nushagak","Bristol Bay",1,1965,NA,0,1189,2274,0,0,715,18405,113907,111471,4694,0,0,0,0,353,0,3816
117,"Chinook","Nushagak","Bristol Bay",1,1966,81462,88,10096,6211,0,0,35,19056,36530,51990,7559,1739,0,0,175,563,570,17703
117,"Chinook","Nushagak","Bristol Bay",1,1967,133477,0,375,2124,282,0,0,13032,22050,69031,40928,481,0,102,570,570,0,4023
117,"Chinook","Nushagak","Bristol Bay",1,1968,142951,0,1124,563,0,0,0,18145,27410,112961,14616,0,0,0,0,947,0,2634
117,"Chinook","Nushagak","Bristol Bay",1,1969,69970,161,575,0,0,0,0,1446,24211,51403,3968,0,0,0,1412,438,0,2586
117,"Chinook","Nushagak","Bristol Bay",1,1970,101435,0,0,0,0,0,0,2308,99035,120051,5802,0,0,0,2161,1255,1304,4720
117,"Chinook","Nushagak","Bristol Bay",1,1971,81237,0,0,633,0,0,0,4251,91045,136055,19377,0,0,819,1816,10753,0,14021
117,"Chinook","Nushagak","Bristol Bay",1,1972,50156,0,223,985,0,0,0,54319,75030,193256,10064,0,0,0,4378,10358,0,15944
117,"Chinook","Nushagak","Bristol Bay",1,1973,70130,0,0,0,0,0,0,3161,126571,146299,21957,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",1,1974,142535,0,666,0,0,0,0,36709,58166,85994,3076,0,0,3008,0,3965,0,7639
117,"Chinook","Nushagak","Bristol Bay",1,1975,142791,0,0,0,0,0,622,132128,245809,201490,12712,0,0,0,5433,10569,0,16002
117,"Chinook","Nushagak","Bristol Bay",1,1976,205273,0,0,0,0,0,1187,12794,162171,211102,8159,236,0,824,8789,1620,0,11233
