"","stock","brood_year","esc_index","harv","spwn","rec","rs"
"424","S_AKPen",1963,446700,358300,670050,397550,0.593313931796135
"425","S_AKPen",1964,454800,532100,682200,587650,0.861404280269716
"426","S_AKPen",1965,227500,372400,341250,340300,0.997216117216117
"427","S_AKPen",1966,422000,257400,633000,972187,1.53584044233807
"428","S_AKPen",1967,182900,123200,274350,1371560,4.99930745398214
"429","S_AKPen",1968,279100,169000,418650,594754,1.42064731876269
"430","S_AKPen",1969,134600,138400,201900,411063,2.03597325408618
"431","S_AKPen",1970,280500,551437,420750,457776,1.088
"432","S_AKPen",1971,343200,856760,514800,319878,0.621363636363636
"433","S_AKPen",1972,254500,213004,381750,613033,1.60584937786509
"434","S_AKPen",1973,212500,92313,318750,1289521,4.04555607843137
"435","S_AKPen",1974,257300,71826,385950,1325040,3.43319082782744
"436","S_AKPen",1975,193300,29928,289950,995477,3.43327125366442
"437","S_AKPen",1976,327200,122233,490800,1387847,2.82772412387938
"438","S_AKPen",1977,774900,127171,1162350,1776478,1.52835032477309
"439","S_AKPen",1978,600500,424290,900750,1757801,1.9514859839023
"440","S_AKPen",1979,411100,378827,616650,1588190,2.57551285169869
"441","S_AKPen",1980,362400,844247,543600,2367052,4.35440029433407
"442","S_AKPen",1981,381300,1204528,571950,1670147,2.92009266544278
"443","S_AKPen",1982,386900,1177451,580350,2214782,3.81628672352891
"444","S_AKPen",1983,446500,918440,669750,1863796,2.78282344158268
"445","S_AKPen",1984,699700,1317502,1049550,2126396,2.02600733647754
"446","S_AKPen",1985,503500,914897,755250,1004666,1.33024296590533
"447","S_AKPen",1986,544600,1397882,816900,1251240,1.53169298567756
"448","S_AKPen",1987,620700,932746,931050,1690897,1.81611836099028
"449","S_AKPen",1988,496400,1381796,744600,1387755,1.86375906526994
"450","S_AKPen",1989,310500,538916,465750,1109951,2.3831476113795
"451","S_AKPen",1990,354700,719190,532050,2464897,4.6328296212762
"452","S_AKPen",1991,587600,809497,881400,2265156,2.56995234853642
"453","S_AKPen",1992,335500,884505,503250,1328975,2.64078489816195
"454","S_AKPen",1993,397030,514406,595545,1497504,2.51451023852102
"455","S_AKPen",1994,579100,1596247,868650,1579742.5,1.81861797041386
"456","S_AKPen",1995,726400,1175556,1089600,1660379,1.52384269456681
"457","S_AKPen",1996,610300,413525,915450,1599208.5,1.74690971653285
"458","S_AKPen",1997,809050,283929,1213575,2011424.5,1.65743732361
"459","S_AKPen",1998,742235,466390,1113352.5,1341658,1.20506129011252
"460","S_AKPen",1999,725180,572609,1087770,1090264,1.00229276409535
"461","S_AKPen",2000,522075,816096,783112.5,1405412,1.79464891698192
"462","S_AKPen",2001,751221,884593,1126831.5,1765016,1.56635308828339
"463","S_AKPen",2002,602750,437533,904125,2025104,2.23984957832158
"464","S_AKPen",2003,491040,353704,736560,1472239.5,1.99880457803845
"465","S_AKPen",2004,732400,306812,1098600,1279397,1.16457036227926
"466","S_AKPen",2005,970310,309551,1455465,1752289,1.20393757321543
"467","S_AKPen",2006,764750,877979,1147125,952678,0.83049188187861
"468","S_AKPen",2007,726661,382248,1089991.5,1288372.5,1.18200233671547
"469","S_AKPen",2008,591950,391472,887925,534115,0.601531660894783
"470","S_AKPen",2009,512230,983944,768345,1303435,1.69641892639374
"471","S_AKPen",2010,291612,515260,437418,582105.5,1.3307762826404
"472","S_AKPen",2011,497725,541785,746587.5,1856518,2.48667168952065
"473","S_AKPen",2012,205242,226252,307863,1093208,3.55095610709959
"474","S_AKPen",2013,502600,549535,753900,3966420,5.26120175089534
"475","S_AKPen",2014,313545,111788,470317.5,976211.5,2.07564358119781
"476","S_AKPen",2015,906420,496888,1359630,1626182.5,1.19604782183388
"477","S_AKPen",2016,626776,153044,940164,1046901,1.11353019260469
"478","S_AKPen",2017,1773626,1305981,2660439,1935112.5,0.727365859544233
"479","S_AKPen",2018,344843,458947,517264.5,864318,1.67094010897713
"480","S_AKPen",2019,672475,617470,1008712.5,2283956,2.26422890565944
"481","S_AKPen",2020,415750,423276,623625,698209.5,1.11959831629585
"482","S_AKPen",2021,575861,1071321,863791.5,NA,NA
"483","S_AKPen",2022,396802,269115,595203,NA,NA
"484","S_AKPen",2023,912410,915341,1368615,NA,NA
"485","S_AKPen",2024,382357,124674,573535.5,NA,NA
