"region","species_name","cuid","cu_name_pse","year","spawners","recruits","kf_alpha","lnrs","ricker_resid","r_s"
"Nass","Coho","409","Upper Nass","2001","19408","38376","-989898","-989898","-989898","1.97732893652102"
"Nass","Coho","409","Upper Nass","2002","16599","48392","-989898","-989898","-989898","2.91535634676788"
"Nass","Coho","409","Upper Nass","2003","12761","28240","-989898","-989898","-989898","2.21299271216989"
"Nass","Coho","409","Upper Nass","2004","13627","17699","-989898","-989898","-989898","1.29881852205181"
"Nass","Coho","409","Upper Nass","2005","23582","23032","-989898","-989898","-989898","0.976677126622"
"Nass","Coho","409","Upper Nass","2006","17791","26535","-989898","-989898","-989898","1.49148445843404"
"Nass","Coho","409","Upper Nass","2007","8117","22097","-989898","-989898","-989898","2.72231119871874"
"Nass","Coho","409","Upper Nass","2008","12571","22255","-989898","-989898","-989898","1.77034444356058"
"Nass","Coho","409","Upper Nass","2009","17736","42672","-989898","-989898","-989898","2.40595399188092"
"Nass","Coho","409","Upper Nass","2010","13463","51612","-989898","-989898","-989898","3.83361806432444"
"Nass","Coho","409","Upper Nass","2011","7653","35002","-989898","-989898","-989898","4.57363125571671"
"Nass","Coho","409","Upper Nass","2012","16203","31869","-989898","-989898","-989898","1.96685798926125"
"Nass","Coho","409","Upper Nass","2013","19307","56273","-989898","-989898","-989898","2.9146423576941"
"Nass","Coho","409","Upper Nass","2014","23917","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","409","Upper Nass","2015","8827","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1954","10039","48540","-989898","-989898","-989898","4.83514294252416"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1955","41215","29957","-989898","-989898","-989898","0.726847021715395"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1956","23778","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1957","23778","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1958","23778","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1959","3603","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1962","-989898","27115","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1965","21617","44452","-989898","-989898","-989898","2.0563445436462"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1966","5764","34497","-989898","-989898","-989898","5.98490631505899"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1967","-989898","35223","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1968","21617","38144","-989898","-989898","-989898","1.76453716982005"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1969","21617","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1970","12813","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1971","21136","63896","-989898","-989898","-989898","3.02308856926571"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1972","11625","36594","-989898","-989898","-989898","3.14787096774194"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1973","-989898","38233","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1974","41560","41786","-989898","-989898","-989898","1.00543792107796"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1975","20780","43879","-989898","-989898","-989898","2.11159769008662"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1976","21136","40772","-989898","-989898","-989898","1.92903103709311"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1977","17965","52223","-989898","-989898","-989898","2.90693014194267"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1978","15852","92569","-989898","-989898","-989898","5.83957860206914"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1979","14795","162588","-989898","-989898","-989898","10.9893883068604"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1980","11625","297388","-989898","-989898","-989898","25.5817634408602"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1981","26420","321522","-989898","-989898","-989898","12.1696442089326"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1982","54953","249433","-989898","-989898","-989898","4.53902425709242"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1983","52839","215544","-989898","-989898","-989898","4.07925963776756"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1984","132099","108454","-989898","-989898","-989898","0.821005458027691"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1985","68691","94250","-989898","-989898","-989898","1.37208659067418"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1986","63407","243830","-989898","-989898","-989898","3.84547447442711"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1987","57067","318924","-989898","-989898","-989898","5.58858885170063"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1988","28533","213777","-989898","-989898","-989898","7.49227210598255"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1989","52839","138441","-989898","-989898","-989898","2.62005336967013"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1990","137383","153555","-989898","-989898","-989898","1.11771470997139"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1991","79259","229564","-989898","-989898","-989898","2.89637769843172"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1992","68691","194340","-989898","-989898","-989898","2.82919159715247"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1993","26420","122712","-989898","-989898","-989898","4.6446631339894"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1994","68691","75904","-989898","-989898","-989898","1.10500647828682"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1995","63407","116516","-989898","-989898","-989898","1.83758890974183"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1996","70805","123579","-989898","-989898","-989898","1.74534284301956"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1997","21136","160151","-989898","-989898","-989898","7.57716691900076"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1998","58123","173516","-989898","-989898","-989898","2.98532422620993"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","1999","61294","111079","-989898","-989898","-989898","1.81223284497667"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2000","58123","124193","-989898","-989898","-989898","2.13672728523992"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2001","95111","169939","-989898","-989898","-989898","1.78674390974756"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2002","105679","146901","-989898","-989898","-989898","1.3900680362229"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2003","43328","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2004","79259","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2005","68691","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2006","68691","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2008","52839","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2009","-989898","72412","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2010","56010","57846","-989898","-989898","-989898","1.03277986073915"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2012","48785","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2013","9382","-989898","-989898","-989898","-989898","-989898"
"Nass","Coho","410","Portland Sound-Observatory Inlet-Portland Canal","2014","54953","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1978","-989898","6305","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1979","-989898","3942","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1980","-989898","27651","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1981","-989898","39655","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1982","5000","18103","-989898","-989898","-989898","3.6206"
"Nass","Lake sockeye","421","Damdochax","1983","500","7400","-989898","-989898","-989898","14.8"
"Nass","Lake sockeye","421","Damdochax","1984","1000","22375","-989898","-989898","-989898","22.375"
"Nass","Lake sockeye","421","Damdochax","1985","15000","18977","-989898","-989898","-989898","1.26513333333333"
"Nass","Lake sockeye","421","Damdochax","1986","10000","13428","-989898","-989898","-989898","1.3428"
"Nass","Lake sockeye","421","Damdochax","1987","2000","16709","-989898","-989898","-989898","8.3545"
"Nass","Lake sockeye","421","Damdochax","1988","2000","27859","-989898","-989898","-989898","13.9295"
"Nass","Lake sockeye","421","Damdochax","1989","5000","23050","-989898","-989898","-989898","4.61"
"Nass","Lake sockeye","421","Damdochax","1990","4000","10532","-989898","-989898","-989898","2.633"
"Nass","Lake sockeye","421","Damdochax","1991","3000","6711","-989898","-989898","-989898","2.237"
"Nass","Lake sockeye","421","Damdochax","1992","4500","11818","-989898","-989898","-989898","2.62622222222222"
"Nass","Lake sockeye","421","Damdochax","1993","6000","14059","-989898","-989898","-989898","2.34316666666667"
"Nass","Lake sockeye","421","Damdochax","1994","6000","8133","-989898","-989898","-989898","1.3555"
"Nass","Lake sockeye","421","Damdochax","1995","1000","2919","-989898","-989898","-989898","2.919"
"Nass","Lake sockeye","421","Damdochax","1996","1000","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1997","3000","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1998","5000","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","1999","1200","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2000","500","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2001","-989898","3747","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2002","-989898","7405","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2003","-989898","5413","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2004","-989898","4023","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2005","505","3709","-989898","-989898","-989898","7.34455445544554"
"Nass","Lake sockeye","421","Damdochax","2006","1701","5196","-989898","-989898","-989898","3.05467372134039"
"Nass","Lake sockeye","421","Damdochax","2007","2067","6140","-989898","-989898","-989898","2.97048863086599"
"Nass","Lake sockeye","421","Damdochax","2008","2000","5749","-989898","-989898","-989898","2.8745"
"Nass","Lake sockeye","421","Damdochax","2009","1716","8731","-989898","-989898","-989898","5.08799533799534"
"Nass","Lake sockeye","421","Damdochax","2010","1970","7270","-989898","-989898","-989898","3.69035532994924"
"Nass","Lake sockeye","421","Damdochax","2011","2996","6378","-989898","-989898","-989898","2.12883845126836"
"Nass","Lake sockeye","421","Damdochax","2012","2902","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2013","2300","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2014","5557","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","421","Damdochax","2015","2330","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1978","-989898","32766","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1979","-989898","16021","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1980","-989898","33083","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1981","-989898","70173","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1982","20000","59451","-989898","-989898","-989898","2.97255"
"Nass","Lake sockeye","422","Fred Wright","1983","2000","20765","-989898","-989898","-989898","10.3825"
"Nass","Lake sockeye","422","Fred Wright","1984","6000","54940","-989898","-989898","-989898","9.15666666666667"
"Nass","Lake sockeye","422","Fred Wright","1985","15000","68305","-989898","-989898","-989898","4.55366666666667"
"Nass","Lake sockeye","422","Fred Wright","1986","25000","27489","-989898","-989898","-989898","1.09956"
"Nass","Lake sockeye","422","Fred Wright","1987","7500","17557","-989898","-989898","-989898","2.34093333333333"
"Nass","Lake sockeye","422","Fred Wright","1988","2500","58642","-989898","-989898","-989898","23.4568"
"Nass","Lake sockeye","422","Fred Wright","1989","15000","52996","-989898","-989898","-989898","3.53306666666667"
"Nass","Lake sockeye","422","Fred Wright","1990","14000","14870","-989898","-989898","-989898","1.06214285714286"
"Nass","Lake sockeye","422","Fred Wright","1991","2000","10204","-989898","-989898","-989898","5.102"
"Nass","Lake sockeye","422","Fred Wright","1992","5000","28205","-989898","-989898","-989898","5.641"
"Nass","Lake sockeye","422","Fred Wright","1993","16000","28356","-989898","-989898","-989898","1.77225"
"Nass","Lake sockeye","422","Fred Wright","1994","6000","33589","-989898","-989898","-989898","5.59816666666667"
"Nass","Lake sockeye","422","Fred Wright","1995","1500","26518","-989898","-989898","-989898","17.6786666666667"
"Nass","Lake sockeye","422","Fred Wright","1996","1000","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1997","9000","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1998","3500","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","1999","13000","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2000","500","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2002","5887","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2005","-989898","993","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2006","-989898","11696","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2007","-989898","13756","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2008","-989898","3897","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2009","107","1490","-989898","-989898","-989898","13.9252336448598"
"Nass","Lake sockeye","422","Fred Wright","2010","48","10627","-989898","-989898","-989898","221.395833333333"
"Nass","Lake sockeye","422","Fred Wright","2011","10273","25573","-989898","-989898","-989898","2.48934099094714"
"Nass","Lake sockeye","422","Fred Wright","2012","3688","20509","-989898","-989898","-989898","5.56100867678959"
"Nass","Lake sockeye","422","Fred Wright","2013","398","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2014","438","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","422","Fred Wright","2015","6888","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","1978","-989898","538727","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","1979","-989898","454592","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","1980","-989898","532118","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","1981","-989898","431908","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","1982","250000","373230","-989898","-989898","-989898","1.49292"
"Nass","Lake sockeye","424","Meziadin","1983","170000","325953","-989898","-989898","-989898","1.91737058823529"
"Nass","Lake sockeye","424","Meziadin","1984","140000","250432","-989898","-989898","-989898","1.7888"
"Nass","Lake sockeye","424","Meziadin","1985","288663","356973","-989898","-989898","-989898","1.23664272871826"
"Nass","Lake sockeye","424","Meziadin","1986","115543","819930","-989898","-989898","-989898","7.09631911928892"
"Nass","Lake sockeye","424","Meziadin","1987","143989","1544751","-989898","-989898","-989898","10.7282570196334"
"Nass","Lake sockeye","424","Meziadin","1988","116984","1556345","-989898","-989898","-989898","13.3039133556726"
"Nass","Lake sockeye","424","Meziadin","1989","50000","833164","-989898","-989898","-989898","16.66328"
"Nass","Lake sockeye","424","Meziadin","1990","120954","785703","-989898","-989898","-989898","6.49588273227839"
"Nass","Lake sockeye","424","Meziadin","1991","250000","869226","-989898","-989898","-989898","3.476904"
"Nass","Lake sockeye","424","Meziadin","1992","592118","673058","-989898","-989898","-989898","1.13669572618971"
"Nass","Lake sockeye","424","Meziadin","1993","400000","547562","-989898","-989898","-989898","1.368905"
"Nass","Lake sockeye","424","Meziadin","1994","158010","645008","-989898","-989898","-989898","4.08207075501551"
"Nass","Lake sockeye","424","Meziadin","1995","205853","521481","-989898","-989898","-989898","2.53326888604975"
"Nass","Lake sockeye","424","Meziadin","1996","182082","520189","-989898","-989898","-989898","2.85689414659329"
"Nass","Lake sockeye","424","Meziadin","1997","158687","899199","-989898","-989898","-989898","5.66649441983275"
"Nass","Lake sockeye","424","Meziadin","1998","163925","882140","-989898","-989898","-989898","5.38136342839713"
"Nass","Lake sockeye","424","Meziadin","1999","180350","671139","-989898","-989898","-989898","3.72131411144996"
"Nass","Lake sockeye","424","Meziadin","2000","137042","476226","-989898","-989898","-989898","3.47503685001678"
"Nass","Lake sockeye","424","Meziadin","2001","116192","417751","-989898","-989898","-989898","3.59535079867805"
"Nass","Lake sockeye","424","Meziadin","2002","332442","396718","-989898","-989898","-989898","1.19334500454215"
"Nass","Lake sockeye","424","Meziadin","2003","196852","327324","-989898","-989898","-989898","1.66279235161441"
"Nass","Lake sockeye","424","Meziadin","2004","140923","354987","-989898","-989898","-989898","2.51901392959276"
"Nass","Lake sockeye","424","Meziadin","2005","142858","326780","-989898","-989898","-989898","2.28744627532235"
"Nass","Lake sockeye","424","Meziadin","2006","146954","316873","-989898","-989898","-989898","2.15627339167358"
"Nass","Lake sockeye","424","Meziadin","2007","104308","333300","-989898","-989898","-989898","3.19534455650573"
"Nass","Lake sockeye","424","Meziadin","2008","150383","365738","-989898","-989898","-989898","2.43204351555694"
"Nass","Lake sockeye","424","Meziadin","2009","168404","337742","-989898","-989898","-989898","2.00554618655139"
"Nass","Lake sockeye","424","Meziadin","2010","159120","356520","-989898","-989898","-989898","2.24057315233786"
"Nass","Lake sockeye","424","Meziadin","2011","167524","244786","-989898","-989898","-989898","1.46119958931258"
"Nass","Lake sockeye","424","Meziadin","2012","144923","160309","-989898","-989898","-989898","1.10616672301843"
"Nass","Lake sockeye","424","Meziadin","2013","170376","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","2014","144920","-989898","-989898","-989898","-989898","-989898"
"Nass","Lake sockeye","424","Meziadin","2015","185917","-989898","-989898","-989898","-989898","-989898"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1955","61559","94541","-989898","-989898","-989898","1.53577868386426"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1957","44822","500526","-989898","-989898","-989898","11.166971576458"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1959","284809","666072","-989898","-989898","-989898","2.33866205070767"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1961","397838","415679","-989898","-989898","-989898","1.04484488661214"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1963","323136","743798","-989898","-989898","-989898","2.30181100217865"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1965","411951","202081","-989898","-989898","-989898","0.490546205738061"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1967","88377","131699","-989898","-989898","-989898","1.49019541283366"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1969","76708","367647","-989898","-989898","-989898","4.79281170151744"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1971","238572","180029","-989898","-989898","-989898","0.75461076739936"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1973","124760","358306","-989898","-989898","-989898","2.87196216736133"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1975","256227","724195","-989898","-989898","-989898","2.82638051415347"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1977","317145","137594","-989898","-989898","-989898","0.433852023522364"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1979","82801","588130","-989898","-989898","-989898","7.10293353945001"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1981","327083","3110666","-989898","-989898","-989898","9.51032612517312"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1983","939366","1656933","-989898","-989898","-989898","1.76388436456078"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1985","807670","1245983","-989898","-989898","-989898","1.54268822662721"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1987","555485","2448618","-989898","-989898","-989898","4.4080722251726"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1989","1023199","3309418","-989898","-989898","-989898","3.23438353634044"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1991","637448","1885997","-989898","-989898","-989898","2.9586680011546"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1993","583393","1601791","-989898","-989898","-989898","2.74564658814898"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1995","639807","708645","-989898","-989898","-989898","1.10759182065842"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1997","409907","2195047","-989898","-989898","-989898","5.35498783870488"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","1999","839345","2085783","-989898","-989898","-989898","2.48501271825054"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2001","1471653","2181863","-989898","-989898","-989898","1.48259338308691"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2003","1565131","2562613","-989898","-989898","-989898","1.63731534293296"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2005","1782531","1787897","-989898","-989898","-989898","1.00301032632813"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2007","1111938","1498016","-989898","-989898","-989898","1.34721180497474"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2009","1175949","240409","-989898","-989898","-989898","0.204438287714858"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2011","203585","1784313","-989898","-989898","-989898","8.76446201832159"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2013","1417685","984862","-989898","-989898","-989898","0.694697341087759"
"Nass","Pink (odd)","414","Nass-Portland-Observatory (odd)","2015","756813","1713019","-989898","-989898","-989898","2.26346402612006"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1979","-989898","12021","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1980","-989898","25631","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1981","-989898","18876","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1982","2780","4210","-989898","-989898","-989898","1.51438848920863"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1983","5560","4218","-989898","-989898","-989898","0.75863309352518"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1984","16125","5331","-989898","-989898","-989898","0.330604651162791"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1985","16681","6000","-989898","-989898","-989898","0.359690666027217"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1986","2780","2375","-989898","-989898","-989898","0.85431654676259"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1987","2780","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1988","2780","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1989","3614","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1990","1474","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1991","1474","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1992","834","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1993","1112","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1995","5004","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1998","-989898","13741","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","1999","-989898","35321","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2000","-989898","16613","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2001","4170","22412","-989898","-989898","-989898","5.37458033573142"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2002","1529","19400","-989898","-989898","-989898","12.6880313930674"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2003","7245","45165","-989898","-989898","-989898","6.23395445134576"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2004","2752","24900","-989898","-989898","-989898","9.04796511627907"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2005","7701","46652","-989898","-989898","-989898","6.0579145565511"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2006","2252","26486","-989898","-989898","-989898","11.7611012433393"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2007","19739","65922","-989898","-989898","-989898","3.33968286134049"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2008","9425","56503","-989898","-989898","-989898","5.99501326259947"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2009","25895","64310","-989898","-989898","-989898","2.48349102143271"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2010","5763","68314","-989898","-989898","-989898","11.8538955405171"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2011","32781","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2012","20551","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2013","27899","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2014","20832","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","426","Lower Nass-Portland (river-type)","2015","55448","0","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","1983","392","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","1984","229","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","1985","392","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","2002","-989898","537","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","2003","-989898","890","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","2005","680","-989898","-989898","-989898","-989898","-989898"
"Nass","River sockeye","427","Upper Nass River (river-type)","2006","133","-989898","-989898","-989898","-989898","-989898"
