region,species_name,cuid,cu_name_pse,year,spawners,recruits
Skeena,Chinook,210,Lower Skeena,1993,2722,4989
Skeena,Chinook,210,Lower Skeena,1994,688,4164
Skeena,Chinook,210,Lower Skeena,1995,1645,3062
Skeena,Chinook,210,Lower Skeena,1996,1496,2880
Skeena,Chinook,210,Lower Skeena,1997,1418,2713
Skeena,Chinook,210,Lower Skeena,1998,5235,2676
Skeena,Chinook,210,Lower Skeena,1999,1765,2470
Skeena,Chinook,210,Lower Skeena,2000,1328,2344
Skeena,Chinook,210,Lower Skeena,2001,1999,2672
Skeena,Chinook,210,Lower Skeena,2002,1261,-989898
Skeena,Chinook,210,Lower Skeena,2003,1878,-989898
Skeena,Chinook,210,Lower Skeena,2004,1664,-989898
Skeena,Chinook,210,Lower Skeena,2005,1003,-989898
Skeena,Chinook,210,Lower Skeena,2006,1745,685
Skeena,Chinook,210,Lower Skeena,2007,1852,731
Skeena,Chinook,210,Lower Skeena,2009,1087,-989898
Skeena,Chinook,210,Lower Skeena,2010,522,-989898
Skeena,Chinook,210,Lower Skeena,2011,313,-989898
Skeena,Chinook,210,Lower Skeena,2012,433,-989898
Skeena,Chinook,210,Lower Skeena,2013,606,-989898
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1980,566,-989898
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1981,1639,16356
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1982,-989898,19589
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1983,1130,22225
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1984,1942,21029
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1985,5226,21713
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1986,8711,30707
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1987,8711,35790
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1988,10453,26402
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1989,7840,17707
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1990,11324,16165
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1991,8188,16878
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1992,28745,17763
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1993,7622,19768
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1994,9582,23223
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1995,5052,27075
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1996,10975,26228
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1997,9233,21267
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1998,13927,19118
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,1999,12195,20596
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2000,15409,26729
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2001,18263,33001
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2002,8281,31674
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2003,14225,22281
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2004,10299,13272
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2005,15970,10345
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2006,20022,9903
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2007,22916,9181
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2008,9616,9014
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2009,5465,9815
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2010,7325,9779
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2011,5604,8329
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2012,5624,-989898
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2013,5027,-989898
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2014,6413,-989898
Skeena,Chinook,217,Middle Skeena-Mainstem Tributaries,2015,5949,-989898
Skeena,Chinook,222,Middle Skeena-Large Lakes,1980,19258,-989898
Skeena,Chinook,222,Middle Skeena-Large Lakes,1981,12284,92221
Skeena,Chinook,222,Middle Skeena-Large Lakes,1982,8990,65978
Skeena,Chinook,222,Middle Skeena-Large Lakes,1983,11803,82110
Skeena,Chinook,222,Middle Skeena-Large Lakes,1984,23872,75862
Skeena,Chinook,222,Middle Skeena-Large Lakes,1985,43990,72669
Skeena,Chinook,222,Middle Skeena-Large Lakes,1986,42367,103181
Skeena,Chinook,222,Middle Skeena-Large Lakes,1987,23828,92867
Skeena,Chinook,222,Middle Skeena-Large Lakes,1988,36655,94578
Skeena,Chinook,222,Middle Skeena-Large Lakes,1989,33085,54934
Skeena,Chinook,222,Middle Skeena-Large Lakes,1990,31484,64701
Skeena,Chinook,222,Middle Skeena-Large Lakes,1991,43189,96031
Skeena,Chinook,222,Middle Skeena-Large Lakes,1992,38329,80695
Skeena,Chinook,222,Middle Skeena-Large Lakes,1993,56921,58096
Skeena,Chinook,222,Middle Skeena-Large Lakes,1994,9631,59908
Skeena,Chinook,222,Middle Skeena-Large Lakes,1995,27463,69637
Skeena,Chinook,222,Middle Skeena-Large Lakes,1996,69182,73778
Skeena,Chinook,222,Middle Skeena-Large Lakes,1997,38271,48431
Skeena,Chinook,222,Middle Skeena-Large Lakes,1998,33670,39051
Skeena,Chinook,222,Middle Skeena-Large Lakes,1999,32545,28205
Skeena,Chinook,222,Middle Skeena-Large Lakes,2000,41118,27855
Skeena,Chinook,222,Middle Skeena-Large Lakes,2001,47410,38990
Skeena,Chinook,222,Middle Skeena-Large Lakes,2002,17529,39856
Skeena,Chinook,222,Middle Skeena-Large Lakes,2003,27466,51488
Skeena,Chinook,222,Middle Skeena-Large Lakes,2004,13426,51141
Skeena,Chinook,222,Middle Skeena-Large Lakes,2005,14970,47266
Skeena,Chinook,222,Middle Skeena-Large Lakes,2006,26682,46761
Skeena,Chinook,222,Middle Skeena-Large Lakes,2007,21448,46300
Skeena,Chinook,222,Middle Skeena-Large Lakes,2008,27892,36581
Skeena,Chinook,222,Middle Skeena-Large Lakes,2009,31046,34963
Skeena,Chinook,222,Middle Skeena-Large Lakes,2010,30700,48687
Skeena,Chinook,222,Middle Skeena-Large Lakes,2011,26808,48623
Skeena,Chinook,222,Middle Skeena-Large Lakes,2012,29780,-989898
Skeena,Chinook,222,Middle Skeena-Large Lakes,2013,18830,-989898
Skeena,Chinook,222,Middle Skeena-Large Lakes,2014,19709,-989898
Skeena,Chinook,222,Middle Skeena-Large Lakes,2015,32318,-989898
Skeena,Chum,211,Lower Skeena,1954,34152,-989898
Skeena,Chum,211,Lower Skeena,1955,514,-989898
Skeena,Chum,211,Lower Skeena,1956,6213,-989898
Skeena,Chum,211,Lower Skeena,1957,3455,-989898
Skeena,Chum,211,Lower Skeena,1958,6867,30813
Skeena,Chum,211,Lower Skeena,1959,-989898,14757
Skeena,Chum,211,Lower Skeena,1960,-989898,15758
Skeena,Chum,211,Lower Skeena,1961,78561,19770
Skeena,Chum,211,Lower Skeena,1962,17293,60550
Skeena,Chum,211,Lower Skeena,1963,8901,59940
Skeena,Chum,211,Lower Skeena,1964,8776,36559
Skeena,Chum,211,Lower Skeena,1965,8754,33435
Skeena,Chum,211,Lower Skeena,1966,32639,31633
Skeena,Chum,211,Lower Skeena,1967,26686,20806
Skeena,Chum,211,Lower Skeena,1968,18712,97777
Skeena,Chum,211,Lower Skeena,1969,18270,66074
Skeena,Chum,211,Lower Skeena,1970,19463,34542
Skeena,Chum,211,Lower Skeena,1971,6878,23238
Skeena,Chum,211,Lower Skeena,1972,55601,23618
Skeena,Chum,211,Lower Skeena,1973,37907,32942
Skeena,Chum,211,Lower Skeena,1974,16353,18843
Skeena,Chum,211,Lower Skeena,1975,13243,19691
Skeena,Chum,211,Lower Skeena,1976,14852,66429
Skeena,Chum,211,Lower Skeena,1977,14906,38013
Skeena,Chum,211,Lower Skeena,1978,10241,13741
Skeena,Chum,211,Lower Skeena,1979,7796,12597
Skeena,Chum,211,Lower Skeena,1980,39361,88788
Skeena,Chum,211,Lower Skeena,1981,17968,41333
Skeena,Chum,211,Lower Skeena,1982,9390,30700
Skeena,Chum,211,Lower Skeena,1983,2330,40794
Skeena,Chum,211,Lower Skeena,1984,55531,299114
Skeena,Chum,211,Lower Skeena,1985,23000,61800
Skeena,Chum,211,Lower Skeena,1986,16266,12347
Skeena,Chum,211,Lower Skeena,1987,8511,10581
Skeena,Chum,211,Lower Skeena,1988,169087,17573
Skeena,Chum,211,Lower Skeena,1989,33936,33914
Skeena,Chum,211,Lower Skeena,1990,6265,26159
Skeena,Chum,211,Lower Skeena,1991,4394,26526
Skeena,Chum,211,Lower Skeena,1992,7047,30439
Skeena,Chum,211,Lower Skeena,1993,18257,57846
Skeena,Chum,211,Lower Skeena,1994,15065,33202
Skeena,Chum,211,Lower Skeena,1995,14942,8378
Skeena,Chum,211,Lower Skeena,1996,16017,14732
Skeena,Chum,211,Lower Skeena,1997,45041,23801
Skeena,Chum,211,Lower Skeena,1998,29239,9963
Skeena,Chum,211,Lower Skeena,1999,6168,13801
Skeena,Chum,211,Lower Skeena,2000,10271,31547
Skeena,Chum,211,Lower Skeena,2001,18996,-989898
Skeena,Chum,211,Lower Skeena,2002,7292,-989898
Skeena,Chum,211,Lower Skeena,2003,9786,-989898
Skeena,Chum,211,Lower Skeena,2004,25371,5096
Skeena,Chum,211,Lower Skeena,2005,24758,5130
Skeena,Chum,211,Lower Skeena,2006,-989898,3346
Skeena,Chum,211,Lower Skeena,2007,8102,7999
Skeena,Chum,211,Lower Skeena,2008,4051,5574
Skeena,Chum,211,Lower Skeena,2009,4645,1492
Skeena,Chum,211,Lower Skeena,2010,2466,2271
Skeena,Chum,211,Lower Skeena,2011,6973,2318
Skeena,Chum,211,Lower Skeena,2012,5078,2469
Skeena,Chum,211,Lower Skeena,2013,1152,-989898
Skeena,Chum,211,Lower Skeena,2014,1902,-989898
Skeena,Chum,211,Lower Skeena,2015,2012,-989898
Skeena,Coho,202,Lower Skeena,1954,231607,919904
Skeena,Coho,202,Lower Skeena,1955,193387,-989898
Skeena,Coho,202,Lower Skeena,1956,383388,-989898
Skeena,Coho,202,Lower Skeena,1957,261359,907049
Skeena,Coho,202,Lower Skeena,1958,620978,475707
Skeena,Coho,202,Lower Skeena,1959,-989898,589173
Skeena,Coho,202,Lower Skeena,1960,496932,909412
Skeena,Coho,202,Lower Skeena,1961,291312,1029395
Skeena,Coho,202,Lower Skeena,1962,108945,1161062
Skeena,Coho,202,Lower Skeena,1963,526504,567760
Skeena,Coho,202,Lower Skeena,1964,264025,498624
Skeena,Coho,202,Lower Skeena,1965,756017,585649
Skeena,Coho,202,Lower Skeena,1966,317662,412398
Skeena,Coho,202,Lower Skeena,1967,153276,486306
Skeena,Coho,202,Lower Skeena,1968,319857,392616
Skeena,Coho,202,Lower Skeena,1969,162823,259760
Skeena,Coho,202,Lower Skeena,1970,227220,160270
Skeena,Coho,202,Lower Skeena,1971,185274,134331
Skeena,Coho,202,Lower Skeena,1972,116623,117667
Skeena,Coho,202,Lower Skeena,1973,72940,157172
Skeena,Coho,202,Lower Skeena,1974,77480,188554
Skeena,Coho,202,Lower Skeena,1975,42220,217179
Skeena,Coho,202,Lower Skeena,1976,92007,234860
Skeena,Coho,202,Lower Skeena,1977,56924,297395
Skeena,Coho,202,Lower Skeena,1978,79132,195518
Skeena,Coho,202,Lower Skeena,1979,47984,186979
Skeena,Coho,202,Lower Skeena,1980,85180,367528
Skeena,Coho,202,Lower Skeena,1981,85195,357896
Skeena,Coho,202,Lower Skeena,1982,46639,474908
Skeena,Coho,202,Lower Skeena,1983,54479,662040
Skeena,Coho,202,Lower Skeena,1984,133513,278406
Skeena,Coho,202,Lower Skeena,1985,48857,193735
Skeena,Coho,202,Lower Skeena,1986,144410,448073
Skeena,Coho,202,Lower Skeena,1987,149344,511000
Skeena,Coho,202,Lower Skeena,1988,35318,371263
Skeena,Coho,202,Lower Skeena,1989,124207,275035
Skeena,Coho,202,Lower Skeena,1990,186603,269613
Skeena,Coho,202,Lower Skeena,1991,139204,293826
Skeena,Coho,202,Lower Skeena,1992,129820,132921
Skeena,Coho,202,Lower Skeena,1993,61342,126900
Skeena,Coho,202,Lower Skeena,1994,152386,91483
Skeena,Coho,202,Lower Skeena,1995,59276,164202
Skeena,Coho,202,Lower Skeena,1996,47928,142496
Skeena,Coho,202,Lower Skeena,1997,25919,107589
Skeena,Coho,202,Lower Skeena,1998,115767,143939
Skeena,Coho,202,Lower Skeena,1999,149768,145889
Skeena,Coho,202,Lower Skeena,2000,62736,146110
Skeena,Coho,202,Lower Skeena,2001,107616,124268
Skeena,Coho,202,Lower Skeena,2002,104596,100059
Skeena,Coho,202,Lower Skeena,2003,116284,83537
Skeena,Coho,202,Lower Skeena,2004,77815,80198
Skeena,Coho,202,Lower Skeena,2005,85553,110183
Skeena,Coho,202,Lower Skeena,2006,59133,182000
Skeena,Coho,202,Lower Skeena,2007,53504,158460
Skeena,Coho,202,Lower Skeena,2008,41281,108004
Skeena,Coho,202,Lower Skeena,2009,108724,165611
Skeena,Coho,202,Lower Skeena,2010,135006,213273
Skeena,Coho,202,Lower Skeena,2011,63601,121039
Skeena,Coho,202,Lower Skeena,2012,67480,125227
Skeena,Coho,202,Lower Skeena,2013,158310,148037
Skeena,Coho,202,Lower Skeena,2014,124904,-989898
Skeena,Coho,202,Lower Skeena,2015,36992,-989898
Skeena,Coho,215,Middle Skeena,1954,179410,130951
Skeena,Coho,215,Middle Skeena,1955,144682,186028
Skeena,Coho,215,Middle Skeena,1956,210753,236865
Skeena,Coho,215,Middle Skeena,1957,50649,346265
Skeena,Coho,215,Middle Skeena,1958,84084,189149
Skeena,Coho,215,Middle Skeena,1959,81728,228208
Skeena,Coho,215,Middle Skeena,1960,183008,105081
Skeena,Coho,215,Middle Skeena,1961,72839,146291
Skeena,Coho,215,Middle Skeena,1962,123096,138413
Skeena,Coho,215,Middle Skeena,1963,45016,143110
Skeena,Coho,215,Middle Skeena,1964,55847,143257
Skeena,Coho,215,Middle Skeena,1965,68618,256940
Skeena,Coho,215,Middle Skeena,1966,65007,150794
Skeena,Coho,215,Middle Skeena,1967,50106,166709
Skeena,Coho,215,Middle Skeena,1968,119879,227861
Skeena,Coho,215,Middle Skeena,1969,74631,275714
Skeena,Coho,215,Middle Skeena,1970,66673,158977
Skeena,Coho,215,Middle Skeena,1971,86505,101394
Skeena,Coho,215,Middle Skeena,1972,105419,51441
Skeena,Coho,215,Middle Skeena,1973,84222,97516
Skeena,Coho,215,Middle Skeena,1974,52996,190684
Skeena,Coho,215,Middle Skeena,1975,23367,219366
Skeena,Coho,215,Middle Skeena,1976,40769,91370
Skeena,Coho,215,Middle Skeena,1977,67002,187523
Skeena,Coho,215,Middle Skeena,1978,85372,83432
Skeena,Coho,215,Middle Skeena,1979,13847,161735
Skeena,Coho,215,Middle Skeena,1980,58527,267119
Skeena,Coho,215,Middle Skeena,1981,24117,135405
Skeena,Coho,215,Middle Skeena,1982,47537,177945
Skeena,Coho,215,Middle Skeena,1983,59021,262836
Skeena,Coho,215,Middle Skeena,1984,37794,98425
Skeena,Coho,215,Middle Skeena,1985,33805,64473
Skeena,Coho,215,Middle Skeena,1986,52572,211711
Skeena,Coho,215,Middle Skeena,1987,44195,249512
Skeena,Coho,215,Middle Skeena,1988,8552,147975
Skeena,Coho,215,Middle Skeena,1989,72892,117100
Skeena,Coho,215,Middle Skeena,1990,85000,106089
Skeena,Coho,215,Middle Skeena,1991,58033,145624
Skeena,Coho,215,Middle Skeena,1992,44713,46644
Skeena,Coho,215,Middle Skeena,1993,34996,83386
Skeena,Coho,215,Middle Skeena,1994,63498,32409
Skeena,Coho,215,Middle Skeena,1995,17136,115626
Skeena,Coho,215,Middle Skeena,1996,27447,223368
Skeena,Coho,215,Middle Skeena,1997,9060,239048
Skeena,Coho,215,Middle Skeena,1998,59828,428037
Skeena,Coho,215,Middle Skeena,1999,188448,315839
Skeena,Coho,215,Middle Skeena,2000,136304,298855
Skeena,Coho,215,Middle Skeena,2001,333828,347130
Skeena,Coho,215,Middle Skeena,2002,245261,484590
Skeena,Coho,215,Middle Skeena,2003,222614,289732
Skeena,Coho,215,Middle Skeena,2004,169283,268422
Skeena,Coho,215,Middle Skeena,2005,398685,301943
Skeena,Coho,215,Middle Skeena,2006,225266,487063
Skeena,Coho,215,Middle Skeena,2007,163456,236036
Skeena,Coho,215,Middle Skeena,2008,144141,149499
Skeena,Coho,215,Middle Skeena,2009,350118,248905
Skeena,Coho,215,Middle Skeena,2010,188635,367786
Skeena,Coho,215,Middle Skeena,2011,73965,313578
Skeena,Coho,215,Middle Skeena,2012,137341,221903
Skeena,Coho,215,Middle Skeena,2013,235092,323009
Skeena,Coho,215,Middle Skeena,2014,271287,-989898
Skeena,Coho,215,Middle Skeena,2015,105821,-989898
Skeena,Coho,231,Upper Skeena,1954,5848,-989898
Skeena,Coho,231,Upper Skeena,1955,-989898,27921
Skeena,Coho,231,Upper Skeena,1958,17543,29292
Skeena,Coho,231,Upper Skeena,1959,4678,33761
Skeena,Coho,231,Upper Skeena,1961,14035,-989898
Skeena,Coho,231,Upper Skeena,1962,11696,18222
Skeena,Coho,231,Upper Skeena,1963,23391,11282
Skeena,Coho,231,Upper Skeena,1964,-989898,12241
Skeena,Coho,231,Upper Skeena,1965,11696,11558
Skeena,Coho,231,Upper Skeena,1966,4678,13372
Skeena,Coho,231,Upper Skeena,1967,5848,-989898
Skeena,Coho,231,Upper Skeena,1968,5848,-989898
Skeena,Coho,231,Upper Skeena,1969,3509,5509
Skeena,Coho,231,Upper Skeena,1970,10247,-989898
Skeena,Coho,231,Upper Skeena,1972,538,-989898
Skeena,Coho,231,Upper Skeena,1973,5848,-989898
Skeena,Coho,231,Upper Skeena,1990,2339,-989898
Skeena,Coho,231,Upper Skeena,1993,844,-989898
Skeena,Coho,231,Upper Skeena,1997,-989898,7723
Skeena,Coho,231,Upper Skeena,1998,-989898,9946
Skeena,Coho,231,Upper Skeena,1999,-989898,9732
Skeena,Coho,231,Upper Skeena,2000,5049,11109
Skeena,Coho,231,Upper Skeena,2001,7401,15821
Skeena,Coho,231,Upper Skeena,2002,7208,17339
Skeena,Coho,231,Upper Skeena,2003,7498,11029
Skeena,Coho,231,Upper Skeena,2004,7446,12259
Skeena,Coho,231,Upper Skeena,2005,15595,21394
Skeena,Coho,231,Upper Skeena,2006,8326,30229
Skeena,Coho,231,Upper Skeena,2007,6556,23174
Skeena,Coho,231,Upper Skeena,2008,8830,21213
Skeena,Coho,231,Upper Skeena,2009,21526,21721
Skeena,Coho,231,Upper Skeena,2010,16483,28678
Skeena,Coho,231,Upper Skeena,2011,12800,30889
Skeena,Coho,231,Upper Skeena,2012,12638,22451
Skeena,Coho,231,Upper Skeena,2013,16235,15203
Skeena,Coho,231,Upper Skeena,2014,25446,-989898
Skeena,Coho,231,Upper Skeena,2015,16015,-989898
Skeena,Lake sockeye,171,Alastair,1956,-989898,36364
Skeena,Lake sockeye,171,Alastair,1957,-989898,29000
Skeena,Lake sockeye,171,Alastair,1958,-989898,17821
Skeena,Lake sockeye,171,Alastair,1959,-989898,13063
Skeena,Lake sockeye,171,Alastair,1960,7851,24892
Skeena,Lake sockeye,171,Alastair,1961,29720,34115
Skeena,Lake sockeye,171,Alastair,1962,22307,45957
Skeena,Lake sockeye,171,Alastair,1963,20187,34251
Skeena,Lake sockeye,171,Alastair,1964,4262,9364
Skeena,Lake sockeye,171,Alastair,1965,17720,6004
Skeena,Lake sockeye,171,Alastair,1966,18841,7202
Skeena,Lake sockeye,171,Alastair,1967,28038,12829
Skeena,Lake sockeye,171,Alastair,1968,33645,10620
Skeena,Lake sockeye,171,Alastair,1969,6729,4670
Skeena,Lake sockeye,171,Alastair,1970,5047,4901
Skeena,Lake sockeye,171,Alastair,1971,2579,14414
Skeena,Lake sockeye,171,Alastair,1972,8972,24950
Skeena,Lake sockeye,171,Alastair,1973,8972,29101
Skeena,Lake sockeye,171,Alastair,1974,3925,36483
Skeena,Lake sockeye,171,Alastair,1975,1346,31189
Skeena,Lake sockeye,171,Alastair,1976,6729,9233
Skeena,Lake sockeye,171,Alastair,1977,15701,17159
Skeena,Lake sockeye,171,Alastair,1978,20187,15696
Skeena,Lake sockeye,171,Alastair,1979,20187,12733
Skeena,Lake sockeye,171,Alastair,1980,33645,20469
Skeena,Lake sockeye,171,Alastair,1981,2019,24885
Skeena,Lake sockeye,171,Alastair,1982,10654,18205
Skeena,Lake sockeye,171,Alastair,1983,14580,24329
Skeena,Lake sockeye,171,Alastair,1984,8972,21355
Skeena,Lake sockeye,171,Alastair,1985,8972,25320
Skeena,Lake sockeye,171,Alastair,1986,23552,35611
Skeena,Lake sockeye,171,Alastair,1987,11215,31356
Skeena,Lake sockeye,171,Alastair,1988,14580,26054
Skeena,Lake sockeye,171,Alastair,1989,16747,25679
Skeena,Lake sockeye,171,Alastair,1990,11215,38954
Skeena,Lake sockeye,171,Alastair,1991,24673,52561
Skeena,Lake sockeye,171,Alastair,1992,17944,40313
Skeena,Lake sockeye,171,Alastair,1993,16823,11689
Skeena,Lake sockeye,171,Alastair,1994,14580,6470
Skeena,Lake sockeye,171,Alastair,1995,19066,12734
Skeena,Lake sockeye,171,Alastair,1996,28038,12120
Skeena,Lake sockeye,171,Alastair,1997,26916,18364
Skeena,Lake sockeye,171,Alastair,1998,12337,-989898
Skeena,Lake sockeye,171,Alastair,1999,2243,-989898
Skeena,Lake sockeye,171,Alastair,2000,6953,-989898
Skeena,Lake sockeye,171,Alastair,2001,12112,15824
Skeena,Lake sockeye,171,Alastair,2002,4486,18666
Skeena,Lake sockeye,171,Alastair,2003,30281,11250
Skeena,Lake sockeye,171,Alastair,2004,-989898,31296
Skeena,Lake sockeye,171,Alastair,2005,13734,35509
Skeena,Lake sockeye,171,Alastair,2006,5383,33669
Skeena,Lake sockeye,171,Alastair,2007,24673,34613
Skeena,Lake sockeye,171,Alastair,2008,1169,16195
Skeena,Lake sockeye,171,Alastair,2009,24112,12759
Skeena,Lake sockeye,171,Alastair,2010,37795,24078
Skeena,Lake sockeye,171,Alastair,2011,23327,21189
Skeena,Lake sockeye,171,Alastair,2012,36785,-989898
Skeena,Lake sockeye,171,Alastair,2013,19963,-989898
Skeena,Lake sockeye,171,Alastair,2014,6370,-989898
Skeena,Lake sockeye,171,Alastair,2015,18841,-989898
Skeena,Lake sockeye,176,Kitsumkalum,1956,-989898,3141
Skeena,Lake sockeye,176,Kitsumkalum,1957,-989898,4279
Skeena,Lake sockeye,176,Kitsumkalum,1958,-989898,3677
Skeena,Lake sockeye,176,Kitsumkalum,1959,-989898,3173
Skeena,Lake sockeye,176,Kitsumkalum,1960,924,4195
Skeena,Lake sockeye,176,Kitsumkalum,1961,2464,4504
Skeena,Lake sockeye,176,Kitsumkalum,1962,2464,5607
Skeena,Lake sockeye,176,Kitsumkalum,1963,2226,5353
Skeena,Lake sockeye,176,Kitsumkalum,1964,1669,4068
Skeena,Lake sockeye,176,Kitsumkalum,1965,3285,3769
Skeena,Lake sockeye,176,Kitsumkalum,1966,1745,4528
Skeena,Lake sockeye,176,Kitsumkalum,1967,3182,9498
Skeena,Lake sockeye,176,Kitsumkalum,1968,1951,13821
Skeena,Lake sockeye,176,Kitsumkalum,1969,2464,14629
Skeena,Lake sockeye,176,Kitsumkalum,1970,1951,9964
Skeena,Lake sockeye,176,Kitsumkalum,1971,2464,5332
Skeena,Lake sockeye,176,Kitsumkalum,1972,6981,8747
Skeena,Lake sockeye,176,Kitsumkalum,1973,6981,7618
Skeena,Lake sockeye,176,Kitsumkalum,1974,6981,2664
Skeena,Lake sockeye,176,Kitsumkalum,1975,3901,1719
Skeena,Lake sockeye,176,Kitsumkalum,1976,1951,1621
Skeena,Lake sockeye,176,Kitsumkalum,1977,6981,1998
Skeena,Lake sockeye,176,Kitsumkalum,1978,1951,1934
Skeena,Lake sockeye,176,Kitsumkalum,1979,862,1922
Skeena,Lake sockeye,176,Kitsumkalum,1980,924,3443
Skeena,Lake sockeye,176,Kitsumkalum,1981,719,4432
Skeena,Lake sockeye,176,Kitsumkalum,1982,1129,5584
Skeena,Lake sockeye,176,Kitsumkalum,1983,903,6483
Skeena,Lake sockeye,176,Kitsumkalum,1984,1169,7415
Skeena,Lake sockeye,176,Kitsumkalum,1985,2339,11516
Skeena,Lake sockeye,176,Kitsumkalum,1986,2339,16449
Skeena,Lake sockeye,176,Kitsumkalum,1987,4678,31655
Skeena,Lake sockeye,176,Kitsumkalum,1988,2807,39784
Skeena,Lake sockeye,176,Kitsumkalum,1989,4210,43381
Skeena,Lake sockeye,176,Kitsumkalum,1990,7017,48526
Skeena,Lake sockeye,176,Kitsumkalum,1991,7017,36249
