stock.id,species,stock,brood.yr,spawners,recruits,use
202,Pink,Hood Canal,1959,30500,44388,1
202,Pink,Hood Canal,1960,,,
202,Pink,Hood Canal,1961,36800,901536,1
202,Pink,Hood Canal,1962,,,
202,Pink,Hood Canal,1963,503000,217872,1
202,Pink,Hood Canal,1964,,,
202,Pink,Hood Canal,1965,160000,465405,1
202,Pink,Hood Canal,1966,,,
202,Pink,Hood Canal,1967,269000,58604,1
202,Pink,Hood Canal,1968,,,
202,Pink,Hood Canal,1969,42000,138686,1
202,Pink,Hood Canal,1970,,,
202,Pink,Hood Canal,1971,104000,70592,1
202,Pink,Hood Canal,1972,,,
202,Pink,Hood Canal,1973,46500,18401,1
202,Pink,Hood Canal,1974,,,
202,Pink,Hood Canal,1975,12500,79795,1
202,Pink,Hood Canal,1976,,,
202,Pink,Hood Canal,1977,44000,74372,1
202,Pink,Hood Canal,1978,,,
202,Pink,Hood Canal,1979,37100,12013,1
202,Pink,Hood Canal,1980,,,
202,Pink,Hood Canal,1981,6450,29222,1
202,Pink,Hood Canal,1982,,,
202,Pink,Hood Canal,1983,25000,91739,1
202,Pink,Hood Canal,1984,,,
202,Pink,Hood Canal,1985,63800,77341,1
202,Pink,Hood Canal,1986,,,
202,Pink,Hood Canal,1987,62100,114944,1
202,Pink,Hood Canal,1988,,,
202,Pink,Hood Canal,1989,60800,166259,1
202,Pink,Hood Canal,1990,,,
202,Pink,Hood Canal,1991,118200,38696,1
202,Pink,Hood Canal,1992,,,
202,Pink,Hood Canal,1993,35326,36148,1
202,Pink,Hood Canal,1994,,,
202,Pink,Hood Canal,1995,31286,9477,1
202,Pink,Hood Canal,1996,,,
202,Pink,Hood Canal,1997,8299,12673,1
202,Pink,Hood Canal,1998,,,
202,Pink,Hood Canal,1999,9475,99061,1
202,Pink,Hood Canal,2000,,,
202,Pink,Hood Canal,2001,98261,38242,1
202,Pink,Hood Canal,2002,,,
202,Pink,Hood Canal,2003,37462,17603,1
202,Pink,Hood Canal,2004,,,
202,Pink,Hood Canal,2005,17442,29564,1
202,Pink,Hood Canal,2006,,,
202,Pink,Hood Canal,2007,28964,11501,1
203,Pink,Snohomish,1957,,204919,
203,Pink,Snohomish,1958,,,
203,Pink,Snohomish,1959,85000,89431,1
203,Pink,Snohomish,1960,,,
203,Pink,Snohomish,1961,50168,982874,1
203,Pink,Snohomish,1962,,,
203,Pink,Snohomish,1963,275042,326297,1
203,Pink,Snohomish,1964,,,
203,Pink,Snohomish,1965,185015,227062,1
203,Pink,Snohomish,1966,,,
203,Pink,Snohomish,1967,95013,108427,1
203,Pink,Snohomish,1968,,,
203,Pink,Snohomish,1969,70009,192834,1
203,Pink,Snohomish,1970,,,
203,Pink,Snohomish,1971,125000,207801,1
203,Pink,Snohomish,1972,,,
203,Pink,Snohomish,1973,110000,126342,1
203,Pink,Snohomish,1974,,,
203,Pink,Snohomish,1975,65751,236157,1
203,Pink,Snohomish,1976,,,
203,Pink,Snohomish,1977,125990,397190,1
203,Pink,Snohomish,1978,,,
203,Pink,Snohomish,1979,180724,201209,1
203,Pink,Snohomish,1980,,,
203,Pink,Snohomish,1981,90096,264327,1
203,Pink,Snohomish,1982,,,
203,Pink,Snohomish,1983,198283,555572,1
203,Pink,Snohomish,1984,,,
203,Pink,Snohomish,1985,302192,240925,1
203,Pink,Snohomish,1986,,,
203,Pink,Snohomish,1987,152418,324143,1
203,Pink,Snohomish,1988,,,
203,Pink,Snohomish,1989,80149,272505,1
203,Pink,Snohomish,1990,,,
203,Pink,Snohomish,1991,174000,110944,1
203,Pink,Snohomish,1992,,,
203,Pink,Snohomish,1993,100000,118148,1
203,Pink,Snohomish,1994,,,
203,Pink,Snohomish,1995,101600,120046,1
203,Pink,Snohomish,1996,,,
203,Pink,Snohomish,1997,103537,238351,1
203,Pink,Snohomish,1998,,,
203,Pink,Snohomish,1999,237057,1132896,1
203,Pink,Snohomish,2000,,,
203,Pink,Snohomish,2001,1073369,1561630,1
203,Pink,Snohomish,2002,,,
203,Pink,Snohomish,2003,1392568,498797,1
203,Pink,Snohomish,2004,,,
203,Pink,Snohomish,2005,482245,1185255,1
203,Pink,Snohomish,2006,,,
203,Pink,Snohomish,2007,1143695,2403012,1
204,Pink,Dungeness,1957,,59256,
204,Pink,Dungeness,1958,,,
204,Pink,Dungeness,1959,40000,82702,1
204,Pink,Dungeness,1960,,,
204,Pink,Dungeness,1961,70000,638063,1
204,Pink,Dungeness,1962,,,
204,Pink,Dungeness,1963,400000,99766,1
204,Pink,Dungeness,1964,,,
204,Pink,Dungeness,1965,75000,201085,1
204,Pink,Dungeness,1966,,,
204,Pink,Dungeness,1967,95000,20071,1
204,Pink,Dungeness,1968,,,
204,Pink,Dungeness,1969,14400,61248,1
204,Pink,Dungeness,1970,,,
204,Pink,Dungeness,1971,46000,71212,1
204,Pink,Dungeness,1972,,,
204,Pink,Dungeness,1973,47000,35802,1
204,Pink,Dungeness,1974,,,
204,Pink,Dungeness,1975,24300,64885,1
204,Pink,Dungeness,1976,,,
204,Pink,Dungeness,1977,35700,115840,1
204,Pink,Dungeness,1978,,,
204,Pink,Dungeness,1979,50100,4987,1
204,Pink,Dungeness,1980,,,
204,Pink,Dungeness,1981,2900,5692,1
204,Pink,Dungeness,1982,,,
204,Pink,Dungeness,1983,4888,6590,1
204,Pink,Dungeness,1984,,,
204,Pink,Dungeness,1985,4730,2309,1
204,Pink,Dungeness,1986,,,
204,Pink,Dungeness,1987,1906,15710,1
204,Pink,Dungeness,1988,,,
204,Pink,Dungeness,1989,10902,13918,1
204,Pink,Dungeness,1990,,,
204,Pink,Dungeness,1991,9895,1857,1
204,Pink,Dungeness,1992,,,
204,Pink,Dungeness,1993,1695,9534,1
204,Pink,Dungeness,1994,,,
204,Pink,Dungeness,1995,8252,5634,1
204,Pink,Dungeness,1996,,,
204,Pink,Dungeness,1997,4935,7312,1
204,Pink,Dungeness,1998,,,
204,Pink,Dungeness,1999,7306,81470,1
204,Pink,Dungeness,2000,,,
204,Pink,Dungeness,2001,80344,15433,1
204,Pink,Dungeness,2002,,,
204,Pink,Dungeness,2003,15116,8747,1
204,Pink,Dungeness,2004,,,
204,Pink,Dungeness,2005,8667,6352,1
204,Pink,Dungeness,2006,,,
204,Pink,Dungeness,2007,6223,44184,1
205,Pink,Stillaguamish,1957,,301355,
205,Pink,Stillaguamish,1958,,,
205,Pink,Stillaguamish,1959,125000,222830,1
205,Pink,Stillaguamish,1960,,,
205,Pink,Stillaguamish,1961,125000,2287066,1
205,Pink,Stillaguamish,1962,,,
205,Pink,Stillaguamish,1963,640000,326268,1
205,Pink,Stillaguamish,1964,,,
205,Pink,Stillaguamish,1965,185000,250930,1
205,Pink,Stillaguamish,1966,,,
205,Pink,Stillaguamish,1967,105000,116156,1
205,Pink,Stillaguamish,1968,,,
205,Pink,Stillaguamish,1969,75000,308532,1
205,Pink,Stillaguamish,1970,,,
205,Pink,Stillaguamish,1971,200000,66120,1
205,Pink,Stillaguamish,1972,,,
205,Pink,Stillaguamish,1973,35000,57699,1
205,Pink,Stillaguamish,1974,,,
205,Pink,Stillaguamish,1975,30000,71236,1
205,Pink,Stillaguamish,1976,,,
205,Pink,Stillaguamish,1977,38000,296768,1
205,Pink,Stillaguamish,1978,,,
205,Pink,Stillaguamish,1979,135000,46163,1
205,Pink,Stillaguamish,1980,,,
205,Pink,Stillaguamish,1981,18000,168102,1
205,Pink,Stillaguamish,1982,,,
205,Pink,Stillaguamish,1983,126100,377234,1
205,Pink,Stillaguamish,1984,,,
205,Pink,Stillaguamish,1985,200000,188124,1
205,Pink,Stillaguamish,1986,,,
205,Pink,Stillaguamish,1987,119000,339922,1
205,Pink,Stillaguamish,1988,,,
205,Pink,Stillaguamish,1989,70400,136527,1
205,Pink,Stillaguamish,1990,,,
205,Pink,Stillaguamish,1991,86000,122038,1
205,Pink,Stillaguamish,1992,,,
205,Pink,Stillaguamish,1993,110000,246959,1
205,Pink,Stillaguamish,1994,,,
205,Pink,Stillaguamish,1995,208000,102695,1
205,Pink,Stillaguamish,1996,,,
205,Pink,Stillaguamish,1997,88572,225711,1
205,Pink,Stillaguamish,1998,,,
205,Pink,Stillaguamish,1999,224486,817218,1
205,Pink,Stillaguamish,2000,,,
205,Pink,Stillaguamish,2001,774279,206823,1
205,Pink,Stillaguamish,2002,,,
205,Pink,Stillaguamish,2003,184433,121925,1
205,Pink,Stillaguamish,2004,,,
205,Pink,Stillaguamish,2005,117879,248664,1
205,Pink,Stillaguamish,2006,,,
205,Pink,Stillaguamish,2007,239896,1186319,1
206,Pink,Skagit,1957,,441237,
206,Pink,Skagit,1958,,,
206,Pink,Skagit,1959,200000,666288,1
206,Pink,Skagit,1960,,,
206,Pink,Skagit,1961,400000,5008208,1
206,Pink,Skagit,1962,,,
206,Pink,Skagit,1963,1190000,286529,1
206,Pink,Skagit,1964,,,
206,Pink,Skagit,1965,150000,259609,1
206,Pink,Skagit,1966,,,
206,Pink,Skagit,1967,100000,154488,1
206,Pink,Skagit,1968,,,
206,Pink,Skagit,1969,100000,502008,1
206,Pink,Skagit,1970,,,
206,Pink,Skagit,1971,300555,510748,1
206,Pink,Skagit,1972,,,
206,Pink,Skagit,1973,251181,206471,1
206,Pink,Skagit,1974,,,
206,Pink,Skagit,1975,103135,927005,1
206,Pink,Skagit,1976,,,
206,Pink,Skagit,1977,504924,1109206,1
206,Pink,Skagit,1978,,,
206,Pink,Skagit,1979,300384,393868,1
206,Pink,Skagit,1980,,,
206,Pink,Skagit,1981,100268,553965,1
206,Pink,Skagit,1982,,,
206,Pink,Skagit,1983,470128,1294798,1
206,Pink,Skagit,1984,,,
206,Pink,Skagit,1985,710030,1137568,1
206,Pink,Skagit,1986,,,
206,Pink,Skagit,1987,593535,1396007,1
206,Pink,Skagit,1988,,,
206,Pink,Skagit,1989,401300,681726,1
206,Pink,Skagit,1990,,,
206,Pink,Skagit,1991,351000,738137,1
206,Pink,Skagit,1992,,,
206,Pink,Skagit,1993,530000,1596373,1
206,Pink,Skagit,1994,,,
206,Pink,Skagit,1995,857000,121226,1
206,Pink,Skagit,1996,,,
206,Pink,Skagit,1997,60000,352636,1
206,Pink,Skagit,1998,,,
206,Pink,Skagit,1999,320000,1102825,1
206,Pink,Skagit,2000,,,
206,Pink,Skagit,2001,894061,801701,1
206,Pink,Skagit,2002,,,
206,Pink,Skagit,2003,567080,80328,1
206,Pink,Skagit,2004,,,
206,Pink,Skagit,2005,60000,312336,1
206,Pink,Skagit,2006,,,
206,Pink,Skagit,2007,300000,1556928,1
207,Pink,Nooksack,1957,,62310,
207,Pink,Nooksack,1958,,,
207,Pink,Nooksack,1959,30000,197698,1
207,Pink,Nooksack,1960,,,
207,Pink,Nooksack,1961,100000,591699,1
207,Pink,Nooksack,1962,,,
207,Pink,Nooksack,1963,150000,33721,1
207,Pink,Nooksack,1964,,,
207,Pink,Nooksack,1965,12500,69430,1
207,Pink,Nooksack,1966,,,
207,Pink,Nooksack,1967,20000,42663,1
207,Pink,Nooksack,1968,,,
207,Pink,Nooksack,1969,15000,104304,1
207,Pink,Nooksack,1970,,,
207,Pink,Nooksack,1971,40000,149130,1
207,Pink,Nooksack,1972,,,
207,Pink,Nooksack,1973,75000,107173,1
207,Pink,Nooksack,1974,,,
207,Pink,Nooksack,1975,36000,48009,1
207,Pink,Nooksack,1976,,,
207,Pink,Nooksack,1977,25000,176743,1
207,Pink,Nooksack,1978,,,
207,Pink,Nooksack,1979,31406,76096,1
207,Pink,Nooksack,1980,,,
207,Pink,Nooksack,1981,15000,90925,1
207,Pink,Nooksack,1982,,,
207,Pink,Nooksack,1983,60000,42862,1
207,Pink,Nooksack,1984,,,
207,Pink,Nooksack,1985,23000,42325,1
207,Pink,Nooksack,1986,,,
207,Pink,Nooksack,1987,37003,198072,1
207,Pink,Nooksack,1988,,,
207,Pink,Nooksack,1989,136000,54490,1
207,Pink,Nooksack,1990,,,
207,Pink,Nooksack,1991,24002,58215,1
207,Pink,Nooksack,1992,,,
207,Pink,Nooksack,1993,56004,247062,1
207,Pink,Nooksack,1994,,,
207,Pink,Nooksack,1995,220020,31053,1
207,Pink,Nooksack,1996,,,
207,Pink,Nooksack,1997,26000,97446,1
207,Pink,Nooksack,1998,,,
207,Pink,Nooksack,1999,95000,244059,1
207,Pink,Nooksack,2000,,,
207,Pink,Nooksack,2001,226000,61158,1
207,Pink,Nooksack,2002,,,
207,Pink,Nooksack,2003,51011,17693,1
207,Pink,Nooksack,2004,,,
207,Pink,Nooksack,2005,13627,20357,1
207,Pink,Nooksack,2006,,,
207,Pink,Nooksack,2007,18994,55265,1
207,Pink,Nooksack,2008,,,
207,Pink,Nooksack,2009,46602,,
208,Pink,Fraser,1961,1094000,2320000,1
208,Pink,Fraser,1962,,,
208,Pink,Fraser,1963,1953000,12963000,1
208,Pink,Fraser,1964,,,
208,Pink,Fraser,1965,1191000,3931000,1
208,Pink,Fraser,1966,,,
208,Pink,Fraser,1967,1831000,9763000,1
208,Pink,Fraser,1968,,,
208,Pink,Fraser,1969,1529000,6801000,1
208,Pink,Fraser,1970,,,
208,Pink,Fraser,1971,1804000,4894000,1
208,Pink,Fraser,1972,,,
208,Pink,Fraser,1973,1754000,8209000,1
208,Pink,Fraser,1974,,,
208,Pink,Fraser,1975,1367000,14404000,1
208,Pink,Fraser,1976,,,
208,Pink,Fraser,1977,2388000,18685000,1
208,Pink,Fraser,1978,,,
208,Pink,Fraser,1979,3561000,15346000,1
208,Pink,Fraser,1980,,,
208,Pink,Fraser,1981,4488000,19104000,1
208,Pink,Fraser,1982,,,
208,Pink,Fraser,1983,4632000,7172000,1
208,Pink,Fraser,1984,,,
208,Pink,Fraser,1985,6461000,16484000,1
208,Pink,Fraser,1986,,,
208,Pink,Fraser,1987,3224000,22180000,1
208,Pink,Fraser,1988,,,
208,Pink,Fraser,1989,7189000,16983000,1
208,Pink,Fraser,1990,,,
208,Pink,Fraser,1991,12949000,12904000,1
208,Pink,Fraser,1992,,,
208,Pink,Fraser,1993,10768000,8176000,1
208,Pink,Fraser,1994,,,
208,Pink,Fraser,1995,7175000,3586000,1
208,Pink,Fraser,1996,,,
208,Pink,Fraser,1997,2842000,21174000,1
208,Pink,Fraser,1998,,,
208,Pink,Fraser,1999,3422000,26000000,1
208,Pink,Fraser,2000,,,
208,Pink,Fraser,2001,19725000,10000000,1
209,Pink,BC South (no Fraser),1953,774700,810000,1
209,Pink,BC South (no Fraser),1954,568550,1505671,1
209,Pink,BC South (no Fraser),1955,810000,1134900,1
209,Pink,BC South (no Fraser),1956,585625,2125741,1
209,Pink,BC South (no Fraser),1957,1134900,2475602,1
209,Pink,BC South (no Fraser),1958,754600,574348,1
209,Pink,BC South (no Fraser),1959,966876,2911893,1
209,Pink,BC South (no Fraser),1960,226950,1441336,1
209,Pink,BC South (no Fraser),1961,1093450,3695214,1
209,Pink,BC South (no Fraser),1962,684425,1480699,1
209,Pink,BC South (no Fraser),1963,1703102,1044764,1
209,Pink,BC South (no Fraser),1964,619750,4769730,1
209,Pink,BC South (no Fraser),1965,618775,1092892,1
209,Pink,BC South (no Fraser),1966,1322575,5194673,1
209,Pink,BC South (no Fraser),1967,346110,332153,1
209,Pink,BC South (no Fraser),1968,1476875,3576126,1
209,Pink,BC South (no Fraser),1969,214050,1589721,1
209,Pink,BC South (no Fraser),1970,1149655,1495889,1
209,Pink,BC South (no Fraser),1971,925850,2187305,1
209,Pink,BC South (no Fraser),1972,713150,2713162,1
209,Pink,BC South (no Fraser),1973,1167313,2243271,1
209,Pink,BC South (no Fraser),1974,1122400,5569229,1
209,Pink,BC South (no Fraser),1975,1553480,758891,1
209,Pink,BC South (no Fraser),1976,1677735,2439768,1
209,Pink,BC South (no Fraser),1977,271014,709977,1
209,Pink,BC South (no Fraser),1978,1089485,2607745,1
209,Pink,BC South (no Fraser),1979,285677,1987123,1
209,Pink,BC South (no Fraser),1980,1405716,740024,1
209,Pink,BC South (no Fraser),1981,1101723,2814116,1
209,Pink,BC South (no Fraser),1982,545824,598056,1
209,Pink,BC South (no Fraser),1983,1578116,1968397,1
209,Pink,BC South (no Fraser),1984,358582,1931171,1
209,Pink,BC South (no Fraser),1985,942297,947566,1
209,Pink,BC South (no Fraser),1986,1358698,2868493,1
209,Pink,BC South (no Fraser),1987,470566,1626840,1
209,Pink,BC South (no Fraser),1988,1874016,7518783,1
209,Pink,BC South (no Fraser),1989,448840,809628,1
209,Pink,BC South (no Fraser),1990,3465219,3597871,1
209,Pink,BC South (no Fraser),1991,419862,1387174,1
209,Pink,BC South (no Fraser),1992,2375842,1504524,1
209,Pink,BC South (no Fraser),1993,668427,461637,1
209,Pink,BC South (no Fraser),1994,1263668,2554228,1
209,Pink,BC South (no Fraser),1995,305978,639179,1
209,Pink,BC South (no Fraser),1996,2476033,2319421,1
209,Pink,BC South (no Fraser),1997,436875,829321,1
209,Pink,BC South (no Fraser),1998,2193380,6478855,1
209,Pink,BC South (no Fraser),1999,827921,2550996,1
209,Pink,BC South (no Fraser),2000,5021355,1041069,1
209,Pink,BC South (no Fraser),2001,2166806,762241,1
209,Pink,BC South (no Fraser),2002,891317,1579978,1
209,Pink,BC South (no Fraser),2003,503333,825962,1
209,Pink,BC South (no Fraser),2004,1466179,646666,1
209,Pink,BC South (no Fraser),2005,747203,801891,1
209,Pink,BC South (no Fraser),2006,586250,554342,1
209,Pink,BC South (no Fraser),2007,784977,3106413,1
209,Pink,BC South (no Fraser),2008,537051,1409385,1
209,Pink,BC South (no Fraser),2009,2540321,,
209,Pink,BC South (no Fraser),2010,1202335,,
210,Pink,Area 10,1980,3110,18092,1
210,Pink,Area 10,1981,101868,88510,1
210,Pink,Area 10,1982,13995,10133,1
210,Pink,Area 10,1983,70524,80981,1
210,Pink,Area 10,1984,5442,80448,1
210,Pink,Area 10,1985,54852,50729,1
210,Pink,Area 10,1986,41207,90887,1
210,Pink,Area 10,1987,28210,49308,1
210,Pink,Area 10,1988,27990,223633,1
210,Pink,Area 10,1989,39180,34393,1
210,Pink,Area 10,1990,62200,77305,1
210,Pink,Area 10,1991,23508,28537,1
210,Pink,Area 10,1992,3110,14264,1
210,Pink,Area 10,1993,15672,42377,1
210,Pink,Area 10,1994,3110,10533,1
210,Pink,Area 10,1995,40747,6913,1
210,Pink,Area 10,1996,9796,933,1
210,Pink,Area 10,1997,2194,,
210,Pink,Area 10,1998,933,28638,1
210,Pink,Area 10,1999,,,
210,Pink,Area 10,2000,28638,155499,1
210,Pink,Area 10,2001,,,
210,Pink,Area 10,2002,155499,,
210,Pink,Area 10,2003,78360,7883,1
210,Pink,Area 10,2004,,,
210,Pink,Area 10,2005,7883,7836,1
210,Pink,Area 10,2006,544,977,1
210,Pink,Area 10,2007,7836,14888,1
210,Pink,Area 10,2008,977,,
210,Pink,Area 10,2009,14888,,
211,Pink,Area 9,1980,249124,199085,1
211,Pink,Area 9,1981,256519,222173,1
211,Pink,Area 9,1982,196255,257423,1
211,Pink,Area 9,1983,201633,678803,1
211,Pink,Area 9,1984,174691,553284,1
211,Pink,Area 9,1985,554264,379222,1
211,Pink,Area 9,1986,399918,685950,1
211,Pink,Area 9,1987,265451,80794,1
211,Pink,Area 9,1988,461354,597823,1
211,Pink,Area 9,1989,75581,11520,1
211,Pink,Area 9,1990,420643,468510,1
211,Pink,Area 9,1991,9466,21835,1
211,Pink,Area 9,1992,269256,143443,1
211,Pink,Area 9,1993,19347,36895,1
211,Pink,Area 9,1994,123603,538590,1
211,Pink,Area 9,1995,32632,333058,1
211,Pink,Area 9,1996,538590,257548,1
211,Pink,Area 9,1997,333057,201889,1
211,Pink,Area 9,1998,257548,475828,1
211,Pink,Area 9,1999,201889,2097975,1
211,Pink,Area 9,2000,475828,1299772,1
211,Pink,Area 9,2001,2097975,1082461,1
211,Pink,Area 9,2002,1299772,226773,1
211,Pink,Area 9,2003,1082461,1013885,1
211,Pink,Area 9,2004,226773,64865,1
211,Pink,Area 9,2005,1013885,648118,1
211,Pink,Area 9,2006,64865,27459,1
211,Pink,Area 9,2007,648118,633070,1
211,Pink,Area 9,2008,27459,13654,1
211,Pink,Area 9,2009,633070,,
211,Pink,Area 9,2010,13654,,
212,Pink,Area 8,1980,2074700,420655,1
212,Pink,Area 8,1981,1330042,3470699,1
212,Pink,Area 8,1982,380193,1840243,1
212,Pink,Area 8,1983,2659321,6491320,1
212,Pink,Area 8,1984,1665639,9433748,1
212,Pink,Area 8,1985,5242503,1126547,1
212,Pink,Area 8,1986,6001800,12795649,1
212,Pink,Area 8,1987,714359,1136457,1
212,Pink,Area 8,1988,4082077,7537638,1
212,Pink,Area 8,1989,975014,4500245,1
212,Pink,Area 8,1990,3885092,8934512,1
212,Pink,Area 8,1991,4384679,2413689,1
212,Pink,Area 8,1992,6223585,1210831,1
212,Pink,Area 8,1993,2155793,1404546,1
212,Pink,Area 8,1994,647929,3664438,1
212,Pink,Area 8,1995,1167254,3093860,1
212,Pink,Area 8,1996,3261740,1654236,1
212,Pink,Area 8,1997,2666749,1847704,1
212,Pink,Area 8,1998,1133301,2615419,1
212,Pink,Area 8,1999,1722402,4486530,1
212,Pink,Area 8,2000,2548076,4210344,1
212,Pink,Area 8,2001,3681637,2237423,1
212,Pink,Area 8,2002,3177073,1508434,1
212,Pink,Area 8,2003,1704250,2062648,1
212,Pink,Area 8,2004,1179982,498015,1
212,Pink,Area 8,2005,1594070,1455913,1
212,Pink,Area 8,2006,435444,663922,1
212,Pink,Area 8,2007,1226283,2050390,1
212,Pink,Area 8,2008,658273,339092,1
212,Pink,Area 8,2009,1961342,,
212,Pink,Area 8,2010,337932,,
213,Pink,Area 7,1980,298605,401669,1
213,Pink,Area 7,1981,457300,511027,1
213,Pink,Area 7,1982,223752,379552,1
213,Pink,Area 7,1983,428705,1430120,1
213,Pink,Area 7,1984,248008,998136,1
213,Pink,Area 7,1985,511671,362412,1
213,Pink,Area 7,1986,281224,822374,1
213,Pink,Area 7,1987,134444,511518,1
213,Pink,Area 7,1988,401367,932001,1
213,Pink,Area 7,1989,473344,532341,1
213,Pink,Area 7,1990,548637,458291,1
213,Pink,Area 7,1991,374654,446619,1
213,Pink,Area 7,1992,393342,370203,1
213,Pink,Area 7,1993,427300,303077,1
213,Pink,Area 7,1994,358046,409181,1
213,Pink,Area 7,1995,264842,358577,1
213,Pink,Area 7,1996,388750,287413,1
213,Pink,Area 7,1997,330926,340008,1
213,Pink,Area 7,1998,279999,328947,1
213,Pink,Area 7,1999,289834,1065074,1
213,Pink,Area 7,2000,326505,686730,1
213,Pink,Area 7,2001,820377,697310,1
213,Pink,Area 7,2002,591202,534031,1
213,Pink,Area 7,2003,660513,435415,1
213,Pink,Area 7,2004,411876,71434,1
213,Pink,Area 7,2005,402113,453065,1
213,Pink,Area 7,2006,67051,108987,1
213,Pink,Area 7,2007,448200,894837,1
213,Pink,Area 7,2008,108987,102282,1
213,Pink,Area 7,2009,891782,,
213,Pink,Area 7,2010,102268,,
214,Pink,Area 6,1980,1224521,1223040,1
214,Pink,Area 6,1981,629079,4429511,1
214,Pink,Area 6,1982,637204,1769601,1
214,Pink,Area 6,1983,841521,3277971,1
214,Pink,Area 6,1984,1152632,7045970,1
214,Pink,Area 6,1985,1755719,1967805,1
214,Pink,Area 6,1986,2392111,10388250,1
214,Pink,Area 6,1987,1024572,1012405,1
214,Pink,Area 6,1988,2445806,3157793,1
214,Pink,Area 6,1989,958053,1408024,1
214,Pink,Area 6,1990,1214688,1381108,1
214,Pink,Area 6,1991,872189,441784,1
214,Pink,Area 6,1992,814689,494391,1
214,Pink,Area 6,1993,431279,1078184,1
214,Pink,Area 6,1994,376551,2051862,1
214,Pink,Area 6,1995,1042237,649550,1
214,Pink,Area 6,1996,1549161,1513700,1
214,Pink,Area 6,1997,514692,1167670,1
214,Pink,Area 6,1998,931521,4475020,1
214,Pink,Area 6,1999,1149434,4384985,1
214,Pink,Area 6,2000,2920975,1501247,1
214,Pink,Area 6,2001,2722140,7453515,1
214,Pink,Area 6,2002,985360,1254314,1
214,Pink,Area 6,2003,3041512,6496639,1
214,Pink,Area 6,2004,1186638,483850,1
214,Pink,Area 6,2005,2591534,4198752,1
214,Pink,Area 6,2006,474557,317779,1
214,Pink,Area 6,2007,2501153,4426751,1
214,Pink,Area 6,2008,317048,483077,1
214,Pink,Area 6,2009,4426751,,
214,Pink,Area 6,2010,453662,,
215,Pink,Area 5,1980,,220328,
215,Pink,Area 5,1981,,277096,
215,Pink,Area 5,1982,154174,512704,1
215,Pink,Area 5,1983,151160,497738,1
215,Pink,Area 5,1984,314744,676169,1
215,Pink,Area 5,1985,324255,250218,1
215,Pink,Area 5,1986,419977,371040,1
215,Pink,Area 5,1987,176293,483026,1
215,Pink,Area 5,1988,263105,402882,1
215,Pink,Area 5,1989,303909,215876,1
215,Pink,Area 5,1990,291473,92731,1
215,Pink,Area 5,1991,111852,123890,1
215,Pink,Area 5,1992,60988,149812,1
215,Pink,Area 5,1993,76621,332297,1
215,Pink,Area 5,1994,96948,709190,1
215,Pink,Area 5,1995,203219,252284,1
215,Pink,Area 5,1996,439378,370339,1
215,Pink,Area 5,1997,189336,760231,1
215,Pink,Area 5,1998,306081,741424,1
215,Pink,Area 5,1999,512524,899982,1
215,Pink,Area 5,2000,531248,1047999,1
215,Pink,Area 5,2001,620695,632695,1
215,Pink,Area 5,2002,786316,392599,1
215,Pink,Area 5,2003,486769,909023,1
215,Pink,Area 5,2004,293557,98756,1
215,Pink,Area 5,2005,707232,465015,1
