"stock","species","broodyear","recruits","spawners"
"Moses-Norton","Pink-Odd",1991,77301,199509
"Moses-Norton","Pink-Odd",1993,48351,75285
"Moses-Norton","Pink-Odd",1995,47405,39829
"Moses-Norton","Pink-Odd",1997,7905,44296
"Moses-Norton","Pink-Odd",1999,15016,4398
"Moses-Norton","Pink-Odd",2001,40107,8423
"Moses-Norton","Pink-Odd",2003,774122,33399
"Moses-Norton","Pink-Odd",2005,139965,770401
"Moses-Norton","Pink-Odd",2007,250217,136575
"Moses-Norton","Pink-Odd",2009,28123,245594
"East Haida Gwaii","Pink-Even",1954,615093.4294,687252.0317
"East Haida Gwaii","Pink-Even",1956,946885.2657,461252.5534
"East Haida Gwaii","Pink-Even",1958,816593.9373,522612.5542
"East Haida Gwaii","Pink-Even",1960,1913162.821,620638.939
"East Haida Gwaii","Pink-Even",1962,240287.4751,1069696.569
"East Haida Gwaii","Pink-Even",1964,1036136.661,202638.6236
"East Haida Gwaii","Pink-Even",1966,1687290.412,760784.629
"East Haida Gwaii","Pink-Even",1968,1880546.309,1202772.539
"East Haida Gwaii","Pink-Even",1970,1542638.781,1303134.607
"East Haida Gwaii","Pink-Even",1972,828282.8659,1166380.228
"East Haida Gwaii","Pink-Even",1974,2436253.378,606765.0423
"East Haida Gwaii","Pink-Even",1976,1004251.218,818417.5886
"East Haida Gwaii","Pink-Even",1978,400898.8518,757790.4682
"East Haida Gwaii","Pink-Even",1980,232363.4626,399896.0156
"East Haida Gwaii","Pink-Even",1982,340785.7191,232264.4788
"East Haida Gwaii","Pink-Even",1984,1416280.558,297166.8426
"East Haida Gwaii","Pink-Even",1986,1015864.688,1063193.221
"East Haida Gwaii","Pink-Even",1988,1668756.422,877645.2606
"East Haida Gwaii","Pink-Even",1990,1030981.411,1333403.189
"East Haida Gwaii","Pink-Even",1992,840502.3266,1007377.266
"East Haida Gwaii","Pink-Even",1994,940202.4686,755703.1753
"East Haida Gwaii","Pink-Even",1996,974998.5734,919570.838
"East Haida Gwaii","Pink-Even",1998,468051.0976,825195.038
"East Haida Gwaii","Pink-Even",2000,655020.4891,453641.4508
"East Haida Gwaii","Pink-Even",2002,384839.2085,634257.8799
"East Haida Gwaii","Pink-Even",2004,323491.6968,384839.2085
"East Haida Gwaii","Pink-Even",2006,471187.1454,288411.4258
"East Haida Gwaii","Pink-Even",2008,1670522.555,471187.1454
"East Haida Gwaii","Pink-Even",2010,1641400.747,1419559.54
"East Haida Gwaii","Pink-Even",2012,1479993.322,1422436.506
"East Haida Gwaii","Pink-Even",2014,0,1479993.322
"East Haida Gwaii","Pink-Even",2016,0,268328.5814
"East Haida Gwaii","Pink-Even",2018,0,738049.8247
"East Haida Gwaii","Pink-Odd",1955,244237.4275,46770.32429
"East Haida Gwaii","Pink-Odd",1957,289976.9161,88675.4549
"East Haida Gwaii","Pink-Odd",1959,68544.9254,284211.8842
"East Haida Gwaii","Pink-Odd",1961,119836.7723,53848.60834
"East Haida Gwaii","Pink-Odd",1963,49966.10108,119833.1552
"East Haida Gwaii","Pink-Odd",1965,115287.1505,49770.77715
"East Haida Gwaii","Pink-Odd",1967,268275.4025,112248.7783
"East Haida Gwaii","Pink-Odd",1969,50407.82756,245006.5353
"East Haida Gwaii","Pink-Odd",1971,67661.58163,49698.73239
"East Haida Gwaii","Pink-Odd",1973,35528.94792,67286.91108
"East Haida Gwaii","Pink-Odd",1975,15947.02903,30101.4952
"East Haida Gwaii","Pink-Odd",1977,32639.17329,13135.56253
"East Haida Gwaii","Pink-Odd",1979,12104.78132,32639.17329
"East Haida Gwaii","Pink-Odd",1981,23483.5782,11900.23634
"East Haida Gwaii","Pink-Odd",1983,42354.89501,23483.5782
"East Haida Gwaii","Pink-Odd",1985,68356.48834,31926.43595
"East Haida Gwaii","Pink-Odd",1987,46503.19227,68096.36049
"East Haida Gwaii","Pink-Odd",1989,23471.73073,43487.26546
"East Haida Gwaii","Pink-Odd",1991,26605.9879,23366.65577
"East Haida Gwaii","Pink-Odd",1993,6868.333623,26447.60284
"East Haida Gwaii","Pink-Odd",1995,6415.472412,6840.519662
"East Haida Gwaii","Pink-Odd",1997,6396.220138,6226.955561
"East Haida Gwaii","Pink-Odd",1999,13846.34148,6396.220138
"East Haida Gwaii","Pink-Odd",2001,11919.95795,13846.34148
"East Haida Gwaii","Pink-Odd",2003,222185.6781,11919.95795
"East Haida Gwaii","Pink-Odd",2005,75282.97198,222185.6781
"East Haida Gwaii","Pink-Odd",2007,64286.77935,75282.97198
"East Haida Gwaii","Pink-Odd",2009,144434.8589,64286.77935
"East Haida Gwaii","Pink-Odd",2011,77908.2219,144434.8589
"East Haida Gwaii","Pink-Odd",2013,0,77908.2219
"East Haida Gwaii","Pink-Odd",2015,0,72467.70361
"East Haida Gwaii","Pink-Odd",2017,0,57705.76399
"East Haida Gwaii","Pink-Odd",2019,0,27312.27229
"West Haida Gwaii","Pink-Even",1954,361542.946,665685.0031
"West Haida Gwaii","Pink-Even",1956,486271.7427,277517.7309
"West Haida Gwaii","Pink-Even",1958,335681.6579,299581.9479
"West Haida Gwaii","Pink-Even",1960,290024.2746,170773.8066
"West Haida Gwaii","Pink-Even",1962,145754.929,289963.2439
"West Haida Gwaii","Pink-Even",1964,631313.8493,144355.2258
"West Haida Gwaii","Pink-Even",1966,487754.629,432437.9321
"West Haida Gwaii","Pink-Even",1968,761719.7948,269390.921
"West Haida Gwaii","Pink-Even",1970,1204238.259,444956.6499
"West Haida Gwaii","Pink-Even",1972,408785.9001,561736.4603
"West Haida Gwaii","Pink-Even",1974,78377.92299,197467.7318
"West Haida Gwaii","Pink-Even",1976,466482.5087,65916.66233
"West Haida Gwaii","Pink-Even",1978,347712.881,242330.8927
"West Haida Gwaii","Pink-Even",1980,200993.0006,266684.1714
"West Haida Gwaii","Pink-Even",1982,227967.0138,185316.1244
"West Haida Gwaii","Pink-Even",1984,531051.374,107526.5033
"West Haida Gwaii","Pink-Even",1986,344120.2097,430035.6227
"West Haida Gwaii","Pink-Even",1988,565202.725,275269.6185
"West Haida Gwaii","Pink-Even",1990,272704.34,285667.2837
"West Haida Gwaii","Pink-Even",1992,193654.7488,154969.1888
"West Haida Gwaii","Pink-Even",1994,249678.6443,152879.2628
"West Haida Gwaii","Pink-Even",1996,833241.0576,249678.6443
"West Haida Gwaii","Pink-Even",1998,987120.5153,356388.4822
"West Haida Gwaii","Pink-Even",2000,399205.3137,482633.0559
"West Haida Gwaii","Pink-Even",2002,80648.07658,377616.4673
"West Haida Gwaii","Pink-Even",2004,32468.5816,53071.2217
"West Haida Gwaii","Pink-Even",2006,80936.49804,32468.5816
"West Haida Gwaii","Pink-Even",2008,595093.8677,80936.49804
"West Haida Gwaii","Pink-Even",2010,482421.1457,581086.8304
"West Haida Gwaii","Pink-Even",2012,185536.7997,482421.1457
"West Haida Gwaii","Pink-Even",2014,0,185536.7997
"West Haida Gwaii","Pink-Even",2016,0,7002.010952
"West Haida Gwaii","Pink-Even",2018,0,19092.25276
"Hecate Lowlands","Pink-Even",1954,2271842.278,617914.2229
"Hecate Lowlands","Pink-Even",1956,1264102.358,997293.0352
"Hecate Lowlands","Pink-Even",1958,1343416.65,386030.1696
"Hecate Lowlands","Pink-Even",1960,3794720.805,485666.0786
"Hecate Lowlands","Pink-Even",1962,2805237.688,1174318.677
"Hecate Lowlands","Pink-Even",1964,3895026.34,842690.8303
"Hecate Lowlands","Pink-Even",1966,4919482.592,1205155.676
"Hecate Lowlands","Pink-Even",1968,2650759.823,1316517.808
"Hecate Lowlands","Pink-Even",1970,2212039.594,788074.9212
"Hecate Lowlands","Pink-Even",1972,1792555.256,749848.12
"Hecate Lowlands","Pink-Even",1974,2907741.868,782915.4713
"Hecate Lowlands","Pink-Even",1976,2160679.773,1388151.735
"Hecate Lowlands","Pink-Even",1978,1279808.817,1038646.093
"Hecate Lowlands","Pink-Even",1980,853385.1768,702365.1211
"Hecate Lowlands","Pink-Even",1982,1588953.552,628620.0878
"Hecate Lowlands","Pink-Even",1984,2865332.162,1016611.793
"Hecate Lowlands","Pink-Even",1986,2204648.12,1328542.65
"Hecate Lowlands","Pink-Even",1988,2909734.927,929644.4934
"Hecate Lowlands","Pink-Even",1990,729751.9006,1350468.666
"Hecate Lowlands","Pink-Even",1992,708367.0263,364747.1739
"Hecate Lowlands","Pink-Even",1994,1513255.418,477515.1319
"Hecate Lowlands","Pink-Even",1996,519469.1999,1305915.691
"Hecate Lowlands","Pink-Even",1998,1189306.654,457943.2488
"Hecate Lowlands","Pink-Even",2000,1651719.651,1103046.071
"Hecate Lowlands","Pink-Even",2002,1025608.543,1351720.383
"Hecate Lowlands","Pink-Even",2004,459758.3745,850779.0265
"Hecate Lowlands","Pink-Even",2006,368844.1864,427319.8196
"Hecate Lowlands","Pink-Even",2008,393014.6647,367560.1937
"Hecate Lowlands","Pink-Even",2010,764767.9517,388932.8707
"Hecate Lowlands","Pink-Even",2012,1637688.56,752949.8692
"Hecate Lowlands","Pink-Even",2014,348086.4273,1397904.068
"Hecate Lowlands","Pink-Even",2016,113095.9684,263258.4159
"Hecate Lowlands","Pink-Even",2018,537833.5165,110542.1177
"Hecate Strait-Fjords (even)","Pink-Even",1954,3825449.781,719646.5623
"Hecate Strait-Fjords (even)","Pink-Even",1956,3283416.786,1827670.356
"Hecate Strait-Fjords (even)","Pink-Even",1958,9013460.608,961989.1373
"Hecate Strait-Fjords (even)","Pink-Even",1960,32855873.49,3255508.441
"Hecate Strait-Fjords (even)","Pink-Even",1962,9702463.28,10716161.57
"Hecate Strait-Fjords (even)","Pink-Even",1964,9539213.612,3180324.76
"Hecate Strait-Fjords (even)","Pink-Even",1966,18335305.74,3259006.135
"Hecate Strait-Fjords (even)","Pink-Even",1968,6081340.951,5029543.925
"Hecate Strait-Fjords (even)","Pink-Even",1970,11684463.41,2035198.097
"Hecate Strait-Fjords (even)","Pink-Even",1972,8041627.133,4109697.542
"Hecate Strait-Fjords (even)","Pink-Even",1974,6932165.24,3003212.337
"Hecate Strait-Fjords (even)","Pink-Even",1976,10217630.69,3395333.337
"Hecate Strait-Fjords (even)","Pink-Even",1978,6155317.874,4842455.505
"Hecate Strait-Fjords (even)","Pink-Even",1980,1434578.459,3592314.524
"Hecate Strait-Fjords (even)","Pink-Even",1982,3916650.131,1079425.929
"Hecate Strait-Fjords (even)","Pink-Even",1984,17097241.09,2721936.035
"Hecate Strait-Fjords (even)","Pink-Even",1986,17251899.78,8735211.085
"Hecate Strait-Fjords (even)","Pink-Even",1988,10876290.68,7203353.995
"Hecate Strait-Fjords (even)","Pink-Even",1990,14144345.91,5431473.331
"Hecate Strait-Fjords (even)","Pink-Even",1992,1862119.606,7867158.334
"Hecate Strait-Fjords (even)","Pink-Even",1994,5667216.457,1253867.911
"Hecate Strait-Fjords (even)","Pink-Even",1996,2964731.108,5169370.699
"Hecate Strait-Fjords (even)","Pink-Even",1998,6226675.394,2545947.743
"Hecate Strait-Fjords (even)","Pink-Even",2000,6843433.211,5756327.048
"Hecate Strait-Fjords (even)","Pink-Even",2002,2906514.928,5848438.295
"Hecate Strait-Fjords (even)","Pink-Even",2004,853749.1759,2542877.734
"Hecate Strait-Fjords (even)","Pink-Even",2006,924240.7958,815178.0066
"Hecate Strait-Fjords (even)","Pink-Even",2008,839848.1656,921529.2515
"Hecate Strait-Fjords (even)","Pink-Even",2010,3502607.233,829662.9745
"Hecate Strait-Fjords (even)","Pink-Even",2012,4307991.881,3435341.998
"Hecate Strait-Fjords (even)","Pink-Even",2014,8531691.815,3636576.854
"Hecate Strait-Fjords (even)","Pink-Even",2016,748632.7934,5911811.768
"Hecate Strait-Fjords (even)","Pink-Even",2018,14208909.05,726092.6865
"Nass-Skeena Estuary (even)","Pink-Even",1954,2730879.86,843146.4085
"Nass-Skeena Estuary (even)","Pink-Even",1956,2959868.364,493389.4356
"Nass-Skeena Estuary (even)","Pink-Even",1958,601963.5699,530174.4041
"Nass-Skeena Estuary (even)","Pink-Even",1960,3009388.502,380813.6975
"Nass-Skeena Estuary (even)","Pink-Even",1962,5127530.661,1892596.519
"Nass-Skeena Estuary (even)","Pink-Even",1964,3167630.868,3132560.747
"Nass-Skeena Estuary (even)","Pink-Even",1966,10600510.45,1577170.096
"Nass-Skeena Estuary (even)","Pink-Even",1968,4108034.41,2807509.029
"Nass-Skeena Estuary (even)","Pink-Even",1970,7631780.679,1521989.602
"Nass-Skeena Estuary (even)","Pink-Even",1972,1236123.39,2527505.497
"Nass-Skeena Estuary (even)","Pink-Even",1974,1487365.552,766904.814
"Nass-Skeena Estuary (even)","Pink-Even",1976,5308951.183,992919.1523
"Nass-Skeena Estuary (even)","Pink-Even",1978,5026852.33,1145818.206
"Nass-Skeena Estuary (even)","Pink-Even",1980,2798775.734,1018334.707
"Nass-Skeena Estuary (even)","Pink-Even",1982,9142688.268,1238836.568
"Nass-Skeena Estuary (even)","Pink-Even",1984,18216279.09,2468996.447
"Nass-Skeena Estuary (even)","Pink-Even",1986,4961840.638,2943006.135
"Nass-Skeena Estuary (even)","Pink-Even",1988,18782678.19,1442671.658
"Nass-Skeena Estuary (even)","Pink-Even",1990,3464651.053,3431779.782
"Nass-Skeena Estuary (even)","Pink-Even",1992,1136072.405,597071.6236
"Nass-Skeena Estuary (even)","Pink-Even",1994,10585266.66,419130.1092
"Nass-Skeena Estuary (even)","Pink-Even",1996,1400924.197,2797784.062
"Nass-Skeena Estuary (even)","Pink-Even",1998,2006785.62,522623.4823
"Nass-Skeena Estuary (even)","Pink-Even",2000,7508887.163,1094709.468
"Nass-Skeena Estuary (even)","Pink-Even",2002,5154232.507,2281210.012
"Nass-Skeena Estuary (even)","Pink-Even",2004,694936.5144,2220775.911
"Nass-Skeena Estuary (even)","Pink-Even",2006,253972.7676,394699.5611
"Nass-Skeena Estuary (even)","Pink-Even",2008,1125460.635,213534.3265
"Nass-Skeena Estuary (even)","Pink-Even",2010,1686480.16,1009340.074
"Nass-Skeena Estuary (even)","Pink-Even",2012,7538300.771,1033669.728
"Nass-Skeena Estuary (even)","Pink-Even",2014,2798712.539,3624384.153
"Nass-Skeena Estuary (even)","Pink-Even",2016,471303.1582,824510.0274
"Nass-Skeena Estuary (even)","Pink-Even",2018,362580.8329,351318.5179
"Middle-Upper Skeena (even)","Pink-Even",1954,187758.9275,171035.1379
"Middle-Upper Skeena (even)","Pink-Even",1956,584090.8503,80374.93005
"Middle-Upper Skeena (even)","Pink-Even",1958,100825.0065,226249.5853
"Middle-Upper Skeena (even)","Pink-Even",1960,337492.3346,63673.97296
"Middle-Upper Skeena (even)","Pink-Even",1962,211571.0166,245096.6291
"Middle-Upper Skeena (even)","Pink-Even",1964,484190.2494,154730.5676
"Middle-Upper Skeena (even)","Pink-Even",1966,571916.1044,247203.5328
"Middle-Upper Skeena (even)","Pink-Even",1968,1126368.143,497652.7208
"Middle-Upper Skeena (even)","Pink-Even",1970,578821.2011,777840.3758
"Middle-Upper Skeena (even)","Pink-Even",1972,120195.5289,441711.3357
"Middle-Upper Skeena (even)","Pink-Even",1974,727398.1888,80451.22247
"Middle-Upper Skeena (even)","Pink-Even",1976,1297821.114,623260.5809
"Middle-Upper Skeena (even)","Pink-Even",1978,697881.6308,1012010.947
"Middle-Upper Skeena (even)","Pink-Even",1980,1231084.912,607592.333
"Middle-Upper Skeena (even)","Pink-Even",1982,555513.6437,972486.3684
"Middle-Upper Skeena (even)","Pink-Even",1984,1285565.199,359934.8885
"Middle-Upper Skeena (even)","Pink-Even",1986,416916.5492,878762.938
"Middle-Upper Skeena (even)","Pink-Even",1988,1951484.486,285864.8922
"Middle-Upper Skeena (even)","Pink-Even",1990,2834631.42,1593104.759
"Middle-Upper Skeena (even)","Pink-Even",1992,401310.7047,1193579.289
"Middle-Upper Skeena (even)","Pink-Even",1994,1992313.021,238891.9771
"Middle-Upper Skeena (even)","Pink-Even",1996,220747.1726,1355995.193
"Middle-Upper Skeena (even)","Pink-Even",1998,419018.2468,212595.0382
"Middle-Upper Skeena (even)","Pink-Even",2000,199944.2073,267430.4099
"Middle-Upper Skeena (even)","Pink-Even",2002,291006.887,128177.5184
"Middle-Upper Skeena (even)","Pink-Even",2004,321738.1778,258506.9939
"Middle-Upper Skeena (even)","Pink-Even",2006,166218.6792,128291.2068
"Middle-Upper Skeena (even)","Pink-Even",2008,187593.3743,82519.05245
"Middle-Upper Skeena (even)","Pink-Even",2010,164677.5879,183371.9734
"Middle-Upper Skeena (even)","Pink-Even",2012,612968.5292,154537.2197
"Middle-Upper Skeena (even)","Pink-Even",2014,296216.4526,488533.7201
"Middle-Upper Skeena (even)","Pink-Even",2016,40715.58064,186673.7774
"Middle-Upper Skeena (even)","Pink-Even",2018,20764.06217,25925.86065
"North Haida Gwaii","Pink-Even",1954,870934.1798,680032.6165
"North Haida Gwaii","Pink-Even",1956,1193728.023,724076.1798
"North Haida Gwaii","Pink-Even",1958,167076.5205,643036.0234
"North Haida Gwaii","Pink-Even",1960,339237.4075,126965.5205
"North Haida Gwaii","Pink-Even",1962,870420.0356,219796.4075
"North Haida Gwaii","Pink-Even",1964,2959786.268,640373.0356
"North Haida Gwaii","Pink-Even",1966,2869152.251,1672758.268
"North Haida Gwaii","Pink-Even",1968,887471.9467,2040700.251
"North Haida Gwaii","Pink-Even",1970,713316.095,629829.9467
"North Haida Gwaii","Pink-Even",1972,372717.3582,521552.095
"North Haida Gwaii","Pink-Even",1974,435975.7615,295904.3582
"North Haida Gwaii","Pink-Even",1976,351772.5886,430631.7615
"North Haida Gwaii","Pink-Even",1978,535335.8507,333925.5886
"North Haida Gwaii","Pink-Even",1980,563470.2835,429221.8507
"North Haida Gwaii","Pink-Even",1982,2529414.131,545373.2835
"North Haida Gwaii","Pink-Even",1984,2108244.665,1848423.131
"North Haida Gwaii","Pink-Even",1986,1033015.694,1241512.665
"North Haida Gwaii","Pink-Even",1988,3483142.679,847674.6944
"North Haida Gwaii","Pink-Even",1990,1928340.392,2113318.679
"North Haida Gwaii","Pink-Even",1992,1038130.093,1483057.392
"North Haida Gwaii","Pink-Even",1994,4925890.744,961015.0934
"North Haida Gwaii","Pink-Even",1996,1201653.841,4417163.744
"North Haida Gwaii","Pink-Even",1998,737354.1117,1132488.841
"North Haida Gwaii","Pink-Even",2000,1504018.982,736793.1117
"North Haida Gwaii","Pink-Even",2002,305668.8592,1504018.982
"North Haida Gwaii","Pink-Even",2004,375986.5663,305668.8592
"North Haida Gwaii","Pink-Even",2006,916824.3915,375913.5663
"North Haida Gwaii","Pink-Even",2008,1991803.581,916824.3915
"North Haida Gwaii","Pink-Even",2010,276306.1338,1803803.581
"North Haida Gwaii","Pink-Even",2012,0,276306.1338
"North Haida Gwaii","Pink-Even",2016,0,392260.9572
"North Haida Gwaii","Pink-Even",2018,1559697.984,1114193.631
"Hecate Strait-Lowlands","Pink-Odd",1955,1834262.463,529531.4715
"Hecate Strait-Lowlands","Pink-Odd",1957,601563.3063,857339.1842
"Hecate Strait-Lowlands","Pink-Odd",1959,1588491.896,377220.7475
"Hecate Strait-Lowlands","Pink-Odd",1961,1548632.142,590162.5549
"Hecate Strait-Lowlands","Pink-Odd",1963,859886.9413,741924.3579
"Hecate Strait-Lowlands","Pink-Odd",1965,373727.518,301842.9463
"Hecate Strait-Lowlands","Pink-Odd",1967,803355.9445,155943.682
"Hecate Strait-Lowlands","Pink-Odd",1969,1374964.201,379423.9089
"Hecate Strait-Lowlands","Pink-Odd",1971,769791.0416,904990.7869
"Hecate Strait-Lowlands","Pink-Odd",1973,893964.4612,363658.4377
"Hecate Strait-Lowlands","Pink-Odd",1975,1966421.408,535425.2075
"Hecate Strait-Lowlands","Pink-Odd",1977,1256686.242,910363.4897
"Hecate Strait-Lowlands","Pink-Odd",1979,1449808.862,766786.39
"Hecate Strait-Lowlands","Pink-Odd",1981,782863.1963,741109.0199
"Hecate Strait-Lowlands","Pink-Odd",1983,1906992.929,511183.9875
"Hecate Strait-Lowlands","Pink-Odd",1985,677694.1925,1134395.529
"Hecate Strait-Lowlands","Pink-Odd",1987,591860.7537,329642.3815
"Hecate Strait-Lowlands","Pink-Odd",1989,865767.9826,479677.382
"Hecate Strait-Lowlands","Pink-Odd",1991,350415.11,565715.5728
"Hecate Strait-Lowlands","Pink-Odd",1993,753058.8049,284188.2787
"Hecate Strait-Lowlands","Pink-Odd",1995,478467.4186,612356.6537
"Hecate Strait-Lowlands","Pink-Odd",1997,909996.9807,432643.9277
"Hecate Strait-Lowlands","Pink-Odd",1999,2162779.523,857748.7762
"Hecate Strait-Lowlands","Pink-Odd",2001,1270735.437,1693072.304
"Hecate Strait-Lowlands","Pink-Odd",2003,1395367.557,982271.8965
"Hecate Strait-Lowlands","Pink-Odd",2005,1174882.702,1114206.512
"Hecate Strait-Lowlands","Pink-Odd",2007,2296726.5,929572.2666
"Hecate Strait-Lowlands","Pink-Odd",2009,771564.3234,1948209.547
"Hecate Strait-Lowlands","Pink-Odd",2011,1586505.706,696271.0483
"Hecate Strait-Lowlands","Pink-Odd",2013,247018.1045,1352356.584
"Hecate Strait-Lowlands","Pink-Odd",2015,250857.184,195325.6301
"Hecate Strait-Lowlands","Pink-Odd",2017,369784.4007,214949.8627
"Hecate Strait-Lowlands","Pink-Odd",2019,614739.0165,368118.8755
"Hecate Strait-Fjords (odd)","Pink-Odd",1955,805598.0713,514820.2382
"Hecate Strait-Fjords (odd)","Pink-Odd",1957,885982.4682,454672.4201
"Hecate Strait-Fjords (odd)","Pink-Odd",1959,3285009.677,644204.1589
"Hecate Strait-Fjords (odd)","Pink-Odd",1961,5569579.914,1668084.541
"Hecate Strait-Fjords (odd)","Pink-Odd",1963,2729301.005,2838326.043
"Hecate Strait-Fjords (odd)","Pink-Odd",1965,484646.6966,897778.8046
"Hecate Strait-Fjords (odd)","Pink-Odd",1967,433314.0283,333100.556
"Hecate Strait-Fjords (odd)","Pink-Odd",1969,1178407.345,370675.2427
"Hecate Strait-Fjords (odd)","Pink-Odd",1971,1114040.979,911051.4362
"Hecate Strait-Fjords (odd)","Pink-Odd",1973,800403.2206,644848.6146
"Hecate Strait-Fjords (odd)","Pink-Odd",1975,598948.3109,557604.4194
"Hecate Strait-Fjords (odd)","Pink-Odd",1977,2084226.466,347902.5897
"Hecate Strait-Fjords (odd)","Pink-Odd",1979,3064312.611,1238863.102
"Hecate Strait-Fjords (odd)","Pink-Odd",1981,2222121.665,1048673.224
"Hecate Strait-Fjords (odd)","Pink-Odd",1983,3450182.607,1292855.484
"Hecate Strait-Fjords (odd)","Pink-Odd",1985,1905791.798,1895938.971
"Hecate Strait-Fjords (odd)","Pink-Odd",1987,1360448,926252.0172
"Hecate Strait-Fjords (odd)","Pink-Odd",1989,1430796.589,1223419.256
"Hecate Strait-Fjords (odd)","Pink-Odd",1991,835610.1581,1085832.581
"Hecate Strait-Fjords (odd)","Pink-Odd",1993,1270926.712,780896.7265
"Hecate Strait-Fjords (odd)","Pink-Odd",1995,850204.8165,1117902.657
"Hecate Strait-Fjords (odd)","Pink-Odd",1997,1284461.543,721978.1742
"Hecate Strait-Fjords (odd)","Pink-Odd",1999,4444274.163,1174725.556
"Hecate Strait-Fjords (odd)","Pink-Odd",2001,5535229.968,3256587.879
"Hecate Strait-Fjords (odd)","Pink-Odd",2003,4397383.369,3751493.877
"Hecate Strait-Fjords (odd)","Pink-Odd",2005,3486494.342,2946960.339
"Hecate Strait-Fjords (odd)","Pink-Odd",2007,6499228.803,2799915.431
"Hecate Strait-Fjords (odd)","Pink-Odd",2009,1725887.553,5038582.517
"Hecate Strait-Fjords (odd)","Pink-Odd",2011,8376430.179,1452931.528
"Hecate Strait-Fjords (odd)","Pink-Odd",2013,845591.3634,6315996.61
"Hecate Strait-Fjords (odd)","Pink-Odd",2015,1920387.164,668637.8967
"Hecate Strait-Fjords (odd)","Pink-Odd",2017,564823.0958,1645505.824
"Hecate Strait-Fjords (odd)","Pink-Odd",2019,1295151.773,562279.1077
"Nass-Skeena Estuary (odd)","Pink-Odd",1955,1024647.951,129859.5784
"Nass-Skeena Estuary (odd)","Pink-Odd",1957,204375.1289,61793.64554
"Nass-Skeena Estuary (odd)","Pink-Odd",1959,333110.9443,114362.2957
"Nass-Skeena Estuary (odd)","Pink-Odd",1961,161756.9988,177792.2433
"Nass-Skeena Estuary (odd)","Pink-Odd",1963,231041.4492,114449.8848
"Nass-Skeena Estuary (odd)","Pink-Odd",1965,159353.2661,90133.11681
"Nass-Skeena Estuary (odd)","Pink-Odd",1967,132045.6808,23546.63125
"Nass-Skeena Estuary (odd)","Pink-Odd",1969,298187.209,37823.77579
"Nass-Skeena Estuary (odd)","Pink-Odd",1971,120472.3926,138825.7609
"Nass-Skeena Estuary (odd)","Pink-Odd",1973,116773.6329,45482.30891
"Nass-Skeena Estuary (odd)","Pink-Odd",1975,474560.9888,71896.43333
"Nass-Skeena Estuary (odd)","Pink-Odd",1977,152401.4084,62049.74789
"Nass-Skeena Estuary (odd)","Pink-Odd",1979,276101.4667,41245.13974
"Nass-Skeena Estuary (odd)","Pink-Odd",1981,1928308.201,92749.19184
"Nass-Skeena Estuary (odd)","Pink-Odd",1983,1107432.551,217065.5595
"Nass-Skeena Estuary (odd)","Pink-Odd",1985,729418.7127,260980.5311
"Nass-Skeena Estuary (odd)","Pink-Odd",1987,2524211.872,94112.27943
"Nass-Skeena Estuary (odd)","Pink-Odd",1989,4070629.561,509230.3046
"Nass-Skeena Estuary (odd)","Pink-Odd",1991,406105.4446,222481.5049
"Nass-Skeena Estuary (odd)","Pink-Odd",1993,1404982.053,81181.64277
"Nass-Skeena Estuary (odd)","Pink-Odd",1995,213242.5989,199110.2791
"Nass-Skeena Estuary (odd)","Pink-Odd",1997,2828551.448,88662.32893
"Nass-Skeena Estuary (odd)","Pink-Odd",1999,911267.9562,378998.624
"Nass-Skeena Estuary (odd)","Pink-Odd",2001,1561812.797,500485.1753
"Nass-Skeena Estuary (odd)","Pink-Odd",2003,2006745.972,621162.5696
"Nass-Skeena Estuary (odd)","Pink-Odd",2005,1845783.399,847286.4997
"Nass-Skeena Estuary (odd)","Pink-Odd",2007,777475.0922,512659.5253
"Nass-Skeena Estuary (odd)","Pink-Odd",2009,266322.5598,415208.4834
"Nass-Skeena Estuary (odd)","Pink-Odd",2011,1471577.993,108918.9943
"Nass-Skeena Estuary (odd)","Pink-Odd",2013,193327.1718,550907.8955
"Nass-Skeena Estuary (odd)","Pink-Odd",2015,222864.9977,103422.6021
"Nass-Skeena Estuary (odd)","Pink-Odd",2017,35699.62725,104406.2231
"Nass-Skeena Estuary (odd)","Pink-Odd",2019,263952.7732,29374.50396
"Middle-Upper Skeena (odd)","Pink-Odd",1955,1980442.743,302225.1018
"Middle-Upper Skeena (odd)","Pink-Odd",1957,1254353.784,657126.0225
"Middle-Upper Skeena (odd)","Pink-Odd",1959,915896.0407,881942.3359
"Middle-Upper Skeena (odd)","Pink-Odd",1961,918162.321,516878.3515
"Middle-Upper Skeena (odd)","Pink-Odd",1963,309320.4059,743668.8924
"Middle-Upper Skeena (odd)","Pink-Odd",1965,577756.4846,292399.6755
"Middle-Upper Skeena (odd)","Pink-Odd",1967,880106.0024,409356.6986
"Middle-Upper Skeena (odd)","Pink-Odd",1969,1445485.341,720034.9128
"Middle-Upper Skeena (odd)","Pink-Odd",1971,973353.8395,947238.2868
"Middle-Upper Skeena (odd)","Pink-Odd",1973,1477805.321,750746.8437
"Middle-Upper Skeena (odd)","Pink-Odd",1975,1554608.112,1270862.376
"Middle-Upper Skeena (odd)","Pink-Odd",1977,376955.1525,831132.5539
"Middle-Upper Skeena (odd)","Pink-Odd",1979,983505.8865,217762.3095
"Middle-Upper Skeena (odd)","Pink-Odd",1981,2152185.289,676789.9403
