,stock.id,species,stock.name,lat,lon,region,ocean.basin,state,begin,end,n.years,m.spawners,m.recruits,source,url,comments
49,49,Sockeye,Kitwanga-Sockeye,54.22,-129.831,Skeena,NC,BC,1960,2018,23,3.017043478,4.125130435,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
50,50,Sockeye,Kwinageese-Sockeye,54.99,-130.02,Nass,NC,BC,1982,2018,37,10.52905405,20.76091892,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
51,51,Sockeye,Lakelse-Sockeye,54.22,-129.831,Skeena,NC,BC,1960,2018,59,16.00833898,19.33372881,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
52,52,Sockeye,Lower Nass Sea & River Type-Sockeye,54.99,-130.02,Nass,NC,BC,1982,2018,37,9.864783784,18.37589189,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
53,53,Sockeye,Mcdonell-Sockeye,54.22,-129.831,Skeena,NC,BC,1960,2018,46,3.971152174,5.611543478,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
54,54,Sockeye,Meziadin-Sockeye,54.99,-130.02,Nass,NC,BC,1982,2018,37,281.7934595,622.4831622,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
55,55,Sockeye,Morice-Sockeye,54.22,-129.831,Skeena,NC,BC,1960,2017,58,11.37394828,27.23631034,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
56,56,Sockeye,Motase-Sockeye,54.22,-129.831,Skeena,NC,BC,1970,2018,21,0.593571429,1.091238095,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
57,57,Sockeye,Slamgeesh-Sockeye,54.22,-129.831,Skeena,NC,BC,2000,2018,19,0.487210526,0.661,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
58,58,Sockeye,Sustut-Sockeye,54.22,-129.831,Skeena,NC,BC,1960,2017,28,1.156535714,3.606821429,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
59,59,Sockeye,Swan-Stephens-Sockeye,54.22,-129.831,Skeena,NC,BC,1960,2018,58,16.97313793,31.06998276,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
60,60,Sockeye,Upper Nass River Type-Sockeye,54.99,-130.02,Nass,NC,BC,1982,2018,37,0.715675676,1.855054054,"C. Carr-Harris & G. Pestal, DFO, 2026",NA,NA
61,61,Sockeye,Owikeno-Sockeye,51.68,-127.306,Central Coast,SC,BC,1954,2011,58,554.5099655,790.2854828,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
62,62,Sockeye,Canoona-Sockeye,53.08,-128.555,Central Coast,SC,BC,1975,2014,31,3.34516129,5.479903226,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
63,63,Sockeye,Evelyn-Sockeye,53.56,-128.958,Central Coast,SC,BC,1954,2014,49,1.693061224,3.461510204,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
64,64,Sockeye,Kainet Creek-Sockeye,52.75,-127.886,Central Coast,SC,BC,1956,2013,37,2.031351351,4.788216216,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
65,65,Sockeye,Hartley Bay-Sockeye,53.42,-129.247,Central Coast,SC,BC,1955,2014,31,1.413225806,2.427774194,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
66,66,Sockeye,Koeye-Sockeye,51.77,-127.885,Central Coast,SC,BC,1954,2015,30,5.321066667,13.37493333,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
67,67,Sockeye,Kwakwa Creek-Sockeye,52.55,-128.73,Central Coast,SC,BC,1954,2008,48,3.884375,5.673791667,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
68,68,Sockeye,Namu-Sockeye,51.86,-127.868,Central Coast,SC,BC,1954,2015,25,4.6208,6.71048,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
69,69,Sockeye,Port John-Sockeye,52.12,-127.852,Central Coast,SC,BC,1954,2010,18,1.076222222,2.060833333,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
70,70,Sockeye,Roderick-Sockeye,52.6,-128.45,Central Coast,SC,BC,1954,2012,14,1.367142857,1.047642857,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
71,71,Sockeye,Tankeeah River-Sockeye,52.29,-128.259,Central Coast,SC,BC,1954,2008,37,4.977027027,12.82289189,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
72,72,Sockeye,Tsimtack-Moore-Roger-Sockeye,53.36,-129.46,Central Coast,SC,BC,1960,2011,16,4.055625,6.7899375,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
73,73,Sockeye,Awun-Sockeye,53.665,-132.523,Haida Gwaii,NC,BC,1957,2016,53,6.550943396,8.280660377,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
74,74,Sockeye,Marian-Eden-Sockeye,53.975,-132.643,Haida Gwaii,NC,BC,1954,2016,45,14.07111111,16.17582222,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
75,75,Sockeye,Skidegate-Sockeye,53.167,-131.789,Haida Gwaii,NC,BC,1956,2016,60,22.66651667,25.324,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
76,76,Sockeye,Yakoun-Sockeye,53.682,-132.235,Haida Gwaii,NC,BC,1957,2016,54,15.57592593,20.13640741,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
77,77,Sockeye,Nimpkish-Sockeye,50.576,-126.96,South Coast,SC,BC,1970,2012,43,58.37513953,65.47993023,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,NA
78,78,Sockeye,Kvichak-Sockeye,57.5,-157.6,Bristol Bay,BS,AK,1963,2014,52,4897.16275,10382.631,"A. Munro, ADFG, 2023",NA,NA
79,79,Sockeye,Alagnak-Sockeye,58.25,-157.38,Bristol Bay,BS,AK,1963,2014,52,824.4837885,2010.944769,"A. Munro, ADFG, 2023",NA,NA
80,80,Sockeye,Naknek-Sockeye,58.78,-157.08,Bristol Bay,BS,AK,1963,2014,52,1408.975885,4400.853615,"A. Munro, ADFG, 2023",NA,NA
81,81,Sockeye,Ugashik-Sockeye,58.85,-158.5,Bristol Bay,BS,AK,1963,2014,52,924.8109231,3356.575981,"A. Munro, ADFG, 2023",NA,NA
82,82,Sockeye,Egegik-Sockeye,58.85,-157.03,Bristol Bay,BS,AK,1963,2014,52,1158.393654,6807.491288,"A. Munro, ADFG, 2023",NA,NA
83,83,Sockeye,Nushagak-Sockeye,58.82,-158.49,Bristol Bay,BS,AK,1963,2014,52,573.037,1950.183519,"A. Munro, ADFG, 2023",NA,NA
84,84,Sockeye,Igushik-Sockeye,58.82,-158.62,Bristol Bay,BS,AK,1963,2014,52,364.8444615,856.8968269,"A. Munro, ADFG, 2023",NA,NA
85,85,Sockeye,Wood-Sockeye,58.68,-158.8,Bristol Bay,BS,AK,1963,2014,52,1308.842058,4801.464288,"A. Munro, ADFG, 2023",NA,NA
86,86,Sockeye,Togiak-Sockeye,58.95,-160.45,Bristol Bay,BS,AK,1956,2017,62,188.0247258,616.4524839,"A. Munro, ADFG, 2023",NA,NA
87,87,Sockeye,Kasilof-Sockeye,60.39,-151.3,Cook Inlet,GoA,AK,1968,2016,49,236.996102,779.3825714,"A. Munro, ADFG, 2023",NA,NA
88,88,Sockeye,Kenai-Sockeye,60.54,-151.28,Cook Inlet,GoA,AK,1968,2016,49,893.0023061,3317.111286,"A. Munro, ADFG, 2023",NA,NA
89,89,Sockeye,Goodnews-Sockeye,59.11,-161.62,AYK,BS,AK,1981,2015,35,40.51557143,63.64308571,"A. Munro, ADFG, 2023",NA,NA
90,90,Sockeye,Redoubt-Sockeye,56.9,-135.33,SEAK,NC,AK,1982,2016,35,30.93297143,44.4864,"A. Munro, ADFG, 2023",NA,NA
91,91,Sockeye,Chilkoot-Sockeye,58.92,-135.23,SEAK,NC,AK,1976,2016,41,68.46965854,162.3206098,"A. Munro, ADFG, 2023",NA,NA
92,92,Sockeye,Upper Station Late sockeye-Sockeye,57.06,-154.36,Kodiak,GoA,AK,1970,2015,46,167.5308913,411.4372826,"A. Munro, ADFG, 2023",NA,NA
93,93,Sockeye,Upper Station Early Sockeye-Sockeye,57.06,-154.36,Kodiak,GoA,AK,1969,2015,47,49.20931915,95.5893617,"A. Munro, ADFG, 2023",NA,NA
94,94,Sockeye,Ayakulik-Sockeye,57.2,-154.54,Kodiak,GoA,AK,1966,2015,50,265.34694,536.50786,"A. Munro, ADFG, 2023",NA,NA
95,95,Sockeye,Karluk Late-Sockeye,57.57,-154.45,Kodiak,GoA,AK,1982,2015,34,412.4687647,790.8482059,"A. Munro, ADFG, 2023",NA,NA
96,96,Sockeye,Karluk Early-Sockeye,57.57,-154.45,Kodiak,GoA,AK,1982,2015,34,259.1032647,402.0731176,"A. Munro, ADFG, 2023",NA,NA
97,97,Sockeye,Chignik Early-Sockeye,56.28,-158.64,Chignik,GoA,AK,1983,2015,33,460.2469394,1163.560879,"A. Munro, ADFG, 2023",NA,NA
98,98,Sockeye,Chignik Late-Sockeye,56.28,-158.64,Chignik,GoA,AK,1983,2015,33,314.8715152,943.1610909,"A. Munro, ADFG, 2023",NA,NA
99,99,Sockeye,Bear-Sockeye,56.16,-160.45,AYK,BS,AK,1982,2015,34,155.827,551.3473529,"A. Munro, ADFG, 2023",NA,NA
100,100,Sockeye,Nelson-Sockeye,55.96,-161.28,AYK,BS,AK,1982,2015,34,221.0861765,484.5308824,"A. Munro, ADFG, 2023",NA,NA
101,101,Sockeye,Great Central Lake-Sockeye,49.24,-124.8,South Coast,SC,BC,1977,2016,40,190.0865573,1383.228,"Colin Bailey, DFO, 2023",NA,NA
102,102,Sockeye,Sproat Lake-Sockeye,49.24,-124.8,South Coast,SC,BC,1977,2016,40,190.0865573,380.05145,"Colin Bailey, DFO, 2023",NA,NA
103,103,Chum,Willapa Bay-Chum,46.3733,-123.9575,Outside WA,SC,WA,1968,2020,53,32.5129434,56.67533962,"Marisa Litz, WDFW, 2023.",NA,
104,104,Chum,Grays Harbour-Chum,46.95083,-124.0497,Outside WA,SC,WA,1969,2020,51,21.39119608,41.16166667,"Marisa Litz, WDFW, 2023.",NA,
105,105,Chum,S Sound Summer-Chum,47.042,-122.835,Inside WA,SC,WA,1968,2020,53,27.94601887,45.95262264,"Marisa Litz, WDFW, 2023.",NA,
106,106,Chum,S Sound Fall-Chum,47.042,-122.835,Inside WA,SC,WA,1968,2020,53,132.3333396,357.637283,"Marisa Litz, WDFW, 2023.",NA,
107,107,Chum,S Sound Winter-Chum,47.042,-122.835,Inside WA,SC,WA,1968,2020,53,37.56673585,53.44754717,"Marisa Litz, WDFW, 2023.",NA,
108,108,Chum,Hood Canal-Chum,47.5644,-122.9956,Inside WA,SC,WA,1968,2020,53,56.65928302,187.9483019,"Marisa Litz, WDFW, 2023.",NA,
109,109,Chum,Port Susan-Chum,48.23861,-122.3758,Inside WA,SC,WA,1968,2020,53,68.4950566,112.8615472,"Marisa Litz, WDFW, 2023.",NA,
110,110,Chum,Skagit-Chum,48.3875,-122.3656,Inside WA,SC,WA,1968,2020,53,57.377,93.39298113,"Marisa Litz, WDFW, 2023.",NA,
111,111,Chum,Bellingham-Chum,48.775,-122.5978,Inside WA,SC,WA,1968,2020,53,33.09439623,63.22315094,"Marisa Litz, WDFW, 2023.",NA,
112,112,Chum,Strait of Juan de Fuca-Chum,48.162,-123.59,Inside WA,SC,WA,1968,2020,53,2.322301887,2.702792453,"Marisa Litz, WDFW, 2023.",NA,
113,113,Chum,Fraser-Chum,49.12333,-123.0569,South Coast,SC,BC,1959,1992,34,420.8459706,886.1851575,"Ryall, P., C. Murray, V. Palermo, D. Bailey, and D. Chen. 1999. Status of Clockwork Chum Salmon Stock and Review of the Clockwork Management Strategy. Technical report, Canadian Department of Fisheries and Oceans, Canadian Stock Assessment Secretariat Research Document 99/169",NA,
114,114,Chum,BC South (no Fraser)-Chum,50.28778,-125.2008,South Coast,SC,BC,1953,2002,50,799.0815,1310.96352,"Pieter Van Will, Fisheries and Oceans Canada (DFO), Port Hardy, BC; Van Will, P., R. Brahniuk, L. Hop Wo, and G. Pestal. 2009. Certification Unit Profile: Inner South Coast Chum Salmon (Excluding Fraser River). Technical report, Canadian Manuscript Report of Fisheries and Aquatic Sciences 2876",NA,"Statistical Areas 11-17, 28A, 28B, 29B"
115,115,Chum,Kadashan-Chum,57.575,-134.75,SEAK,NC,AK,1969,1984,16,27.237,60.5985625,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK",NA,
116,116,Chum,Chilkat-Chum,59.201231,-135.466669,SEAK,NC,AK,1994,2005,12,173.1780833,353.1806091,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK",NA,
117,117,Chum,East Alsek-Chum,59.434,-139.547,SEAK,NC,AK,1960,1987,21,11.8,22.98542857,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK",NA,
118,118,Chum,Prince William Sound-Chum,60.5,-147,Central AK,GoA,AK,1965,2004,40,200.069475,1434.284625,"Botz, J., G. Hollowell, T. Sheridan, R. Brenner, and S. Moffitt. 2012. 2010 Prince William Sound Area Finfish Management Report. Technical report, Fishery Management Report No. 12-06, Alaska Department of Fish and Game",NA,
119,119,Chum,Kamishak-Chum,59.27,-154.1175,Central AK,GoA,AK,1971,2006,34,91.23235294,147.2120882,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK; Hollowell, G., T. Otis, and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Technical report, Fishery Management Report No. 12-30, Alaska Department of Fish and Game",NA,
120,120,Chum,Outer Cook Inlet-Chum,59.38389,-150.7528,Central AK,GoA,AK,1970,2006,37,27.40810811,55.42624324,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK; Hollowell, G., T. Otis, and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Technical report, Fishery Management Report No. 12-30, Alaska Department of Fish and Game",NA,
121,121,Chum,S Cook Inlet-Chum,59.52528,-151.48,Central AK,GoA,AK,1970,2006,37,2.881081081,8.016216216,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK; Hollowell, G., T. Otis, and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Technical report, Fishery Management Report No. 12-30, Alaska Department of Fish and Game",NA,
122,122,Chum,Upper Cook Inlet-Chum,61.271,-150.576,Central AK,GoA,AK,1971,2008,35,9.130171429,18.04002857,"Patrick Shields, Alaska Department of Fish and Game (ADFG), Soldotna, AK",NA,
123,123,Chum,Chignik-Chum,56.59639,-157.9933,AK Peninsula,GoA,AK,1980,2020,40,379.44015,569.3611,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
124,124,Chum,Alitak-Chum,56.88528,-154.1217,Kodiak,GoA,AK,1984,2020,37,100.3018378,138.6228108,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
125,125,Chum,E Kodiak-Chum,57.089858,-153.187928,Kodiak,GoA,AK,1984,2020,37,255.2727027,417.9501622,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
126,126,Chum,NW Kodiak-Chum,57.856839,-153.882906,Kodiak,GoA,AK,1984,2020,37,180.1067027,412.0167027,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
127,127,Chum,SW Kodiak-Chum,57.264508,-154.613211,Kodiak,GoA,AK,1984,2020,37,50.28075676,78.70375676,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
128,128,Chum,Afognak-Chum,58.4,-152,Kodiak,GoA,AK,1984,2020,37,5.332864865,38.28008108,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
129,129,Chum,Mainland Kodiak-Chum,58.03333,-154.6644,Kodiak,GoA,AK,1979,2020,42,462.7345238,556.3367619,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
130,130,Chum,N AK Peninsula-Chum,56.46,-159.68,AK Peninsula,BS,AK,1962,2020,59,260.0673559,355.4894915,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
131,131,Chum,NW AK Peninsula-Chum,54.982,-163.37,AK Peninsula,BS,AK,1962,2020,59,296.0827119,378.7940254,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
132,132,Chum,S AK Peninsula-Chum,55.5,-161,AK Peninsula,BS,AK,1962,2020,59,763.6676949,1378.128746,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
133,133,Chum,Nushagak-Chum,58.622,-158.591,Bristol Bay,BS,AK,1980,2005,25,309.96628,773.9985935,"Lowell Fair, Alaska Department of Fish and Game (ADFG), Anchorage, AK",NA,
134,134,Chum,Togiak-Chum,58.925,-160.446,Bristol Bay,BS,AK,1978,1991,14,254.6821429,441.6097324,"Lowell Fair, Alaska Department of Fish and Game (ADFG), Anchorage, AK",NA,
135,135,Chum,Norton Sound-Chum,64.52,-165.12,Norton-Kotzebue Sound,BS,AK,1974,1995,22,43.87609091,53.63122727,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. 2001a. Biological escapement goal for chum salmon in subdistrict one of Norton Sound. Technical report, Regional Information Report No. 3AO1-09, Alaska Department of Fish and Game",NA,District 1
136,136,Chum,Kotzebue-Chum,66.46,-161.91,Norton-Kotzebue Sound,BS,AK,1962,1997,36,389.0910278,640.1555556,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Eggers, D. and J. Clark. 2006. Assessment of historical runs and escapement goals for Kotzebue area chum salmon. Technical report, Fishery Manuscript No. 06-01, Alaska Department of Fish and Game ",NA,
137,137,Chum,Yukon - Summer-Chum,62.55,-165,Arctic-Yukon-Kuskokwim,BS,AK,1978,2017,40,2052.851,2409.302108,"Zach Liller, ADFG, 2024.",NA,
138,138,Chum,Yukon - Fall-Chum,62.55,-165,Arctic-Yukon-Kuskokwim,BS,AK,1974,2019,46,696.4663043,902.9132174,"Zach Liller, ADFG, 2024.",NA,
