,stock,broodyear,spawners,recruits,R3,R4,R5,R6,R7
1421,Sustut,2004,1604,1671,0,247,1261,163,0
1422,Sustut,2005,1175,1866,0,358,1090,418,0
1423,Sustut,2006,808,3386,0,309,2799,277,0
1424,Sustut,2007,2469,2905,0,794,1857,255,0
1425,Sustut,2008,212,2423,0,527,1707,189,0
1426,Sustut,2009,540,2072,0,484,1269,320,0
1427,Sustut,2010,426,2832,0,360,2141,331,0
1428,Sustut,2011,1884,3247,0,607,2216,423,0
1429,Sustut,2012,1309,3803,0,628,2837,337,0
1430,Sustut,2013,1366,3547,0,805,2260,483,NA
1434,Sustut,2017,2818,3358,NA,440,2476,442,NA
1454,Swan/Stephens,1960,10893,9510,180,1770,7739,0,0
1455,Swan/Stephens,1961,2655,22120,197,774,21346,0,0
1456,Swan/Stephens,1962,7528,39064,86,2135,36930,0,0
1457,Swan/Stephens,1963,12402,29020,237,3693,25327,0,0
1458,Swan/Stephens,1964,10055,30457,410,2533,27924,0,0
1459,Swan/Stephens,1965,5028,24714,281,2792,21921,0,0
1460,Swan/Stephens,1966,10055,32500,310,2192,30308,0,0
1461,Swan/Stephens,1967,15083,34121,244,3031,31091,0,0
1462,Swan/Stephens,1968,12392,33193,337,3109,30084,0,0
1463,Swan/Stephens,1969,16759,36896,345,3008,33887,0,0
1464,Swan/Stephens,1970,13072,24300,334,3389,20912,0,0
1465,Swan/Stephens,1971,16759,4790,377,2091,2699,0,0
1466,Swan/Stephens,1972,16759,25332,232,270,25062,0,0
1467,Swan/Stephens,1973,14245,3928,30,2506,1422,0,0
1468,Swan/Stephens,1974,14245,31248,278,142,31106,0,0
1469,Swan/Stephens,1975,14245,27921,16,3111,24811,0,0
1470,Swan/Stephens,1976,1425,34326,346,2481,31845,0,0
1471,Swan/Stephens,1977,13072,56405,276,3184,53220,0,0
1473,Swan/Stephens,1979,16759,35692,591,2776,32916,0,0
1474,Swan/Stephens,1980,12569,50797,308,3292,47505,0,0
1475,Swan/Stephens,1981,16759,40658,366,4751,35907,0,0
1476,Swan/Stephens,1982,23462,45475,528,3591,41885,0,0
1477,Swan/Stephens,1983,21787,68734,399,4188,64546,0,0
1478,Swan/Stephens,1984,20111,39187,465,6455,32733,0,0
1479,Swan/Stephens,1985,25809,41382,717,3273,38109,0,0
1480,Swan/Stephens,1986,20111,55794,364,3811,51983,0,0
1481,Swan/Stephens,1987,30166,83801,423,5198,78603,0,0
1482,Swan/Stephens,1988,30166,69408,578,7860,61548,0,0
1483,Swan/Stephens,1989,18435,32850,873,6155,26696,0,0
1484,Swan/Stephens,1990,20111,36655,684,2670,33985,0,0
1485,Swan/Stephens,1991,25138,39636,297,3399,36238,0,0
1486,Swan/Stephens,1992,36870,15514,378,3624,11890,0,0
1487,Swan/Stephens,1993,30166,24026,403,1189,22837,0,0
1488,Swan/Stephens,1994,14162,32682,132,2284,30399,0,0
1489,Swan/Stephens,1995,14748,57069,254,3040,54029,0,0
1490,Swan/Stephens,1996,13742,51978,338,5403,46575,0,0
1491,Swan/Stephens,1997,4249,26269,600,4658,21611,0,0
1492,Swan/Stephens,1998,15285,33813,518,2161,31652,0,0
1493,Swan/Stephens,1999,26321,33160,240,3165,29995,0,0
1494,Swan/Stephens,2000,28059,18446,352,2999,15447,0,0
1495,Swan/Stephens,2001,29796,49758,333,1545,48213,0,0
1496,Swan/Stephens,2002,12944,22636,172,4821,17814,0,0
1497,Swan/Stephens,2003,24306,34362,536,1781,32581,0,0
1498,Swan/Stephens,2004,22855,32061,198,3258,28803,0,0
1499,Swan/Stephens,2005,12961,10207,362,2880,7327,0,0
1500,Swan/Stephens,2006,32263,14880,320,733,14147,0,0
1501,Swan/Stephens,2007,11709,21162,81,1415,19747,0,0
1502,Swan/Stephens,2008,23151,9050,157,1975,7075,0,0
1503,Swan/Stephens,2009,26990,11383,219,708,10675,0,0
1504,Swan/Stephens,2010,6517,34109,79,1068,33042,0,0
1505,Swan/Stephens,2011,10761,31017,119,3304,27713,0,0
1506,Swan/Stephens,2012,15674,12340,367,2771,9568,0,0
1507,Swan/Stephens,2013,6665,9241,308,957,8285,0,0
1508,Swan/Stephens,2014,8660,12732,106,828,11904,0,0
1509,Swan/Stephens,2015,29479,15916,92,1190,14726,0,0
1510,Swan/Stephens,2016,20164,13993,132,1473,12521,0,0
1511,Swan/Stephens,2017,9833,10100,164,1252,8848,0,NA
1512,Swan/Stephens,2018,8057,24241,139,885,23356,NA,NA
1525,Upper Nass River Type,1982,567,1320,29,865,400,27,0
1526,Upper Nass River Type,1983,367,1115,40,771,255,49,0
1527,Upper Nass River Type,1984,241,1018,36,492,455,35,0
1528,Upper Nass River Type,1985,393,1308,23,877,330,78,0
1529,Upper Nass River Type,1986,356,1555,41,636,732,146,0
1530,Upper Nass River Type,1987,366,2975,29,1412,1366,167,0
1531,Upper Nass River Type,1988,279,4315,65,2635,1559,57,0
1532,Upper Nass River Type,1989,253,3749,122,3006,530,92,0
1533,Upper Nass River Type,1990,318,2097,139,1021,857,80,0
1534,Upper Nass River Type,1991,585,2501,47,1653,745,56,0
1535,Upper Nass River Type,1992,1081,2081,77,1437,522,46,0
1536,Upper Nass River Type,1993,916,1554,67,1007,429,52,0
1537,Upper Nass River Type,1994,590,1401,47,828,484,43,0
1538,Upper Nass River Type,1995,479,1421,38,933,405,44,0
1539,Upper Nass River Type,1996,390,1319,43,782,408,86,0
1540,Upper Nass River Type,1997,428,1674,36,786,801,50,0
1541,Upper Nass River Type,1998,481,2303,36,1545,470,252,0
1542,Upper Nass River Type,1999,387,3516,72,907,2352,186,0
1543,Upper Nass River Type,2000,523,6360,42,4536,1733,49,0
1544,Upper Nass River Type,2001,445,4050,210,3343,456,41,0
1545,Upper Nass River Type,2002,974,1431,155,879,386,11,0
1546,Upper Nass River Type,2003,603,920,41,745,107,27,0
1547,Upper Nass River Type,2004,2723,510,34,206,256,13,0
1548,Upper Nass River Type,2005,3139,633,10,494,124,4,0
1549,Upper Nass River Type,2006,718,331,23,240,41,27,0
1550,Upper Nass River Type,2007,312,381,11,78,254,37,0
1551,Upper Nass River Type,2008,216,893,4,491,345,53,0
1552,Upper Nass River Type,2009,427,1257,23,665,498,71,0
1553,Upper Nass River Type,2010,296,1822,31,960,666,165,0
1554,Upper Nass River Type,2011,88,2884,44,1285,1538,17,0
1555,Upper Nass River Type,2012,369,3182,59,2965,155,3,0
1556,Upper Nass River Type,2013,650,587,137,298,28,124,0
1557,Upper Nass River Type,2014,1135,1245,14,53,1159,19,0
1558,Upper Nass River Type,2015,1268,2436,2,2235,178,21,0
1559,Upper Nass River Type,2016,3617,663,103,343,195,21,0
1560,Upper Nass River Type,2017,425,667,16,376,199,76,0
1561,Upper Nass River Type,2018,75,1163,17,383,713,50,NA
