cu_name,adult_return_year,total_returns,total_escape,recruit_abundance,f_age,o_age,total_age,brood_year
Great Central Lake,2001,522691,307105.9177,36500,2,1,4,1997
Great Central Lake,2001,522691,307105.9177,6543,1,3,5,1996
Great Central Lake,2001,522691,307105.9177,146034,2,2,5,1996
Great Central Lake,2001,522691,307105.9177,NA,1,4,6,1995
Great Central Lake,2001,522691,307105.9177,2901,2,3,6,1995
Great Central Lake,2001,522691,307105.9177,NA,0,2,3,1998
Great Central Lake,2001,522691,307105.9177,NA,0,3,4,1997
Great Central Lake,2001,522691,307105.9177,NA,3,1,5,1996
Great Central Lake,2001,522691,307105.9177,NA,3,2,6,1995
Great Central Lake,2001,522691,307105.9177,NA,4,1,6,1995
Great Central Lake,2001,522691,307105.9177,NA,1,5,7,1994
Great Central Lake,2001,522691,307105.9177,NA,2,4,7,1994
Great Central Lake,2001,522691,307105.9177,NA,3,3,7,1994
Great Central Lake,2001,522691,307105.9177,NA,4,2,7,1994
Great Central Lake,2001,522691,307105.9177,NA,4,3,8,1993
Great Central Lake,2001,522691,307105.9177,NA,0,1,2,1999
Great Central Lake,2002,669447,259481.6302,16541,1,1,3,1999
Great Central Lake,2002,669447,259481.6302,198279,1,2,4,1998
Great Central Lake,2002,669447,259481.6302,10703,2,1,4,1998
Great Central Lake,2002,669447,259481.6302,259931,1,3,5,1997
Great Central Lake,2002,669447,259481.6302,107709,2,2,5,1997
Great Central Lake,2002,669447,259481.6302,NA,1,4,6,1996
Great Central Lake,2002,669447,259481.6302,76285,2,3,6,1996
Great Central Lake,2002,669447,259481.6302,NA,0,2,3,1999
Great Central Lake,2002,669447,259481.6302,NA,0,3,4,1998
Great Central Lake,2002,669447,259481.6302,NA,3,1,5,1997
Great Central Lake,2002,669447,259481.6302,NA,3,2,6,1996
Great Central Lake,2002,669447,259481.6302,NA,4,1,6,1996
Great Central Lake,2002,669447,259481.6302,NA,1,5,7,1995
Great Central Lake,2002,669447,259481.6302,NA,2,4,7,1995
Great Central Lake,2002,669447,259481.6302,NA,3,3,7,1995
Great Central Lake,2002,669447,259481.6302,NA,4,2,7,1995
Great Central Lake,2002,669447,259481.6302,NA,4,3,8,1994
Great Central Lake,2002,669447,259481.6302,NA,0,1,2,2000
Great Central Lake,2003,527584,223545.6125,15173,1,1,3,2000
Great Central Lake,2003,527584,223545.6125,252463,1,2,4,1999
Great Central Lake,2003,527584,223545.6125,13790,2,1,4,1999
Great Central Lake,2003,527584,223545.6125,141187,1,3,5,1998
Great Central Lake,2003,527584,223545.6125,63351,2,2,5,1998
Great Central Lake,2003,527584,223545.6125,NA,1,4,6,1997
Great Central Lake,2003,527584,223545.6125,41620,2,3,6,1997
Great Central Lake,2003,527584,223545.6125,NA,0,2,3,2000
Great Central Lake,2003,527584,223545.6125,NA,0,3,4,1999
Great Central Lake,2003,527584,223545.6125,NA,3,1,5,1998
Great Central Lake,2003,527584,223545.6125,NA,3,2,6,1997
Great Central Lake,2003,527584,223545.6125,NA,4,1,6,1997
Great Central Lake,2003,527584,223545.6125,NA,1,5,7,1996
Great Central Lake,2003,527584,223545.6125,NA,2,4,7,1996
Great Central Lake,2003,527584,223545.6125,NA,3,3,7,1996
Great Central Lake,2003,527584,223545.6125,NA,4,2,7,1996
Great Central Lake,2003,527584,223545.6125,NA,4,3,8,1995
Great Central Lake,2003,527584,223545.6125,NA,0,1,2,2001
Great Central Lake,2004,427025,213021.382,9653,1,1,3,2001
Great Central Lake,2004,427025,213021.382,130923,1,2,4,2000
Great Central Lake,2004,427025,213021.382,2287,2,1,4,2000
Great Central Lake,2004,427025,213021.382,210359,1,3,5,1999
Great Central Lake,2004,427025,213021.382,36028,2,2,5,1999
Great Central Lake,2004,427025,213021.382,NA,1,4,6,1998
Great Central Lake,2004,427025,213021.382,37776,2,3,6,1998
Great Central Lake,2004,427025,213021.382,NA,0,2,3,2001
Great Central Lake,2004,427025,213021.382,NA,0,3,4,2000
Great Central Lake,2004,427025,213021.382,NA,3,1,5,1999
Great Central Lake,2004,427025,213021.382,NA,3,2,6,1998
Great Central Lake,2004,427025,213021.382,NA,4,1,6,1998
Great Central Lake,2004,427025,213021.382,NA,1,5,7,1997
Great Central Lake,2004,427025,213021.382,NA,2,4,7,1997
Great Central Lake,2004,427025,213021.382,NA,3,3,7,1997
Great Central Lake,2004,427025,213021.382,NA,4,2,7,1997
Great Central Lake,2004,427025,213021.382,NA,4,3,8,1996
Great Central Lake,2004,427025,213021.382,NA,0,1,2,2002
Great Central Lake,2005,257985,172961.8927,7812,1,1,3,2002
Great Central Lake,2005,257985,172961.8927,133028,1,2,4,2001
Great Central Lake,2005,257985,172961.8927,15391,2,1,4,2001
Great Central Lake,2005,257985,172961.8927,50637,1,3,5,2000
Great Central Lake,2005,257985,172961.8927,10654,2,2,5,2000
Great Central Lake,2005,257985,172961.8927,NA,1,4,6,1999
Great Central Lake,2005,257985,172961.8927,40463,2,3,6,1999
Great Central Lake,2005,257985,172961.8927,NA,0,2,3,2002
Great Central Lake,2005,257985,172961.8927,NA,0,3,4,2001
Great Central Lake,2005,257985,172961.8927,NA,3,1,5,2000
Great Central Lake,2005,257985,172961.8927,NA,3,2,6,1999
Great Central Lake,2005,257985,172961.8927,NA,4,1,6,1999
Great Central Lake,2005,257985,172961.8927,NA,1,5,7,1998
Great Central Lake,2005,257985,172961.8927,NA,2,4,7,1998
Great Central Lake,2005,257985,172961.8927,NA,3,3,7,1998
Great Central Lake,2005,257985,172961.8927,NA,4,2,7,1998
Great Central Lake,2005,257985,172961.8927,NA,4,3,8,1997
Great Central Lake,2005,257985,172961.8927,NA,0,1,2,2003
Great Central Lake,2006,197534,135492.6206,754,1,1,3,2003
Great Central Lake,2006,197534,135492.6206,37991,1,2,4,2002
Great Central Lake,2006,197534,135492.6206,0,2,1,4,2002
Great Central Lake,2006,197534,135492.6206,43031,1,3,5,2001
Great Central Lake,2006,197534,135492.6206,111922,2,2,5,2001
Great Central Lake,2006,197534,135492.6206,NA,1,4,6,2000
Great Central Lake,2006,197534,135492.6206,3836,2,3,6,2000
Great Central Lake,2006,197534,135492.6206,NA,0,2,3,2003
Great Central Lake,2006,197534,135492.6206,NA,0,3,4,2002
Great Central Lake,2006,197534,135492.6206,NA,3,1,5,2001
Great Central Lake,2006,197534,135492.6206,NA,3,2,6,2000
Great Central Lake,2006,197534,135492.6206,NA,4,1,6,2000
Great Central Lake,2006,197534,135492.6206,NA,1,5,7,1999
Great Central Lake,2006,197534,135492.6206,NA,2,4,7,1999
Great Central Lake,2006,197534,135492.6206,NA,3,3,7,1999
Great Central Lake,2006,197534,135492.6206,NA,4,2,7,1999
Great Central Lake,2006,197534,135492.6206,NA,4,3,8,1998
Great Central Lake,2006,197534,135492.6206,NA,0,1,2,2004
Great Central Lake,2007,82625,67716.87403,9774,1,1,3,2004
Great Central Lake,2007,82625,67716.87403,5617,1,2,4,2003
Great Central Lake,2007,82625,67716.87403,236,2,1,4,2003
Great Central Lake,2007,82625,67716.87403,49737,1,3,5,2002
Great Central Lake,2007,82625,67716.87403,444,2,2,5,2002
Great Central Lake,2007,82625,67716.87403,NA,1,4,6,2001
Great Central Lake,2007,82625,67716.87403,16816,2,3,6,2001
Great Central Lake,2007,82625,67716.87403,NA,0,2,3,2004
Great Central Lake,2007,82625,67716.87403,NA,0,3,4,2003
Great Central Lake,2007,82625,67716.87403,NA,3,1,5,2002
Great Central Lake,2007,82625,67716.87403,NA,3,2,6,2001
Great Central Lake,2007,82625,67716.87403,NA,4,1,6,2001
Great Central Lake,2007,82625,67716.87403,NA,1,5,7,2000
Great Central Lake,2007,82625,67716.87403,NA,2,4,7,2000
Great Central Lake,2007,82625,67716.87403,NA,3,3,7,2000
Great Central Lake,2007,82625,67716.87403,NA,4,2,7,2000
Great Central Lake,2007,82625,67716.87403,NA,4,3,8,1999
Great Central Lake,2007,82625,67716.87403,NA,0,1,2,2005
Great Central Lake,2008,74024,59588.56228,12847,1,1,3,2005
Great Central Lake,2008,74024,59588.56228,48903,1,2,4,2004
Great Central Lake,2008,74024,59588.56228,1588,2,1,4,2004
Great Central Lake,2008,74024,59588.56228,3143,1,3,5,2003
Great Central Lake,2008,74024,59588.56228,6462,2,2,5,2003
Great Central Lake,2008,74024,59588.56228,NA,1,4,6,2002
Great Central Lake,2008,74024,59588.56228,1080,2,3,6,2002
Great Central Lake,2008,74024,59588.56228,NA,0,2,3,2005
Great Central Lake,2008,74024,59588.56228,NA,0,3,4,2004
Great Central Lake,2008,74024,59588.56228,NA,3,1,5,2003
Great Central Lake,2008,74024,59588.56228,NA,3,2,6,2002
Great Central Lake,2008,74024,59588.56228,NA,4,1,6,2002
Great Central Lake,2008,74024,59588.56228,NA,1,5,7,2001
Great Central Lake,2008,74024,59588.56228,NA,2,4,7,2001
Great Central Lake,2008,74024,59588.56228,NA,3,3,7,2001
Great Central Lake,2008,74024,59588.56228,NA,4,2,7,2001
Great Central Lake,2008,74024,59588.56228,NA,4,3,8,2000
Great Central Lake,2008,74024,59588.56228,NA,0,1,2,2006
Great Central Lake,2009,308881,203858.4043,5509,1,1,3,2006
Great Central Lake,2009,308881,203858.4043,175845,1,2,4,2005
Great Central Lake,2009,308881,203858.4043,13605,2,1,4,2005
Great Central Lake,2009,308881,203858.4043,106084,1,3,5,2004
Great Central Lake,2009,308881,203858.4043,6364,2,2,5,2004
Great Central Lake,2009,308881,203858.4043,NA,1,4,6,2003
Great Central Lake,2009,308881,203858.4043,1475,2,3,6,2003
Great Central Lake,2009,308881,203858.4043,NA,0,2,3,2006
Great Central Lake,2009,308881,203858.4043,NA,0,3,4,2005
Great Central Lake,2009,308881,203858.4043,NA,3,1,5,2004
Great Central Lake,2009,308881,203858.4043,NA,3,2,6,2003
Great Central Lake,2009,308881,203858.4043,NA,4,1,6,2003
Great Central Lake,2009,308881,203858.4043,NA,1,5,7,2002
Great Central Lake,2009,308881,203858.4043,NA,2,4,7,2002
Great Central Lake,2009,308881,203858.4043,NA,3,3,7,2002
Great Central Lake,2009,308881,203858.4043,NA,4,2,7,2002
Great Central Lake,2009,308881,203858.4043,NA,4,3,8,2001
Great Central Lake,2009,308881,203858.4043,NA,0,1,2,2007
Great Central Lake,2010,840564,255339.0849,92046,1,1,3,2007
Great Central Lake,2010,840564,255339.0849,512912,1,2,4,2006
Great Central Lake,2010,840564,255339.0849,3109,2,1,4,2006
Great Central Lake,2010,840564,255339.0849,181711,1,3,5,2005
Great Central Lake,2010,840564,255339.0849,34280,2,2,5,2005
Great Central Lake,2010,840564,255339.0849,NA,1,4,6,2004
Great Central Lake,2010,840564,255339.0849,16505,2,3,6,2004
Great Central Lake,2010,840564,255339.0849,NA,0,2,3,2007
Great Central Lake,2010,840564,255339.0849,NA,0,3,4,2006
Great Central Lake,2010,840564,255339.0849,NA,3,1,5,2005
Great Central Lake,2010,840564,255339.0849,NA,3,2,6,2004
Great Central Lake,2010,840564,255339.0849,NA,4,1,6,2004
Great Central Lake,2010,840564,255339.0849,NA,1,5,7,2003
Great Central Lake,2010,840564,255339.0849,NA,2,4,7,2003
Great Central Lake,2010,840564,255339.0849,NA,3,3,7,2003
Great Central Lake,2010,840564,255339.0849,NA,4,2,7,2003
Great Central Lake,2010,840564,255339.0849,NA,4,3,8,2002
Great Central Lake,2010,840564,255339.0849,NA,0,1,2,2008
Great Central Lake,2011,767165,431213.3766,12405,1,1,3,2008
Great Central Lake,2011,767165,431213.3766,283237,1,2,4,2007
Great Central Lake,2011,767165,431213.3766,3369,2,1,4,2007
Great Central Lake,2011,767165,431213.3766,293168,1,3,5,2006
Great Central Lake,2011,767165,431213.3766,138726,2,2,5,2006
Great Central Lake,2011,767165,431213.3766,NA,1,4,6,2005
Great Central Lake,2011,767165,431213.3766,36261,2,3,6,2005
Great Central Lake,2011,767165,431213.3766,NA,0,2,3,2008
Great Central Lake,2011,767165,431213.3766,NA,0,3,4,2007
Great Central Lake,2011,767165,431213.3766,NA,3,1,5,2006
Great Central Lake,2011,767165,431213.3766,NA,3,2,6,2005
Great Central Lake,2011,767165,431213.3766,NA,4,1,6,2005
Great Central Lake,2011,767165,431213.3766,NA,1,5,7,2004
Great Central Lake,2011,767165,431213.3766,NA,2,4,7,2004
Great Central Lake,2011,767165,431213.3766,NA,3,3,7,2004
Great Central Lake,2011,767165,431213.3766,NA,4,2,7,2004
Great Central Lake,2011,767165,431213.3766,NA,4,3,8,2003
Great Central Lake,2011,767165,431213.3766,NA,0,1,2,2009
Great Central Lake,2012,330861,147440.4759,1941,1,1,3,2009
Great Central Lake,2012,330861,147440.4759,61964,1,2,4,2008
Great Central Lake,2012,330861,147440.4759,160,2,1,4,2008
Great Central Lake,2012,330861,147440.4759,231300,1,3,5,2007
Great Central Lake,2012,330861,147440.4759,22007,2,2,5,2007
Great Central Lake,2012,330861,147440.4759,NA,1,4,6,2006
Great Central Lake,2012,330861,147440.4759,13489,2,3,6,2006
Great Central Lake,2012,330861,147440.4759,NA,0,2,3,2009
Great Central Lake,2012,330861,147440.4759,NA,0,3,4,2008
Great Central Lake,2012,330861,147440.4759,NA,3,1,5,2007
Great Central Lake,2012,330861,147440.4759,NA,3,2,6,2006
Great Central Lake,2012,330861,147440.4759,NA,4,1,6,2006
Great Central Lake,2012,330861,147440.4759,NA,1,5,7,2005
Great Central Lake,2012,330861,147440.4759,NA,2,4,7,2005
Great Central Lake,2012,330861,147440.4759,NA,3,3,7,2005
Great Central Lake,2012,330861,147440.4759,NA,4,2,7,2005
Great Central Lake,2012,330861,147440.4759,NA,4,3,8,2004
Great Central Lake,2012,330861,147440.4759,NA,0,1,2,2010
Great Central Lake,2013,211313,66687.66638,98776,1,1,3,2010
Great Central Lake,2013,211313,66687.66638,52715,1,2,4,2009
Great Central Lake,2013,211313,66687.66638,21805,2,1,4,2009
Great Central Lake,2013,211313,66687.66638,22509,1,3,5,2008
Great Central Lake,2013,211313,66687.66638,2176,2,2,5,2008
Great Central Lake,2013,211313,66687.66638,NA,1,4,6,2007
Great Central Lake,2013,211313,66687.66638,13332,2,3,6,2007
Great Central Lake,2013,211313,66687.66638,NA,0,2,3,2010
Great Central Lake,2013,211313,66687.66638,NA,0,3,4,2009
Great Central Lake,2013,211313,66687.66638,NA,3,1,5,2008
Great Central Lake,2013,211313,66687.66638,NA,3,2,6,2007
Great Central Lake,2013,211313,66687.66638,NA,4,1,6,2007
Great Central Lake,2013,211313,66687.66638,NA,1,5,7,2006
Great Central Lake,2013,211313,66687.66638,NA,2,4,7,2006
Great Central Lake,2013,211313,66687.66638,NA,3,3,7,2006
Great Central Lake,2013,211313,66687.66638,NA,4,2,7,2006
Great Central Lake,2013,211313,66687.66638,NA,4,3,8,2005
Great Central Lake,2013,211313,66687.66638,NA,0,1,2,2011
Great Central Lake,2014,354451,66297.57875,96479,1,1,3,2011
Great Central Lake,2014,354451,66297.57875,177027,1,2,4,2010
Great Central Lake,2014,354451,66297.57875,13073,2,1,4,2010
Great Central Lake,2014,354451,66297.57875,58927,1,3,5,2009
Great Central Lake,2014,354451,66297.57875,8126,2,2,5,2009
Great Central Lake,2014,354451,66297.57875,NA,1,4,6,2008
Great Central Lake,2014,354451,66297.57875,819,2,3,6,2008
Great Central Lake,2014,354451,66297.57875,NA,0,2,3,2011
Great Central Lake,2014,354451,66297.57875,NA,0,3,4,2010
Great Central Lake,2014,354451,66297.57875,NA,3,1,5,2009
Great Central Lake,2014,354451,66297.57875,NA,3,2,6,2008
Great Central Lake,2014,354451,66297.57875,NA,4,1,6,2008
Great Central Lake,2014,354451,66297.57875,NA,1,5,7,2007
Great Central Lake,2014,354451,66297.57875,NA,2,4,7,2007
Great Central Lake,2014,354451,66297.57875,NA,3,3,7,2007
Great Central Lake,2014,354451,66297.57875,NA,4,2,7,2007
Great Central Lake,2014,354451,66297.57875,NA,4,3,8,2006
Great Central Lake,2014,354451,66297.57875,NA,0,1,2,2012
Great Central Lake,2015,1003862,417774.43,8568,1,1,3,2012
Great Central Lake,2015,1003862,417774.43,760690,1,2,4,2011
Great Central Lake,2015,1003862,417774.43,1359,2,1,4,2011
Great Central Lake,2015,1003862,417774.43,160962,1,3,5,2010
Great Central Lake,2015,1003862,417774.43,68315,2,2,5,2010
Great Central Lake,2015,1003862,417774.43,NA,1,4,6,2009
Great Central Lake,2015,1003862,417774.43,3968,2,3,6,2009
Great Central Lake,2015,1003862,417774.43,NA,0,2,3,2012
Great Central Lake,2015,1003862,417774.43,NA,0,3,4,2011
Great Central Lake,2015,1003862,417774.43,NA,3,1,5,2010
Great Central Lake,2015,1003862,417774.43,NA,3,2,6,2009
Great Central Lake,2015,1003862,417774.43,NA,4,1,6,2009
Great Central Lake,2015,1003862,417774.43,NA,1,5,7,2008
Great Central Lake,2015,1003862,417774.43,NA,2,4,7,2008
Great Central Lake,2015,1003862,417774.43,NA,3,3,7,2008
Great Central Lake,2015,1003862,417774.43,NA,4,2,7,2008
Great Central Lake,2015,1003862,417774.43,NA,4,3,8,2007
Great Central Lake,2015,1003862,417774.43,NA,0,1,2,2013
Great Central Lake,2016,570963,220952.45,4353,1,1,3,2013
Great Central Lake,2016,570963,220952.45,44238,1,2,4,2012
Great Central Lake,2016,570963,220952.45,0,2,1,4,2012
Great Central Lake,2016,570963,220952.45,494697,1,3,5,2011
Great Central Lake,2016,570963,220952.45,15618,2,2,5,2011
Great Central Lake,2016,570963,220952.45,NA,1,4,6,2010
Great Central Lake,2016,570963,220952.45,12057,2,3,6,2010
Great Central Lake,2016,570963,220952.45,NA,0,2,3,2013
Great Central Lake,2016,570963,220952.45,NA,0,3,4,2012
Great Central Lake,2016,570963,220952.45,NA,3,1,5,2011
Great Central Lake,2016,570963,220952.45,NA,3,2,6,2010
Great Central Lake,2016,570963,220952.45,NA,4,1,6,2010
Great Central Lake,2016,570963,220952.45,NA,1,5,7,2009
Great Central Lake,2016,570963,220952.45,NA,2,4,7,2009
Great Central Lake,2016,570963,220952.45,NA,3,3,7,2009
Great Central Lake,2016,570963,220952.45,NA,4,2,7,2009
Great Central Lake,2016,570963,220952.45,NA,4,3,8,2008
Great Central Lake,2016,570963,220952.45,NA,0,1,2,2014
Great Central Lake,2017,174770,125845.74,12787,1,1,3,2014
Great Central Lake,2017,174770,125845.74,11561,1,2,4,2013
Great Central Lake,2017,174770,125845.74,507,2,1,4,2013
Great Central Lake,2017,174770,125845.74,131445,1,3,5,2012
Great Central Lake,2017,174770,125845.74,4084,2,2,5,2012
Great Central Lake,2017,174770,125845.74,NA,1,4,6,2011
Great Central Lake,2017,174770,125845.74,14385,2,3,6,2011
Great Central Lake,2017,174770,125845.74,NA,0,2,3,2014
Great Central Lake,2017,174770,125845.74,NA,0,3,4,2013
Great Central Lake,2017,174770,125845.74,NA,3,1,5,2012
Great Central Lake,2017,174770,125845.74,NA,3,2,6,2011
Great Central Lake,2017,174770,125845.74,NA,4,1,6,2011
Great Central Lake,2017,174770,125845.74,NA,1,5,7,2010
Great Central Lake,2017,174770,125845.74,NA,2,4,7,2010
Great Central Lake,2017,174770,125845.74,NA,3,3,7,2010
Great Central Lake,2017,174770,125845.74,NA,4,2,7,2010
Great Central Lake,2017,174770,125845.74,NA,4,3,8,2009
Great Central Lake,2017,174770,125845.74,NA,0,1,2,2015
Great Central Lake,2018,53891,36417.81,542,1,1,3,2015
Great Central Lake,2018,53891,36417.81,37074,1,2,4,2014
Great Central Lake,2018,53891,36417.81,1777,2,1,4,2014
Great Central Lake,2018,53891,36417.81,6723,1,3,5,2013
Great Central Lake,2018,53891,36417.81,6135,2,2,5,2013
Great Central Lake,2018,53891,36417.81,NA,1,4,6,2012
Great Central Lake,2018,53891,36417.81,1640,2,3,6,2012
Great Central Lake,2018,53891,36417.81,NA,0,2,3,2015
Great Central Lake,2018,53891,36417.81,NA,0,3,4,2014
Great Central Lake,2018,53891,36417.81,NA,3,1,5,2013
Great Central Lake,2018,53891,36417.81,NA,3,2,6,2012
Great Central Lake,2018,53891,36417.81,NA,4,1,6,2012
Great Central Lake,2018,53891,36417.81,NA,1,5,7,2011
Great Central Lake,2018,53891,36417.81,NA,2,4,7,2011
Great Central Lake,2018,53891,36417.81,NA,3,3,7,2011
Great Central Lake,2018,53891,36417.81,NA,4,2,7,2011
Great Central Lake,2018,53891,36417.81,NA,4,3,8,2010
Great Central Lake,2018,53891,36417.81,NA,0,1,2,2016
Great Central Lake,2019,63683,35982.08,5427,1,1,3,2016
Great Central Lake,2019,63683,35982.08,13516,1,2,4,2015
Great Central Lake,2019,63683,35982.08,7953,2,1,4,2015
Great Central Lake,2019,63683,35982.08,31770,1,3,5,2014
Great Central Lake,2019,63683,35982.08,2592,2,2,5,2014
Great Central Lake,2019,63683,35982.08,NA,1,4,6,2013
Great Central Lake,2019,63683,35982.08,2424,2,3,6,2013
Great Central Lake,2019,63683,35982.08,NA,0,2,3,2016
Great Central Lake,2019,63683,35982.08,NA,0,3,4,2015
Great Central Lake,2019,63683,35982.08,NA,3,1,5,2014
Great Central Lake,2019,63683,35982.08,NA,3,2,6,2013
Great Central Lake,2019,63683,35982.08,NA,4,1,6,2013
Great Central Lake,2019,63683,35982.08,NA,1,5,7,2012
Great Central Lake,2019,63683,35982.08,NA,2,4,7,2012
Great Central Lake,2019,63683,35982.08,NA,3,3,7,2012
Great Central Lake,2019,63683,35982.08,NA,4,2,7,2012
Great Central Lake,2019,63683,35982.08,NA,4,3,8,2011
Great Central Lake,2019,63683,35982.08,NA,0,1,2,2017
Great Central Lake,2020,160399,109174.19,26811,1,1,3,2017
Great Central Lake,2020,160399,109174.19,59482,1,2,4,2016
Great Central Lake,2020,160399,109174.19,9145,2,1,4,2016
Great Central Lake,2020,160399,109174.19,3022,1,3,5,2015
Great Central Lake,2020,160399,109174.19,61788,2,2,5,2015
Great Central Lake,2020,160399,109174.19,NA,1,4,6,2014
Great Central Lake,2020,160399,109174.19,151,2,3,6,2014
Great Central Lake,2020,160399,109174.19,NA,0,2,3,2017
Great Central Lake,2020,160399,109174.19,NA,0,3,4,2016
Great Central Lake,2020,160399,109174.19,NA,3,1,5,2015
Great Central Lake,2020,160399,109174.19,NA,3,2,6,2014
Great Central Lake,2020,160399,109174.19,NA,4,1,6,2014
Great Central Lake,2020,160399,109174.19,NA,1,5,7,2013
Great Central Lake,2020,160399,109174.19,NA,2,4,7,2013
Great Central Lake,2020,160399,109174.19,NA,3,3,7,2013
Great Central Lake,2020,160399,109174.19,NA,4,2,7,2013
Great Central Lake,2020,160399,109174.19,NA,4,3,8,2012
Great Central Lake,2020,160399,109174.19,NA,0,1,2,2018
Great Central Lake,2021,338857,220319,4595,1,1,3,2018
Great Central Lake,2021,338857,220319,116048,1,2,4,2017
Great Central Lake,2021,338857,220319,1964,2,1,4,2017
Great Central Lake,2021,338857,220319,127906,1,3,5,2016
Great Central Lake,2021,338857,220319,34408,2,2,5,2016
Great Central Lake,2021,338857,220319,NA,1,4,6,2015
Great Central Lake,2021,338857,220319,53936,2,3,6,2015
Great Central Lake,2021,338857,220319,NA,0,2,3,2018
Great Central Lake,2021,338857,220319,NA,0,3,4,2017
Great Central Lake,2021,338857,220319,NA,3,1,5,2016
Great Central Lake,2021,338857,220319,NA,3,2,6,2015
Great Central Lake,2021,338857,220319,NA,4,1,6,2015
Great Central Lake,2021,338857,220319,NA,1,5,7,2014
Great Central Lake,2021,338857,220319,NA,2,4,7,2014
Great Central Lake,2021,338857,220319,NA,3,3,7,2014
Great Central Lake,2021,338857,220319,NA,4,2,7,2014
Great Central Lake,2021,338857,220319,NA,4,3,8,2013
Great Central Lake,2021,338857,220319,NA,0,1,2,2019
Great Central Lake,2022,348837,194787,47050,1,1,3,2019
Great Central Lake,2022,348837,194787,66066,1,2,4,2018
Great Central Lake,2022,348837,194787,1619,2,1,4,2018
Great Central Lake,2022,348837,194787,159475,1,3,5,2017
Great Central Lake,2022,348837,194787,18725,2,2,5,2017
Great Central Lake,2022,348837,194787,NA,1,4,6,2016
Great Central Lake,2022,348837,194787,55902,2,3,6,2016
Great Central Lake,2022,348837,194787,NA,0,2,3,2019
Great Central Lake,2022,348837,194787,NA,0,3,4,2018
Great Central Lake,2022,348837,194787,NA,3,1,5,2017
Great Central Lake,2022,348837,194787,NA,3,2,6,2016
Great Central Lake,2022,348837,194787,NA,4,1,6,2016
Great Central Lake,2022,348837,194787,NA,1,5,7,2015
Great Central Lake,2022,348837,194787,NA,2,4,7,2015
Great Central Lake,2022,348837,194787,NA,3,3,7,2015
Great Central Lake,2022,348837,194787,NA,4,2,7,2015
Great Central Lake,2022,348837,194787,NA,4,3,8,2014
Great Central Lake,2022,348837,194787,NA,0,1,2,2020
Great Central Lake,2023,NA,NA,NA,1,1,3,2020
Great Central Lake,2023,NA,NA,NA,1,2,4,2019
Great Central Lake,2023,NA,NA,NA,2,1,4,2019
Great Central Lake,2023,NA,NA,NA,1,3,5,2018
Great Central Lake,2023,NA,NA,NA,2,2,5,2018
Great Central Lake,2023,NA,NA,NA,1,4,6,2017
Great Central Lake,2023,NA,NA,NA,2,3,6,2017
Great Central Lake,2023,NA,NA,NA,0,2,3,2020
Great Central Lake,2023,NA,NA,NA,0,3,4,2019
Great Central Lake,2023,NA,NA,NA,3,1,5,2018
Great Central Lake,2023,NA,NA,NA,3,2,6,2017
Great Central Lake,2023,NA,NA,NA,4,1,6,2017
Great Central Lake,2023,NA,NA,NA,1,5,7,2016
Great Central Lake,2023,NA,NA,NA,2,4,7,2016
Great Central Lake,2023,NA,NA,NA,3,3,7,2016
Great Central Lake,2023,NA,NA,NA,4,2,7,2016
Great Central Lake,2023,NA,NA,NA,4,3,8,2015
Great Central Lake,2023,NA,NA,NA,0,1,2,2021
Great Central Lake,2024,NA,NA,NA,1,1,3,2021
Great Central Lake,2024,NA,NA,NA,1,2,4,2020
Great Central Lake,2024,NA,NA,NA,2,1,4,2020
Great Central Lake,2024,NA,NA,NA,1,3,5,2019
Great Central Lake,2024,NA,NA,NA,2,2,5,2019
Great Central Lake,2024,NA,NA,NA,1,4,6,2018
Great Central Lake,2024,NA,NA,NA,2,3,6,2018
Great Central Lake,2024,NA,NA,NA,0,2,3,2021
Great Central Lake,2024,NA,NA,NA,0,3,4,2020
Great Central Lake,2024,NA,NA,NA,3,1,5,2019
Great Central Lake,2024,NA,NA,NA,3,2,6,2018
Great Central Lake,2024,NA,NA,NA,4,1,6,2018
Great Central Lake,2024,NA,NA,NA,1,5,7,2017
Great Central Lake,2024,NA,NA,NA,2,4,7,2017
Great Central Lake,2024,NA,NA,NA,3,3,7,2017
Great Central Lake,2024,NA,NA,NA,4,2,7,2017
Great Central Lake,2024,NA,NA,NA,4,3,8,2016
Great Central Lake,2024,NA,NA,NA,0,1,2,2022
Great Central Lake,2025,NA,NA,NA,1,1,3,2022
Great Central Lake,2025,NA,NA,NA,1,2,4,2021
Great Central Lake,2025,NA,NA,NA,2,1,4,2021
Great Central Lake,2025,NA,NA,NA,1,3,5,2020
Great Central Lake,2025,NA,NA,NA,2,2,5,2020
Great Central Lake,2025,NA,NA,NA,1,4,6,2019
Great Central Lake,2025,NA,NA,NA,2,3,6,2019
Great Central Lake,2025,NA,NA,NA,0,2,3,2022
Great Central Lake,2025,NA,NA,NA,0,3,4,2021
Great Central Lake,2025,NA,NA,NA,3,1,5,2020
Great Central Lake,2025,NA,NA,NA,3,2,6,2019
Great Central Lake,2025,NA,NA,NA,4,1,6,2019
Great Central Lake,2025,NA,NA,NA,1,5,7,2018
Great Central Lake,2025,NA,NA,NA,2,4,7,2018
Great Central Lake,2025,NA,NA,NA,3,3,7,2018
Great Central Lake,2025,NA,NA,NA,4,2,7,2018
Great Central Lake,2025,NA,NA,NA,4,3,8,2017
Great Central Lake,2025,NA,NA,NA,0,1,2,2023
