stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Early Stuart_1962_43,Early Stuart,1,1962,1966,43,26716,14103,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_51,Early Stuart,1,1962,1967,51,26716,14103,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_52,Early Stuart,1,1962,1967,52,26716,14103,NA,NA,NA,5992,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_53,Early Stuart,1,1962,1967,53,26716,14103,NA,NA,NA,2132,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_62,Early Stuart,1,1962,1968,62,26716,14103,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_63,Early Stuart,1,1962,1968,63,26716,14103,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_64,Early Stuart,1,1962,1968,64,26716,14103,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1962_72,Early Stuart,1,1962,1969,72,26716,14103,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_21,Early Stuart,1,1963,1965,21,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_31,Early Stuart,1,1963,1966,31,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_32,Early Stuart,1,1963,1966,32,4628,2590,NA,NA,NA,332,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_41,Early Stuart,1,1963,1967,41,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_42,Early Stuart,1,1963,1967,42,4628,2590,NA,NA,NA,90397,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_43,Early Stuart,1,1963,1967,43,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_51,Early Stuart,1,1963,1968,51,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_52,Early Stuart,1,1963,1968,52,4628,2590,NA,NA,NA,1825,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_53,Early Stuart,1,1963,1968,53,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_62,Early Stuart,1,1963,1969,62,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_63,Early Stuart,1,1963,1969,63,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_64,Early Stuart,1,1963,1969,64,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1963_72,Early Stuart,1,1963,1970,72,4628,2590,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_21,Early Stuart,1,1964,1966,21,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_31,Early Stuart,1,1964,1967,31,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_32,Early Stuart,1,1964,1967,32,2421,1300,NA,NA,NA,1027,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_41,Early Stuart,1,1964,1968,41,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_42,Early Stuart,1,1964,1968,42,2421,1300,NA,NA,NA,25940,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_43,Early Stuart,1,1964,1968,43,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_51,Early Stuart,1,1964,1969,51,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_52,Early Stuart,1,1964,1969,52,2421,1300,NA,NA,NA,12949,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_53,Early Stuart,1,1964,1969,53,2421,1300,NA,NA,NA,2971,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_62,Early Stuart,1,1964,1970,62,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_63,Early Stuart,1,1964,1970,63,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_64,Early Stuart,1,1964,1970,64,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1964_72,Early Stuart,1,1964,1971,72,2421,1300,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_21,Early Stuart,1,1965,1967,21,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_31,Early Stuart,1,1965,1968,31,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_32,Early Stuart,1,1965,1968,32,23045,11241,NA,NA,NA,432,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_41,Early Stuart,1,1965,1969,41,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_42,Early Stuart,1,1965,1969,42,23045,11241,NA,NA,NA,415253,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_43,Early Stuart,1,1965,1969,43,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_51,Early Stuart,1,1965,1970,51,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_52,Early Stuart,1,1965,1970,52,23045,11241,NA,NA,NA,1526,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_53,Early Stuart,1,1965,1970,53,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_62,Early Stuart,1,1965,1971,62,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_63,Early Stuart,1,1965,1971,63,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_64,Early Stuart,1,1965,1971,64,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1965_72,Early Stuart,1,1965,1972,72,23045,11241,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_21,Early Stuart,1,1966,1968,21,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_31,Early Stuart,1,1966,1969,31,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_32,Early Stuart,1,1966,1969,32,10859,5959,NA,NA,NA,1746,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_41,Early Stuart,1,1966,1970,41,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_42,Early Stuart,1,1966,1970,42,10859,5959,NA,NA,NA,83040,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_43,Early Stuart,1,1966,1970,43,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_51,Early Stuart,1,1966,1971,51,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_52,Early Stuart,1,1966,1971,52,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_53,Early Stuart,1,1966,1971,53,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_62,Early Stuart,1,1966,1972,62,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_63,Early Stuart,1,1966,1972,63,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_64,Early Stuart,1,1966,1972,64,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1966_72,Early Stuart,1,1966,1973,72,10859,5959,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_21,Early Stuart,1,1967,1969,21,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_31,Early Stuart,1,1967,1970,31,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_32,Early Stuart,1,1967,1970,32,21069,11167,NA,NA,NA,423,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_41,Early Stuart,1,1967,1971,41,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_42,Early Stuart,1,1967,1971,42,21069,11167,NA,NA,NA,326142,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_43,Early Stuart,1,1967,1971,43,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_51,Early Stuart,1,1967,1972,51,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_52,Early Stuart,1,1967,1972,52,21069,11167,NA,NA,NA,13128,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_53,Early Stuart,1,1967,1972,53,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_62,Early Stuart,1,1967,1973,62,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_63,Early Stuart,1,1967,1973,63,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_64,Early Stuart,1,1967,1973,64,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1967_72,Early Stuart,1,1967,1974,72,21069,11167,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_21,Early Stuart,1,1968,1970,21,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_31,Early Stuart,1,1968,1971,31,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_32,Early Stuart,1,1968,1971,32,1587,795,NA,NA,NA,11,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_41,Early Stuart,1,1968,1972,41,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_42,Early Stuart,1,1968,1972,42,1587,795,NA,NA,NA,10412,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_43,Early Stuart,1,1968,1972,43,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_51,Early Stuart,1,1968,1973,51,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_52,Early Stuart,1,1968,1973,52,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_53,Early Stuart,1,1968,1973,53,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_62,Early Stuart,1,1968,1974,62,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_63,Early Stuart,1,1968,1974,63,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_64,Early Stuart,1,1968,1974,64,1587,795,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1968_72,Early Stuart,1,1968,1975,72,1587,795,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1969_21,Early Stuart,1,1969,1971,21,109818,48796,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_31,Early Stuart,1,1969,1972,31,109818,48796,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_32,Early Stuart,1,1969,1972,32,109818,48796,NA,NA,NA,648,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_41,Early Stuart,1,1969,1973,41,109818,48796,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_42,Early Stuart,1,1969,1973,42,109818,48796,NA,NA,NA,1366181,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_43,Early Stuart,1,1969,1973,43,109818,48796,NA,NA,NA,76,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_51,Early Stuart,1,1969,1974,51,109818,48796,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_52,Early Stuart,1,1969,1974,52,109818,48796,NA,NA,NA,4452,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_53,Early Stuart,1,1969,1974,53,109818,48796,NA,NA,NA,4237,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1969_62,Early Stuart,1,1969,1975,62,109818,48796,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1969_63,Early Stuart,1,1969,1975,63,109818,48796,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1969_64,Early Stuart,1,1969,1975,64,109818,48796,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1969_72,Early Stuart,1,1969,1976,72,109818,48796,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_21,Early Stuart,1,1970,1972,21,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_31,Early Stuart,1,1970,1973,31,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_32,Early Stuart,1,1970,1973,32,32747,15806,NA,NA,NA,1212,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_41,Early Stuart,1,1970,1974,41,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_42,Early Stuart,1,1970,1974,42,32747,15806,NA,NA,NA,178232,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_43,Early Stuart,1,1970,1974,43,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_51,Early Stuart,1,1970,1975,51,32747,15806,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1970_52,Early Stuart,1,1970,1975,52,32747,15806,NA,NA,NA,1312,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1970_53,Early Stuart,1,1970,1975,53,32747,15806,NA,NA,NA,1380,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1970_62,Early Stuart,1,1970,1976,62,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_63,Early Stuart,1,1970,1976,63,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_64,Early Stuart,1,1970,1976,64,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1970_72,Early Stuart,1,1970,1977,72,32747,15806,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_21,Early Stuart,1,1971,1973,21,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_31,Early Stuart,1,1971,1974,31,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_32,Early Stuart,1,1971,1974,32,95942,45610,NA,NA,NA,311,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_41,Early Stuart,1,1971,1975,41,95942,45610,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1971_42,Early Stuart,1,1971,1975,42,95942,45610,NA,NA,NA,423510,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1971_43,Early Stuart,1,1971,1975,43,95942,45610,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1971_51,Early Stuart,1,1971,1976,51,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_52,Early Stuart,1,1971,1976,52,95942,45610,NA,NA,NA,6993,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_53,Early Stuart,1,1971,1976,53,95942,45610,NA,NA,NA,396,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_62,Early Stuart,1,1971,1977,62,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_63,Early Stuart,1,1971,1977,63,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_64,Early Stuart,1,1971,1977,64,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1971_72,Early Stuart,1,1971,1978,72,95942,45610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_21,Early Stuart,1,1972,1974,21,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_31,Early Stuart,1,1972,1975,31,5086,2253,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1972_32,Early Stuart,1,1972,1975,32,5086,2253,NA,NA,NA,25,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1972_41,Early Stuart,1,1972,1976,41,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_42,Early Stuart,1,1972,1976,42,5086,2253,NA,NA,NA,32207,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_43,Early Stuart,1,1972,1976,43,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_51,Early Stuart,1,1972,1977,51,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_52,Early Stuart,1,1972,1977,52,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_53,Early Stuart,1,1972,1977,53,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_62,Early Stuart,1,1972,1978,62,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_63,Early Stuart,1,1972,1978,63,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_64,Early Stuart,1,1972,1978,64,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1972_72,Early Stuart,1,1972,1979,72,5086,2253,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_21,Early Stuart,1,1973,1975,21,300653,153876,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1973_31,Early Stuart,1,1973,1976,31,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_32,Early Stuart,1,1973,1976,32,300653,153876,NA,NA,NA,4591,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_41,Early Stuart,1,1973,1977,41,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_42,Early Stuart,1,1973,1977,42,300653,153876,NA,NA,NA,1342456,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_43,Early Stuart,1,1973,1977,43,300653,153876,NA,NA,NA,67,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_51,Early Stuart,1,1973,1978,51,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_52,Early Stuart,1,1973,1978,52,300653,153876,NA,NA,NA,3951,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_53,Early Stuart,1,1973,1978,53,300653,153876,NA,NA,NA,1017,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_62,Early Stuart,1,1973,1979,62,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_63,Early Stuart,1,1973,1979,63,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_64,Early Stuart,1,1973,1979,64,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1973_72,Early Stuart,1,1973,1980,72,300653,153876,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_21,Early Stuart,1,1974,1976,21,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_31,Early Stuart,1,1974,1977,31,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_32,Early Stuart,1,1974,1977,32,39659,21610,NA,NA,NA,1242,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_41,Early Stuart,1,1974,1978,41,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_42,Early Stuart,1,1974,1978,42,39659,21610,NA,NA,NA,141307,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_43,Early Stuart,1,1974,1978,43,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_51,Early Stuart,1,1974,1979,51,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_52,Early Stuart,1,1974,1979,52,39659,21610,NA,NA,NA,2218,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_53,Early Stuart,1,1974,1979,53,39659,21610,NA,NA,NA,477,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_62,Early Stuart,1,1974,1980,62,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_63,Early Stuart,1,1974,1980,63,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_64,Early Stuart,1,1974,1980,64,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1974_72,Early Stuart,1,1974,1981,72,39659,21610,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_21,Early Stuart,1,1975,1977,21,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_31,Early Stuart,1,1975,1978,31,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_32,Early Stuart,1,1975,1978,32,65780,26252,NA,NA,NA,150,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_41,Early Stuart,1,1975,1979,41,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_42,Early Stuart,1,1975,1979,42,65780,26252,NA,NA,NA,220007,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_43,Early Stuart,1,1975,1979,43,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_51,Early Stuart,1,1975,1980,51,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_52,Early Stuart,1,1975,1980,52,65780,26252,NA,NA,NA,2852,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_53,Early Stuart,1,1975,1980,53,65780,26252,NA,NA,NA,76,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_62,Early Stuart,1,1975,1981,62,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_63,Early Stuart,1,1975,1981,63,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_64,Early Stuart,1,1975,1981,64,65780,26252,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1975_72,Early Stuart,1,1975,1982,72,65780,26252,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1976_21,Early Stuart,1,1976,1978,21,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_31,Early Stuart,1,1976,1979,31,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_32,Early Stuart,1,1976,1979,32,12648,6792,NA,NA,NA,43,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_41,Early Stuart,1,1976,1980,41,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_42,Early Stuart,1,1976,1980,42,12648,6792,NA,NA,NA,28800,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_43,Early Stuart,1,1976,1980,43,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_51,Early Stuart,1,1976,1981,51,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_52,Early Stuart,1,1976,1981,52,12648,6792,NA,NA,NA,3034,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_53,Early Stuart,1,1976,1981,53,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
Early Stuart_1976_62,Early Stuart,1,1976,1982,62,12648,6792,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1976_63,Early Stuart,1,1976,1982,63,12648,6792,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1976_64,Early Stuart,1,1976,1982,64,12648,6792,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1976_72,Early Stuart,1,1976,1983,72,12648,6792,NA,NA,NA,0,NA,NA,NA,historical,NA,4,NA,Include,Include
