stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Early Stuart_1998_42,Early Stuart,1,1998,2002,42,32590,9332,NA,NA,NA,24341,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_43,Early Stuart,1,1998,2002,43,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_51,Early Stuart,1,1998,2003,51,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_52,Early Stuart,1,1998,2003,52,32590,9332,NA,NA,NA,4349,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_53,Early Stuart,1,1998,2003,53,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_62,Early Stuart,1,1998,2004,62,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_63,Early Stuart,1,1998,2004,63,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_64,Early Stuart,1,1998,2004,64,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1998_72,Early Stuart,1,1998,2005,72,32590,9332,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_21,Early Stuart,1,1999,2001,21,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_31,Early Stuart,1,1999,2002,31,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_32,Early Stuart,1,1999,2002,32,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_41,Early Stuart,1,1999,2003,41,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_42,Early Stuart,1,1999,2003,42,24550,8189,NA,NA,NA,25927,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_43,Early Stuart,1,1999,2003,43,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_51,Early Stuart,1,1999,2004,51,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_52,Early Stuart,1,1999,2004,52,24550,8189,NA,NA,NA,4639,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_53,Early Stuart,1,1999,2004,53,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_62,Early Stuart,1,1999,2005,62,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_63,Early Stuart,1,1999,2005,63,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_64,Early Stuart,1,1999,2005,64,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_1999_72,Early Stuart,1,1999,2006,72,24550,8189,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_21,Early Stuart,1,2000,2002,21,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_31,Early Stuart,1,2000,2003,31,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_32,Early Stuart,1,2000,2003,32,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_41,Early Stuart,1,2000,2004,41,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_42,Early Stuart,1,2000,2004,42,89859,35333,NA,NA,NA,132457,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_43,Early Stuart,1,2000,2004,43,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_51,Early Stuart,1,2000,2005,51,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_52,Early Stuart,1,2000,2005,52,89859,35333,NA,NA,NA,3417,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_53,Early Stuart,1,2000,2005,53,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_62,Early Stuart,1,2000,2006,62,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_63,Early Stuart,1,2000,2006,63,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_64,Early Stuart,1,2000,2006,64,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2000_72,Early Stuart,1,2000,2007,72,89859,35333,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_21,Early Stuart,1,2001,2003,21,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_31,Early Stuart,1,2001,2004,31,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_32,Early Stuart,1,2001,2004,32,170983,82852,NA,NA,NA,5,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_41,Early Stuart,1,2001,2005,41,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_42,Early Stuart,1,2001,2005,42,170983,82852,NA,NA,NA,216279,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_43,Early Stuart,1,2001,2005,43,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_51,Early Stuart,1,2001,2006,51,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_52,Early Stuart,1,2001,2006,52,170983,82852,NA,NA,NA,35722,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_53,Early Stuart,1,2001,2006,53,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_62,Early Stuart,1,2001,2007,62,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_63,Early Stuart,1,2001,2007,63,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_64,Early Stuart,1,2001,2007,64,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2001_72,Early Stuart,1,2001,2008,72,170983,82852,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_21,Early Stuart,1,2002,2004,21,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_31,Early Stuart,1,2002,2005,31,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_32,Early Stuart,1,2002,2005,32,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_41,Early Stuart,1,2002,2006,41,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_42,Early Stuart,1,2002,2006,42,24637,12921,NA,NA,NA,20266,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_43,Early Stuart,1,2002,2006,43,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_51,Early Stuart,1,2002,2007,51,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_52,Early Stuart,1,2002,2007,52,24637,12921,NA,NA,NA,4300,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_53,Early Stuart,1,2002,2007,53,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_62,Early Stuart,1,2002,2008,62,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_63,Early Stuart,1,2002,2008,63,24637,12921,NA,NA,NA,19,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_64,Early Stuart,1,2002,2008,64,24637,12921,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2002_72,Early Stuart,1,2002,2009,72,24637,12921,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2003_21,Early Stuart,1,2003,2005,21,13166,6932,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_31,Early Stuart,1,2003,2006,31,13166,6932,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_32,Early Stuart,1,2003,2006,32,13166,6932,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_41,Early Stuart,1,2003,2007,41,13166,6932,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_42,Early Stuart,1,2003,2007,42,13166,6932,NA,NA,NA,8431,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_43,Early Stuart,1,2003,2007,43,13166,6932,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_51,Early Stuart,1,2003,2008,51,13166,6932,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_52,Early Stuart,1,2003,2008,52,13166,6932,NA,NA,NA,1588,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_53,Early Stuart,1,2003,2008,53,13166,6932,NA,NA,NA,12,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2003_62,Early Stuart,1,2003,2009,62,13166,6932,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2003_63,Early Stuart,1,2003,2009,63,13166,6932,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2003_64,Early Stuart,1,2003,2009,64,13166,6932,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2003_72,Early Stuart,1,2003,2010,72,13166,6932,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_21,Early Stuart,1,2004,2006,21,9286,5181,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2004_31,Early Stuart,1,2004,2007,31,9286,5181,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2004_32,Early Stuart,1,2004,2007,32,9286,5181,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2004_41,Early Stuart,1,2004,2008,41,9286,5181,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2004_42,Early Stuart,1,2004,2008,42,9286,5181,NA,NA,NA,32387,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2004_43,Early Stuart,1,2004,2008,43,9286,5181,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2004_51,Early Stuart,1,2004,2009,51,9286,5181,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_52,Early Stuart,1,2004,2009,52,9286,5181,NA,NA,NA,5932,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_53,Early Stuart,1,2004,2009,53,9286,5181,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_62,Early Stuart,1,2004,2010,62,9286,5181,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_63,Early Stuart,1,2004,2010,63,9286,5181,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_64,Early Stuart,1,2004,2010,64,9286,5181,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2004_72,Early Stuart,1,2004,2011,72,9286,5181,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_21,Early Stuart,1,2005,2007,21,98537,51153,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2005_31,Early Stuart,1,2005,2008,31,98537,51153,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2005_32,Early Stuart,1,2005,2008,32,98537,51153,NA,NA,NA,49,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2005_41,Early Stuart,1,2005,2009,41,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_42,Early Stuart,1,2005,2009,42,98537,51153,NA,NA,NA,73944,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_43,Early Stuart,1,2005,2009,43,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_51,Early Stuart,1,2005,2010,51,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_52,Early Stuart,1,2005,2010,52,98537,51153,NA,NA,NA,7994,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_53,Early Stuart,1,2005,2010,53,98537,51153,NA,NA,NA,370,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_62,Early Stuart,1,2005,2011,62,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_63,Early Stuart,1,2005,2011,63,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_64,Early Stuart,1,2005,2011,64,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2005_72,Early Stuart,1,2005,2012,72,98537,51153,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_21,Early Stuart,1,2006,2008,21,35816,15914,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,4,NA,Include,Include
Early Stuart_2006_31,Early Stuart,1,2006,2009,31,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_32,Early Stuart,1,2006,2009,32,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_41,Early Stuart,1,2006,2010,41,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_42,Early Stuart,1,2006,2010,42,35816,15914,NA,NA,NA,96759,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_43,Early Stuart,1,2006,2010,43,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_51,Early Stuart,1,2006,2011,51,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_52,Early Stuart,1,2006,2011,52,35816,15914,NA,NA,NA,14572,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_53,Early Stuart,1,2006,2011,53,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_62,Early Stuart,1,2006,2012,62,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_63,Early Stuart,1,2006,2012,63,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_64,Early Stuart,1,2006,2012,64,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2006_72,Early Stuart,1,2006,2013,72,35816,15914,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_21,Early Stuart,1,2007,2009,21,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_31,Early Stuart,1,2007,2010,31,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_32,Early Stuart,1,2007,2010,32,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_41,Early Stuart,1,2007,2011,41,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_42,Early Stuart,1,2007,2011,42,5347,2376,NA,NA,NA,10630,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_43,Early Stuart,1,2007,2011,43,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_51,Early Stuart,1,2007,2012,51,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_52,Early Stuart,1,2007,2012,52,5347,2376,NA,NA,NA,355,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_53,Early Stuart,1,2007,2012,53,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_62,Early Stuart,1,2007,2013,62,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_63,Early Stuart,1,2007,2013,63,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_64,Early Stuart,1,2007,2013,64,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2007_72,Early Stuart,1,2007,2014,72,5347,2376,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_21,Early Stuart,1,2008,2010,21,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_31,Early Stuart,1,2008,2011,31,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_32,Early Stuart,1,2008,2011,32,29916,14446,NA,NA,NA,30,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_41,Early Stuart,1,2008,2012,41,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_42,Early Stuart,1,2008,2012,42,29916,14446,NA,NA,NA,183286,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_43,Early Stuart,1,2008,2012,43,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_51,Early Stuart,1,2008,2013,51,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_52,Early Stuart,1,2008,2013,52,29916,14446,NA,NA,NA,11270,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_53,Early Stuart,1,2008,2013,53,29916,14446,NA,NA,NA,332,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_62,Early Stuart,1,2008,2014,62,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_63,Early Stuart,1,2008,2014,63,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_64,Early Stuart,1,2008,2014,64,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2008_72,Early Stuart,1,2008,2015,72,29916,14446,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_21,Early Stuart,1,2009,2011,21,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_31,Early Stuart,1,2009,2012,31,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_32,Early Stuart,1,2009,2012,32,45297,21884,NA,NA,NA,20,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_41,Early Stuart,1,2009,2013,41,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_42,Early Stuart,1,2009,2013,42,45297,21884,NA,NA,NA,170408,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_43,Early Stuart,1,2009,2013,43,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_51,Early Stuart,1,2009,2014,51,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_52,Early Stuart,1,2009,2014,52,45297,21884,NA,NA,NA,16567,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_53,Early Stuart,1,2009,2014,53,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_62,Early Stuart,1,2009,2015,62,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_63,Early Stuart,1,2009,2015,63,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_64,Early Stuart,1,2009,2015,64,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2009_72,Early Stuart,1,2009,2016,72,45297,21884,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_21,Early Stuart,1,2010,2012,21,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_31,Early Stuart,1,2010,2013,31,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_32,Early Stuart,1,2010,2013,32,60262,34198,NA,NA,NA,91,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_41,Early Stuart,1,2010,2014,41,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_42,Early Stuart,1,2010,2014,42,60262,34198,NA,NA,NA,110871,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_43,Early Stuart,1,2010,2014,43,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_51,Early Stuart,1,2010,2015,51,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_52,Early Stuart,1,2010,2015,52,60262,34198,NA,NA,NA,26573,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_53,Early Stuart,1,2010,2015,53,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_62,Early Stuart,1,2010,2016,62,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_63,Early Stuart,1,2010,2016,63,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_64,Early Stuart,1,2010,2016,64,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2010_72,Early Stuart,1,2010,2017,72,60262,34198,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_21,Early Stuart,1,2011,2013,21,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_31,Early Stuart,1,2011,2014,31,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_32,Early Stuart,1,2011,2014,32,758,233,NA,NA,NA,9,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_41,Early Stuart,1,2011,2015,41,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_42,Early Stuart,1,2011,2015,42,758,233,NA,NA,NA,2155,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_43,Early Stuart,1,2011,2015,43,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_51,Early Stuart,1,2011,2016,51,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_52,Early Stuart,1,2011,2016,52,758,233,NA,NA,NA,211,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_53,Early Stuart,1,2011,2016,53,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_62,Early Stuart,1,2011,2017,62,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
Early Stuart_2011_63,Early Stuart,1,2011,2017,63,758,233,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,4,NA,Include,Include
